time,Atlanta,pts.away,score,pts.home,Utah
3:02.0,J. Teague misses 2-pt shot from 2 ft,,82-77,,
3:01.0,,,82-77,,Defensive rebound by D. Favors
2:52.0,,,82-77,,J. Ingles misses 3-pt shot from 24 ft
2:51.0,,,82-77,,Offensive rebound by Team
2:51.0,,,82-77,,Utah full timeout
2:51.0,T. Sefolosha enters the game for K. Korver,,82-77,,
2:31.0,,,82-77,,Turnover by G. Hayward (lost ball; steal by J. Teague)
2:21.0,J. Teague makes 2-pt shot from 1 ft,2,84-77,,
2:01.0,,,84-77,,Shooting foul by P. Millsap (drawn by D. Favors)
2:01.0,,,84-78,1,D. Favors makes free throw 1 of 2
2:01.0,K. Korver enters the game for T. Sefolosha,,84-78,,
2:01.0,,,84-78,,D. Favors misses free throw 2 of 2
2:00.0,Defensive rebound by A. Horford,,84-78,,
1:50.0,J. Teague makes 2-pt shot from 4 ft,2,86-78,,
1:37.0,,,86-78,,D. Favors misses 2-pt shot from 2 ft
1:37.0,Defensive rebound by J. Teague,,86-78,,
1:28.0,A. Horford misses 3-pt shot from 23 ft,,86-78,,
1:28.0,,,86-78,,Defensive rebound by G. Hayward
1:20.0,,,86-78,,G. Hayward misses 3-pt shot from 24 ft
1:19.0,Defensive rebound by K. Bazemore,,86-78,,
1:15.0,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore),2,88-78,,
1:14.0,T. Sefolosha enters the game for K. Korver,,88-78,,
1:09.0,,,88-78,,Shooting foul by J. Teague (drawn by G. Hayward)
1:09.0,,,88-79,1,G. Hayward makes free throw 1 of 2
1:09.0,,,88-79,,C. Johnson enters the game for J. Ingles
1:09.0,K. Korver enters the game for T. Sefolosha,,88-79,,
1:09.0,,,88-80,1,G. Hayward makes free throw 2 of 2
0:53.0,J. Teague makes 2-pt shot from 7 ft,2,90-80,,
0:53.0,,,90-80,,Utah full timeout
0:53.0,T. Sefolosha enters the game for K. Korver,,90-80,,
0:53.0,,,90-80,,J. Ingles enters the game for C. Johnson
0:48.0,,,90-82,2,R. Hood makes 2-pt shot from 20 ft
0:43.0,Atlanta full timeout,,90-82,,
0:43.0,K. Korver enters the game for P. Millsap,,90-82,,
0:43.0,,,90-82,,C. Johnson enters the game for J. Ingles
0:41.0,,,90-82,,Personal foul by D. Favors
0:37.0,,,90-82,,Personal foul by D. Favors
0:37.0,J. Teague makes free throw 1 of 2,1,91-82,,
0:37.0,P. Millsap enters the game for K. Korver,,91-82,,
0:37.0,J. Teague misses free throw 2 of 2,,91-82,,
0:37.0,,,91-82,,Defensive rebound by T. Booker
0:37.0,,,91-82,,Utah full timeout
0:37.0,,,91-82,,S. Mack enters the game for T. Booker
0:37.0,,,91-82,,J. Ingles enters the game for C. Johnson
0:32.0,,,91-82,,R. Hood misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by P. Millsap,,91-82,,
0:06.0,J. Teague misses 3-pt shot from 25 ft,,91-82,,
0:06.0,,,91-82,,Defensive rebound by J. Ingles
0:02.0,,,91-84,2,S. Mack makes 2-pt shot from 1 ft (assist by J. Ingles)
0:00.0,End of 4th quarter,,,,End of 4th quarter
