time,New Orleans,pts.away,score,pts.home,Oklahoma City
2:27.0,,,87-111,2,M. McGary makes 2-pt shot from 1 ft (assist by C. Payne)
2:18.0,,,87-111,,Personal foul by C. Payne (drawn by T. Douglas)
2:18.0,,,87-111,,S. Novak enters the game for E. Kanter
2:18.0,T. Douglas makes free throw 1 of 2,1,88-111,,
2:18.0,T. Douglas misses free throw 2 of 2,,88-111,,
2:17.0,,,88-111,,Defensive rebound by M. McGary
2:05.0,,,88-111,,Turnover by S. Novak (bad pass; steal by T. Douglas)
2:01.0,T. Douglas makes 2-pt shot from 1 ft,2,90-111,,
1:48.0,,,90-114,3,S. Novak makes 3-pt shot from 24 ft (assist by C. Payne)
1:36.0,A. Ajinca misses 2-pt shot from 15 ft,,90-114,,
1:36.0,,,90-114,,Defensive rebound by S. Novak
1:23.0,,,90-114,,M. McGary misses 2-pt shot from 2 ft (block by A. Ajinca)
1:23.0,,,90-114,,Offensive rebound by Team
1:21.0,,,90-117,3,S. Novak makes 3-pt shot from 23 ft (assist by C. Payne)
1:14.0,Shooting foul by M. McGary (drawn by N. Cole),,90-117,,
1:14.0,N. Cole makes free throw 1 of 2,1,91-117,,
1:14.0,N. Cole makes free throw 2 of 2,1,92-117,,
1:01.0,,,92-119,2,M. McGary makes 2-pt shot from 2 ft (assist by C. Payne)
0:56.0,T. Douglas misses 2-pt shot from 5 ft,,92-119,,
0:55.0,Offensive rebound by A. Ajinca,,92-119,,
0:55.0,Shooting foul by A. Morrow (drawn by A. Ajinca),,92-119,,
0:55.0,A. Ajinca misses free throw 1 of 2,,92-119,,
0:55.0,Offensive rebound by Team,,92-119,,
0:55.0,A. Ajinca makes free throw 2 of 2,1,93-119,,
0:40.0,,,93-119,,S. Novak misses 3-pt shot from 23 ft
0:39.0,Defensive rebound by N. Cole,,93-119,,
0:35.0,A. Gee makes 2-pt shot at rim (assist by N. Cole),2,95-119,,
0:22.0,,,95-121,2,C. Payne makes 2-pt shot from 14 ft
0:05.0,Turnover by A. Ajinca (lost ball; steal by M. McGary),,95-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
