time,Boston,pts.away,score,pts.home,Milwaukee
4:24.0,,,95-104,,Turnover by G. Monroe (lost ball; steal by A. Johnson)
4:18.0,K. Olynyk misses 2-pt shot from 16 ft,,95-104,,
4:16.0,Offensive rebound by E. Turner,,95-104,,
4:12.0,E. Turner makes 2-pt shot from 9 ft,2,97-104,,
3:52.0,,,97-106,2,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by O. Mayo)
3:35.0,J. Crowder makes 2-pt shot from 1 ft (assist by E. Turner),2,99-106,,
3:20.0,,,99-106,,Turnover by G. Monroe (lost ball; steal by J. Crowder)
3:20.0,,,99-106,,Personal foul by G. Monroe (drawn by J. Crowder)
3:20.0,,,99-106,,M. Carter-Williams enters the game for O. Mayo
3:20.0,I. Thomas enters the game for K. Olynyk,,99-106,,
3:02.0,I. Thomas misses 2-pt shot from 1 ft,,99-106,,
3:02.0,Offensive rebound by A. Johnson,,99-106,,
3:02.0,,,99-106,,Loose ball foul by M. Carter-Williams (drawn by A. Johnson)
2:55.0,I. Thomas makes 2-pt shot at rim (assist by E. Turner),2,101-106,,
2:55.0,Shooting foul by M. Carter-Williams (drawn by I. Thomas),,101-106,,
2:55.0,Boston full timeout,,101-106,,
2:55.0,I. Thomas makes free throw 1 of 1,1,102-106,,
2:34.0,,,102-106,,Shooting foul by A. Johnson (drawn by G. Monroe)
2:34.0,,,102-106,,G. Monroe misses free throw 1 of 2
2:34.0,,,102-106,,Offensive rebound by Team
2:34.0,,,102-106,,G. Monroe misses free throw 2 of 2
2:33.0,Defensive rebound by E. Turner,,102-106,,
2:19.0,Boston full timeout,,102-106,,
2:16.0,A. Bradley misses 3-pt shot from 22 ft,,102-106,,
2:12.0,Offensive rebound by E. Turner,,102-106,,
2:11.0,E. Turner misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,102-106,,
2:08.0,,,102-106,,Defensive rebound by G. Monroe
1:52.0,,,102-108,2,K. Middleton makes 2-pt shot from 4 ft
1:45.0,I. Thomas makes 2-pt shot at rim,2,104-108,,
1:20.0,,,104-108,,K. Middleton misses 3-pt shot from 25 ft
1:19.0,,,104-108,,Offensive rebound by M. Carter-Williams
1:08.0,Personal foul by I. Thomas (drawn by K. Middleton),,104-108,,
1:08.0,,,104-108,,K. Middleton misses free throw 1 of 2
1:08.0,,,104-108,,Offensive rebound by Team
1:08.0,,,104-109,1,K. Middleton makes free throw 2 of 2
0:57.0,Shooting foul by J. Bayless (drawn by I. Thomas),,104-109,,
0:57.0,I. Thomas makes free throw 1 of 2,1,105-109,,
0:57.0,M. Smart enters the game for E. Turner,,105-109,,
0:57.0,I. Thomas makes free throw 2 of 2,1,106-109,,
0:43.0,,,106-109,,K. Middleton misses 3-pt shot from 24 ft
0:42.0,Defensive rebound by M. Smart,,106-109,,
0:28.0,Boston full timeout,,106-109,,
0:28.0,E. Turner enters the game for M. Smart,,106-109,,
0:24.0,J. Crowder makes 3-pt shot from 25 ft (assist by E. Turner),3,109-109,,
0:02.0,,,109-111,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton)
0:01.0,Boston full timeout,,109-111,,
0:01.0,,,109-111,,J. Parker enters the game for G. Monroe
0:01.0,M. Smart enters the game for A. Johnson,,109-111,,
0:01.0,K. Olynyk enters the game for E. Turner,,109-111,,
0:01.0,,,109-111,,Personal foul by J. Bayless (drawn by K. Olynyk)
0:01.0,K. Olynyk makes free throw 1 of 2,1,110-111,,
0:01.0,J. Sullinger enters the game for I. Thomas,,110-111,,
0:01.0,,,110-111,,G. Monroe enters the game for J. Parker
0:01.0,K. Olynyk makes free throw 2 of 2,1,111-111,,
0:01.0,,,111-111,,Milwaukee full timeout
0:01.0,A. Johnson enters the game for K. Olynyk,,111-111,,
0:01.0,,,111-111,,Shooting foul by A. Bradley (drawn by K. Middleton)
0:01.0,,,111-112,1,K. Middleton makes free throw 1 of 2
0:01.0,K. Olynyk enters the game for A. Johnson,,111-112,,
0:01.0,I. Thomas enters the game for M. Smart,,111-112,,
0:01.0,,,111-112,,K. Middleton misses free throw 2 of 2
0:00.0,Defensive rebound by J. Crowder,,111-112,,
0:00.0,J. Crowder misses 3-pt shot from 74 ft,,111-112,,
0:00.0,Offensive rebound by Team,,111-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
