time,Minnesota,pts.away,score,pts.home,Phoenix
7:35.0,Minnesota full timeout,,75-90,,
7:26.0,Shooting foul by P. Tucker (drawn by Z. LaVine),,75-90,,
7:26.0,Z. LaVine makes 2-pt shot from 1 ft,2,77-90,,
7:26.0,Z. LaVine makes free throw 1 of 1,1,78-90,,
7:17.0,,,78-90,,Turnover by J. Leuer (bad pass)
7:05.0,Z. LaVine misses 2-pt shot from 17 ft,,78-90,,
7:03.0,,,78-90,,Defensive rebound by J. Leuer
6:43.0,,,78-90,,E. Bledsoe misses 2-pt shot from 16 ft
6:39.0,Defensive rebound by S. Muhammad,,78-90,,
6:38.0,Turnover by S. Muhammad (bad pass; steal by B. Knight),,78-90,,
6:36.0,,,78-90,,Phoenix full timeout
6:26.0,,,78-90,,Turnover by B. Knight (bad pass)
6:08.0,D. Rudez makes 3-pt shot from 22 ft (assist by A. Miller),3,81-90,,
5:53.0,,,81-93,3,B. Knight makes 3-pt shot from 25 ft (assist by E. Bledsoe)
5:33.0,G. Dieng makes 2-pt shot from 7 ft (assist by Z. LaVine),2,83-93,,
5:33.0,Shooting foul by A. Len (drawn by G. Dieng),,83-93,,
5:33.0,,,83-93,,T. Chandler enters the game for A. Len
5:33.0,G. Dieng makes free throw 1 of 1,1,84-93,,
5:22.0,,,84-93,,E. Bledsoe misses 2-pt shot at rim
5:18.0,Defensive rebound by A. Miller,,84-93,,
5:14.0,Turnover by A. Miller (bad pass; steal by E. Bledsoe),,84-93,,
5:04.0,,,84-96,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by B. Knight)
4:47.0,G. Dieng makes 2-pt shot at rim (assist by D. Rudez),2,86-96,,
4:34.0,,,86-96,,B. Knight misses 3-pt shot from 24 ft
4:32.0,Defensive rebound by S. Muhammad,,86-96,,
4:19.0,D. Rudez makes 3-pt shot from 24 ft (assist by A. Miller),3,89-96,,
4:18.0,,,89-96,,Phoenix full timeout
4:01.0,Personal foul by Z. LaVine (drawn by E. Bledsoe),,89-96,,
3:51.0,,,89-99,3,B. Knight makes 3-pt shot from 24 ft (assist by J. Leuer)
3:30.0,Shooting foul by P. Tucker (drawn by S. Muhammad),,89-99,,
3:30.0,S. Muhammad makes free throw 1 of 2,1,90-99,,
3:30.0,S. Muhammad makes free throw 2 of 2,1,91-99,,
3:13.0,,,91-102,3,B. Knight makes 3-pt shot from 25 ft (assist by J. Leuer)
2:55.0,Z. LaVine misses 2-pt shot from 17 ft,,91-102,,
2:52.0,Offensive rebound by A. Miller,,91-102,,
2:49.0,D. Rudez misses 3-pt shot from 24 ft,,91-102,,
2:49.0,,,91-102,,Defensive rebound by Team
2:49.0,Loose ball foul by G. Dieng (drawn by E. Bledsoe),,91-102,,
2:34.0,,,91-102,,E. Bledsoe misses 3-pt shot from 24 ft
2:31.0,Defensive rebound by S. Muhammad,,91-102,,
2:18.0,G. Dieng misses 2-pt shot from 4 ft,,91-102,,
2:16.0,,,91-102,,Defensive rebound by E. Bledsoe
2:04.0,Personal block foul by D. Rudez (drawn by B. Knight),,91-102,,
1:55.0,,,91-104,2,E. Bledsoe makes 2-pt shot from 15 ft
1:55.0,Minnesota full timeout,,91-104,,
1:45.0,Z. LaVine makes 2-pt shot from 7 ft,2,93-104,,
1:45.0,Shooting foul by B. Knight (drawn by Z. LaVine),,93-104,,
1:45.0,Z. LaVine makes free throw 1 of 1,1,94-104,,
1:24.0,,,94-104,,B. Knight misses 3-pt shot from 24 ft
1:22.0,,,94-104,,Offensive rebound by T. Chandler
1:05.0,,,94-104,,Turnover by B. Knight (bad pass; steal by Z. LaVine)
1:01.0,Z. LaVine makes 2-pt shot at rim,2,96-104,,
0:49.0,Personal foul by Z. LaVine (drawn by E. Bledsoe),,96-104,,
0:49.0,,,96-104,,E. Bledsoe misses free throw 1 of 2
0:49.0,,,96-104,,Offensive rebound by Team
0:49.0,,,96-104,,E. Bledsoe misses free throw 2 of 2
0:49.0,Defensive rebound by G. Dieng,,96-104,,
0:35.0,Z. LaVine makes 3-pt shot from 28 ft (assist by A. Miller),3,99-104,,
0:26.0,Personal take foul by A. Miller (drawn by E. Bledsoe),,99-104,,
0:26.0,,,99-105,1,E. Bledsoe makes free throw 1 of 2
0:26.0,,,99-106,1,E. Bledsoe makes free throw 2 of 2
0:17.0,Z. LaVine misses 2-pt shot from 21 ft,,99-106,,
0:15.0,,,99-106,,Defensive rebound by E. Bledsoe
0:11.0,Personal take foul by Z. LaVine (drawn by E. Bledsoe),,99-106,,
0:11.0,,,99-107,1,E. Bledsoe makes free throw 1 of 2
0:11.0,,,99-108,1,E. Bledsoe makes free throw 2 of 2
0:05.0,Z. LaVine makes 2-pt shot from 1 ft,2,101-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
