time,New York,pts.away,score,pts.home,Orlando
5:39.0,L. Galloway enters the game for L. Thomas,,72-81,,
5:39.0,A. Afflalo enters the game for S. Vujacic,,72-81,,
5:27.0,,,72-83,2,N. Vucevic makes 2-pt shot from 6 ft (assist by E. Payton)
5:15.0,K. Porzingis makes 2-pt shot from 1 ft (assist by J. Calderon),2,74-83,,
4:58.0,,,74-86,3,V. Oladipo makes 3-pt shot from 26 ft (assist by E. Payton)
4:40.0,K. Porzingis misses 2-pt shot from 15 ft,,74-86,,
4:39.0,,,74-86,,Defensive rebound by E. Payton
4:30.0,,,74-86,,A. Nicholson misses 2-pt shot from 10 ft
4:30.0,,,74-86,,Offensive rebound by Team
4:30.0,Loose ball foul by A. Afflalo (drawn by T. Harris),,74-86,,
4:30.0,Technical foul by C. Anthony,,74-86,,
4:30.0,,,74-87,1,T. Harris makes technical free throw
4:30.0,,,74-88,1,T. Harris makes free throw 1 of 2
4:30.0,,,74-89,1,T. Harris makes free throw 2 of 2
4:16.0,C. Anthony makes 3-pt shot from 25 ft,3,77-89,,
3:55.0,,,77-91,2,E. Payton makes 2-pt shot from 2 ft
3:44.0,J. Calderon makes 3-pt shot from 25 ft (assist by C. Anthony),3,80-91,,
3:22.0,,,80-91,,A. Nicholson misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by L. Galloway,,80-91,,
3:20.0,,,80-91,,Personal foul by E. Payton (drawn by J. Calderon)
3:20.0,J. Calderon makes free throw 1 of 2,1,81-91,,
3:20.0,,,81-91,,A. Gordon enters the game for A. Nicholson
3:20.0,J. Calderon makes free throw 2 of 2,1,82-91,,
3:05.0,,,82-91,,V. Oladipo misses 2-pt shot from 4 ft (block by K. Porzingis)
3:03.0,,,82-91,,Offensive rebound by N. Vucevic
3:03.0,,,82-91,,Shooting foul by C. Anthony (drawn by N. Vucevic)
3:03.0,,,82-92,1,N. Vucevic makes free throw 1 of 2
3:03.0,,,82-93,1,N. Vucevic makes free throw 2 of 2
2:53.0,C. Anthony makes 2-pt shot from 21 ft (assist by J. Calderon),2,84-93,,
2:31.0,,,84-95,2,E. Payton makes 2-pt shot from 14 ft
2:20.0,Shooting foul by N. Vucevic (drawn by K. Porzingis),,84-95,,
2:20.0,K. Porzingis makes free throw 1 of 2,1,85-95,,
2:20.0,K. Porzingis makes free throw 2 of 2,1,86-95,,
2:09.0,,,86-97,2,E. Payton makes 2-pt shot from 14 ft
1:55.0,K. Porzingis misses 3-pt shot from 26 ft,,86-97,,
1:53.0,,,86-97,,Defensive rebound by T. Harris
1:38.0,,,86-97,,N. Vucevic misses 2-pt shot from 16 ft
1:38.0,,,86-97,,Offensive rebound by Team
1:38.0,Loose ball foul by C. Anthony (drawn by A. Gordon),,86-97,,
1:38.0,,,86-98,1,A. Gordon makes free throw 1 of 2
1:38.0,,,86-98,,A. Gordon misses free throw 2 of 2
1:36.0,Defensive rebound by C. Anthony,,86-98,,
1:28.0,S. Vujacic enters the game for J. Calderon,,86-98,,
1:28.0,L. Thomas enters the game for C. Anthony,,86-98,,
1:23.0,Turnover by A. Afflalo (step out of bounds),,86-98,,
1:05.0,,,86-98,,V. Oladipo misses 3-pt shot from 24 ft
1:03.0,,,86-98,,Offensive rebound by N. Vucevic
1:02.0,,,86-100,2,N. Vucevic makes 2-pt shot at rim
0:53.0,A. Afflalo makes 3-pt shot from 25 ft (assist by L. Galloway),3,89-100,,
0:42.0,,,89-100,,Orlando full timeout
0:42.0,,,89-100,,S. Napier enters the game for T. Harris
0:42.0,,,89-100,,D. Marble enters the game for N. Vucevic
0:42.0,,,89-100,,A. Nicholson enters the game for E. Payton
0:42.0,,,89-100,,M. Hezonja enters the game for V. Oladipo
0:42.0,K. O'Quinn enters the game for K. Porzingis,,89-100,,
0:30.0,,,89-100,,A. Nicholson misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by K. O'Quinn,,89-100,,
0:17.0,Shooting foul by D. Marble (drawn by S. Vujacic),,89-100,,
0:17.0,S. Vujacic makes free throw 1 of 2,1,90-100,,
0:17.0,S. Vujacic makes free throw 2 of 2,1,91-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
