time,Sacramento,pts.away,score,pts.home,Houston
4:45.0,,,73-109,,Defensive rebound by C. Capela
4:40.0,,,73-109,,Turnover by M. Beasley (lost ball; steal by B. McLemore)
4:35.0,B. McLemore makes 2-pt shot from 1 ft,2,75-109,,
4:15.0,,,75-109,,M. Beasley misses 2-pt shot from 15 ft
4:14.0,Defensive rebound by Q. Acy,,75-109,,
4:02.0,K. Koufos misses 2-pt shot from 16 ft,,75-109,,
4:01.0,,,75-109,,Defensive rebound by M. Beasley
3:57.0,,,75-109,,Shooting foul by J. Anderson (drawn by K. McDaniels)
3:57.0,,,75-110,1,K. McDaniels makes free throw 1 of 2
3:57.0,D. Dukan enters the game for J. Anderson,,75-110,,
3:57.0,,,75-110,,K. McDaniels misses free throw 2 of 2
3:57.0,Defensive rebound by Q. Acy,,75-110,,
3:39.0,K. Koufos misses 2-pt shot from 6 ft,,75-110,,
3:38.0,,,75-110,,Defensive rebound by C. Capela
3:29.0,,,75-112,2,K. McDaniels makes 2-pt shot at rim (assist by M. Beasley)
3:18.0,S. Curry misses 3-pt shot from 24 ft,,75-112,,
3:17.0,Offensive rebound by K. Koufos,,75-112,,
3:09.0,Q. Acy misses 3-pt shot from 24 ft,,75-112,,
3:08.0,,,75-112,,Defensive rebound by C. Capela
3:01.0,,,75-112,,A. Goudelock misses 3-pt shot from 24 ft
3:00.0,Defensive rebound by Q. Acy,,75-112,,
2:48.0,K. Koufos misses 2-pt shot from 18 ft,,75-112,,
2:48.0,Offensive rebound by Team,,75-112,,
2:48.0,,,75-112,,Loose ball foul by M. Harrell
2:48.0,,,75-112,,Houston full timeout
2:48.0,W. Cauley-Stein enters the game for K. Koufos,,75-112,,
2:48.0,Q. Acy misses free throw 1 of 2,,75-112,,
2:48.0,Offensive rebound by Team,,75-112,,
2:48.0,Q. Acy makes free throw 2 of 2,1,76-112,,
2:32.0,,,76-112,,M. Harrell misses 2-pt shot from 17 ft
2:32.0,,,76-112,,Offensive rebound by C. Capela
2:28.0,,,76-112,,C. Capela misses 2-pt shot from 3 ft
2:27.0,,,76-112,,Offensive rebound by C. Capela
2:26.0,,,76-112,,C. Capela misses 2-pt shot from 4 ft
2:25.0,,,76-112,,Offensive rebound by C. Capela
2:24.0,,,76-112,,Shooting foul by D. Dukan (drawn by C. Capela)
2:24.0,,,76-112,,C. Capela misses free throw 1 of 2
2:24.0,,,76-112,,Offensive rebound by Team
2:24.0,,,76-112,,C. Capela misses free throw 2 of 2
2:24.0,Defensive rebound by Q. Acy,,76-112,,
2:10.0,S. Curry misses 2-pt shot from 8 ft (block by M. Harrell),,76-112,,
2:09.0,,,76-112,,Defensive rebound by M. Harrell
2:05.0,,,76-114,2,M. Harrell makes 2-pt shot from 1 ft
1:52.0,D. Dukan misses 3-pt shot from 25 ft,,76-114,,
1:51.0,,,76-114,,Defensive rebound by M. Beasley
1:40.0,,,76-114,,M. Harrell misses 2-pt shot from 4 ft
1:39.0,Defensive rebound by S. Curry,,76-114,,
1:28.0,D. Dukan misses 2-pt shot from 21 ft,,76-114,,
1:28.0,,,76-114,,Defensive rebound by Team
1:21.0,,,76-114,,M. Harrell misses 2-pt shot from 2 ft
1:20.0,Defensive rebound by W. Cauley-Stein,,76-114,,
1:09.0,B. McLemore misses 3-pt shot from 24 ft,,76-114,,
1:08.0,,,76-114,,Defensive rebound by M. Beasley
0:52.0,,,76-114,,A. Goudelock misses 2-pt shot from 17 ft
0:50.0,Defensive rebound by Team,,76-114,,
0:36.0,Q. Acy makes 2-pt shot from 1 ft (assist by S. Curry),2,78-114,,
0:14.0,,,78-114,,A. Goudelock misses 3-pt shot from 25 ft
0:13.0,,,78-114,,Offensive rebound by K. McDaniels
0:13.0,,,78-116,2,K. McDaniels makes 2-pt shot at rim
0:04.0,S. Curry makes 3-pt shot from 24 ft,3,81-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
