time,Atlanta,pts.away,score,pts.home,Indiana
1:43.0,,,84-90,,L. Allen enters the game for P. George
1:43.0,K. Korver enters the game for J. Teague,,84-90,,
1:39.0,P. Millsap makes 2-pt shot from 2 ft (assist by T. Sefolosha),2,86-90,,
1:17.0,,,86-90,,S. Hill misses 2-pt shot from 5 ft
1:16.0,Defensive rebound by K. Bazemore,,86-90,,
1:06.0,Shooting foul by I. Mahinmi (drawn by P. Millsap),,86-90,,
1:06.0,P. Millsap makes free throw 1 of 2,1,87-90,,
1:06.0,J. Teague enters the game for K. Korver,,87-90,,
1:06.0,,,87-90,,P. George enters the game for L. Allen
1:06.0,P. Millsap misses free throw 2 of 2,,87-90,,
1:05.0,Offensive rebound by Team,,87-90,,
1:00.0,Turnover by J. Teague (lost ball; steal by I. Mahinmi),,87-90,,
0:40.0,,,87-90,,S. Hill misses 3-pt shot from 25 ft
0:39.0,,,87-90,,Offensive rebound by I. Mahinmi
0:30.0,,,87-90,,Indiana full timeout
0:30.0,K. Korver enters the game for J. Teague,,87-90,,
0:17.0,,,87-90,,M. Ellis misses 3-pt shot from 25 ft
0:16.0,,,87-90,,Offensive rebound by I. Mahinmi
0:16.0,,,87-92,2,I. Mahinmi makes 2-pt shot from 2 ft
0:16.0,Atlanta full timeout,,87-92,,
0:16.0,,,87-92,,J. Hill enters the game for S. Hill
0:16.0,J. Teague enters the game for K. Bazemore,,87-92,,
0:13.0,J. Teague misses 3-pt shot from 24 ft,,87-92,,
0:13.0,,,87-92,,Defensive rebound by M. Ellis
0:12.0,Personal take foul by P. Millsap (drawn by M. Ellis),,87-92,,
0:12.0,,,87-92,,S. Hill enters the game for J. Hill
0:12.0,,,87-92,,Indiana full timeout
0:12.0,K. Bazemore enters the game for K. Korver,,87-92,,
0:12.0,,,87-92,,R. Stuckey enters the game for I. Mahinmi
0:12.0,,,87-92,,C. Budinger enters the game for S. Hill
0:10.0,Personal take foul by A. Horford (drawn by P. George),,87-92,,
0:10.0,,,87-92,,P. George misses free throw 1 of 2
0:10.0,,,87-92,,Offensive rebound by Team
0:10.0,,,87-92,,S. Hill enters the game for C. Budinger
0:10.0,K. Korver enters the game for T. Sefolosha,,87-92,,
0:10.0,,,87-93,1,P. George makes free throw 2 of 2
0:01.0,K. Bazemore misses 3-pt shot from 25 ft,,87-93,,
0:01.0,,,87-93,,Defensive rebound by R. Stuckey
0:00.0,End of 4th quarter,,,,End of 4th quarter
