time,Boston,pts.away,score,pts.home,Brooklyn
4:00.0,,,94-102,,Defensive rebound by T. Young
3:37.0,,,94-102,,B. Bogdanovic misses 3-pt shot from 26 ft
3:36.0,Defensive rebound by A. Bradley,,94-102,,
3:29.0,I. Thomas misses 2-pt shot from 3 ft,,94-102,,
3:28.0,,,94-102,,Defensive rebound by T. Young
3:20.0,,,94-102,,B. Bogdanovic misses 3-pt shot from 23 ft
3:19.0,Defensive rebound by E. Turner,,94-102,,
3:10.0,Offensive charge foul by I. Thomas,,94-102,,
3:10.0,Turnover by I. Thomas (offensive foul),,94-102,,
2:53.0,,,94-102,,B. Lopez misses 2-pt shot from 13 ft
2:52.0,Defensive rebound by J. Crowder,,94-102,,
2:48.0,Boston full timeout,,94-102,,
2:48.0,K. Olynyk enters the game for J. Sullinger,,94-102,,
2:40.0,K. Olynyk misses 3-pt shot from 24 ft,,94-102,,
2:39.0,,,94-102,,Defensive rebound by J. Johnson
2:20.0,,,94-104,2,J. Jack makes 2-pt shot from 21 ft
2:14.0,I. Thomas makes 2-pt shot from 1 ft,2,96-104,,
1:49.0,,,96-104,,Turnover by Team (shot clock)
1:49.0,J. Sullinger enters the game for K. Olynyk,,96-104,,
1:41.0,Offensive foul by J. Crowder,,96-104,,
1:41.0,Turnover by J. Crowder (offensive foul),,96-104,,
1:24.0,,,96-106,2,J. Jack makes 2-pt shot from 8 ft
1:24.0,Boston full timeout,,96-106,,
1:18.0,A. Bradley makes 3-pt shot from 24 ft (assist by E. Turner),3,99-106,,
1:08.0,Personal foul by J. Crowder (drawn by B. Bogdanovic),,99-106,,
1:08.0,,,99-107,1,B. Bogdanovic makes free throw 1 of 2
1:08.0,,,99-108,1,B. Bogdanovic makes free throw 2 of 2
1:08.0,Boston full timeout,,99-108,,
1:08.0,,,99-108,,R. Hollis-Jefferson enters the game for B. Bogdanovic
1:02.0,I. Thomas misses 2-pt shot from 2 ft,,99-108,,
1:01.0,Offensive rebound by Team,,99-108,,
1:01.0,,,99-108,,Loose ball foul by J. Jack (drawn by J. Sullinger)
1:01.0,J. Sullinger makes free throw 1 of 2,1,100-108,,
1:01.0,,,100-108,,B. Bogdanovic enters the game for R. Hollis-Jefferson
1:01.0,J. Sullinger makes free throw 2 of 2,1,101-108,,
1:01.0,,,101-108,,Brooklyn full timeout
1:01.0,J. Jerebko enters the game for I. Thomas,,101-108,,
0:54.0,Personal foul by J. Crowder (drawn by J. Jack),,101-108,,
0:54.0,,,101-108,,J. Jack misses free throw 1 of 2
0:54.0,,,101-108,,Offensive rebound by Team
0:54.0,,,101-108,,R. Hollis-Jefferson enters the game for B. Bogdanovic
0:54.0,I. Thomas enters the game for J. Jerebko,,101-108,,
0:54.0,,,101-109,1,J. Jack makes free throw 2 of 2
0:46.0,Turnover by I. Thomas (lost ball; steal by J. Jack),,101-109,,
0:41.0,,,101-109,,Brooklyn full timeout
0:41.0,J. Jerebko enters the game for I. Thomas,,101-109,,
0:41.0,,,101-109,,S. Larkin enters the game for R. Hollis-Jefferson
0:41.0,,,101-109,,B. Bogdanovic enters the game for T. Young
0:39.0,Personal foul by A. Bradley (drawn by J. Jack),,101-109,,
0:39.0,,,101-110,1,J. Jack makes free throw 1 of 2
0:39.0,I. Thomas enters the game for J. Jerebko,,101-110,,
0:39.0,,,101-110,,T. Young enters the game for S. Larkin
0:39.0,,,101-110,,R. Hollis-Jefferson enters the game for B. Bogdanovic
0:39.0,,,101-111,1,J. Jack makes free throw 2 of 2
0:30.0,J. Sullinger misses 2-pt shot from 15 ft,,101-111,,
0:29.0,,,101-111,,Defensive rebound by T. Young
0:06.0,,,101-111,,T. Young misses 2-pt shot from 2 ft
0:05.0,,,101-111,,Offensive rebound by R. Hollis-Jefferson
0:03.0,,,101-111,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
0:02.0,Defensive rebound by I. Thomas,,101-111,,
0:01.0,I. Thomas misses 3-pt shot from 25 ft,,101-111,,
0:00.0,Offensive rebound by Team,,101-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
