time,Charlotte,pts.away,score,pts.home,Miami
0:05.0,,,107-106,2,D. Wade makes 2-pt shot from 1 ft
0:04.0,,,107-106,,Personal foul by L. Deng
0:04.0,,,107-106,,J. Winslow enters the game for L. Deng
0:04.0,,,107-106,,H. Whiteside enters the game for G. Dragic
0:04.0,J. Lin makes free throw 1 of 2,1,108-106,,
0:04.0,J. Lin makes free throw 2 of 2,1,109-106,,
0:04.0,,,109-106,,Miami full timeout
0:04.0,,,109-106,,G. Dragic enters the game for J. Richardson
0:04.0,,,109-106,,L. Deng enters the game for J. Winslow
0:02.0,,,109-106,,D. Wade misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by M. Williams,,109-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
