time,Orlando,pts.away,score,pts.home,Charlotte
1:41.0,,,100-115,,A. Harrison misses free throw 2 of 2
1:38.0,Defensive rebound by D. Dedmon,,100-115,,
1:27.0,Turnover by D. Dedmon (lost ball; steal by A. Harrison),,100-115,,
1:09.0,Personal foul by D. Marble,,100-115,,
1:09.0,,,100-115,,T. Hansbrough misses free throw 1 of 2
1:09.0,,,100-115,,Offensive rebound by Team
1:09.0,,,100-115,,T. Hansbrough misses free throw 2 of 2
1:07.0,Defensive rebound by D. Dedmon,,100-115,,
1:00.0,S. Napier makes 3-pt shot from 25 ft,3,103-115,,
0:45.0,,,103-117,2,J. Gutierrez makes 2-pt shot from 18 ft
0:36.0,D. Marble misses 3-pt shot from 22 ft,,103-117,,
0:35.0,,,103-117,,Defensive rebound by A. Harrison
0:11.0,,,103-117,,Turnover by Team (shot clock)
0:02.0,D. Marble misses 3-pt shot from 24 ft,,103-117,,
0:01.0,,,103-117,,Defensive rebound by J. Lamb
0:00.0,End of 4th quarter,,,,End of 4th quarter
