time,Milwaukee,pts.away,score,pts.home,Boston
8:15.0,,,85-94,,Defensive rebound by J. Sullinger
8:05.0,,,85-94,,E. Turner misses 2-pt shot at rim
8:04.0,Defensive rebound by G. Monroe,,85-94,,
7:47.0,J. Parker misses 2-pt shot at rim,,85-94,,
7:46.0,,,85-94,,Defensive rebound by J. Jerebko
7:30.0,,,85-94,,J. Sullinger misses 2-pt shot from 18 ft
7:30.0,Defensive rebound by K. Middleton,,85-94,,
7:19.0,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton),2,87-94,,
6:58.0,,,87-96,2,J. Sullinger makes 2-pt shot at rim (assist by A. Bradley)
6:53.0,,,87-96,,Violation by M. Smart (def goaltending)
6:53.0,J. Parker makes 2-pt shot at rim (assist by O. Mayo),2,89-96,,
6:42.0,,,89-96,,M. Smart misses 3-pt shot from 23 ft
6:40.0,,,89-96,,Offensive rebound by J. Jerebko
6:22.0,,,89-96,,E. Turner misses 2-pt shot from 13 ft
6:21.0,Defensive rebound by M. Carter-Williams,,89-96,,
6:16.0,J. Parker makes 2-pt shot at rim (assist by K. Middleton),2,91-96,,
5:47.0,,,91-96,,Turnover by A. Bradley (lost ball; steal by J. Parker)
5:31.0,Official timeout,,91-96,,
5:31.0,,,91-96,,I. Thomas enters the game for E. Turner
5:31.0,,,91-96,,J. Crowder enters the game for J. Jerebko
5:31.0,G. Antetokounmpo enters the game for O. Mayo,,91-96,,
5:28.0,K. Middleton misses 2-pt shot from 13 ft,,91-96,,
5:26.0,,,91-96,,Defensive rebound by J. Crowder
5:08.0,,,91-98,2,I. Thomas makes 2-pt shot from 7 ft
4:55.0,J. Parker makes 2-pt shot at rim (assist by G. Monroe),2,93-98,,
4:38.0,,,93-100,2,I. Thomas makes 2-pt shot from 4 ft
4:24.0,J. Parker makes 2-pt shot at rim (assist by K. Middleton),2,95-100,,
4:06.0,,,95-103,3,A. Bradley makes 3-pt shot from 25 ft (assist by J. Crowder)
3:52.0,Turnover by M. Carter-Williams (lost ball),,95-103,,
3:34.0,,,95-106,3,I. Thomas makes 3-pt shot from 26 ft
3:32.0,Milwaukee full timeout,,95-106,,
3:22.0,K. Middleton makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,98-106,,
2:58.0,,,98-106,,I. Thomas misses 3-pt shot from 28 ft
2:57.0,Defensive rebound by G. Monroe,,98-106,,
2:38.0,G. Antetokounmpo misses 2-pt shot from 11 ft,,98-106,,
2:36.0,Offensive rebound by J. Parker,,98-106,,
2:22.0,G. Monroe makes 2-pt shot from 7 ft (assist by M. Carter-Williams),2,100-106,,
2:06.0,,,100-106,,Turnover by J. Crowder (bad pass; steal by G. Monroe)
1:58.0,Turnover by J. Parker (step out of bounds),,100-106,,
1:46.0,,,100-106,,Turnover by A. Bradley (back court)
1:36.0,K. Middleton misses 3-pt shot from 25 ft,,100-106,,
1:35.0,,,100-106,,Defensive rebound by J. Crowder
1:14.0,,,100-106,,Turnover by A. Bradley (lost ball; steal by G. Antetokounmpo)
1:12.0,K. Middleton makes 2-pt shot at rim (assist by G. Antetokounmpo),2,102-106,,
1:12.0,,,102-106,,Boston full timeout
0:51.0,,,102-109,3,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas)
0:33.0,M. Carter-Williams misses 3-pt shot from 26 ft,,102-109,,
0:32.0,,,102-109,,Defensive rebound by Team
0:32.0,,,102-109,,E. Turner enters the game for M. Smart
0:26.0,Personal take foul by J. Parker (drawn by E. Turner),,102-109,,
0:21.0,Personal foul by G. Monroe (drawn by I. Thomas),,102-109,,
0:21.0,,,102-109,,I. Thomas misses free throw 1 of 2
0:21.0,,,102-109,,Offensive rebound by Team
0:21.0,,,102-109,,M. Smart enters the game for E. Turner
0:21.0,,,102-110,1,I. Thomas makes free throw 2 of 2
0:21.0,Milwaukee full timeout,,102-110,,
0:21.0,S. Novak enters the game for M. Carter-Williams,,102-110,,
0:21.0,,,102-110,,E. Turner enters the game for I. Thomas
0:19.0,S. Novak makes 3-pt shot from 23 ft (assist by J. Parker),3,105-110,,
0:17.0,Personal take foul by J. Parker (drawn by M. Smart),,105-110,,
0:17.0,,,105-110,,M. Smart misses free throw 1 of 2
0:17.0,,,105-110,,Offensive rebound by Team
0:17.0,,,105-111,1,M. Smart makes free throw 2 of 2
0:17.0,Milwaukee full timeout,,105-111,,
0:17.0,,,105-111,,J. Jerebko enters the game for J. Sullinger
0:14.0,K. Middleton misses 3-pt shot from 25 ft,,105-111,,
0:13.0,Offensive rebound by G. Antetokounmpo,,105-111,,
0:09.0,J. Parker misses 3-pt shot from 26 ft,,105-111,,
0:07.0,,,105-111,,Defensive rebound by J. Jerebko
0:07.0,Personal foul by S. Novak (drawn by J. Jerebko),,105-111,,
0:07.0,,,105-112,1,J. Jerebko makes free throw 1 of 2
0:07.0,,,105-112,,J. Jerebko misses free throw 2 of 2
0:07.0,Defensive rebound by G. Monroe,,105-112,,
0:01.0,G. Antetokounmpo makes 2-pt shot at rim,2,107-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
