time,Chicago,pts.away,score,pts.home,Golden State
2:35.0,Defensive rebound by T. Snell,,91-94,,
2:10.0,N. Mirotic misses 3-pt shot from 26 ft,,91-94,,
2:10.0,,,91-94,,Defensive rebound by S. Curry
2:02.0,Violation by N. Mirotic (kicked ball),,91-94,,
2:02.0,,,91-94,,Golden State full timeout
1:52.0,,,91-94,,D. Green misses 2-pt shot from 2 ft
1:51.0,,,91-94,,Offensive rebound by D. Green
1:51.0,,,91-96,2,D. Green makes 2-pt shot from 2 ft
1:38.0,Shooting foul by S. Curry (drawn by J. Butler),,91-96,,
1:38.0,J. Butler misses free throw 1 of 2,,91-96,,
1:38.0,Offensive rebound by Team,,91-96,,
1:38.0,J. Butler makes free throw 2 of 2,1,92-96,,
1:15.0,,,92-99,3,H. Barnes makes 3-pt shot from 26 ft (assist by A. Iguodala)
0:53.0,Turnover by N. Mirotic (bad pass; steal by H. Barnes),,92-99,,
0:41.0,,,92-102,3,H. Barnes makes 3-pt shot from 25 ft (assist by D. Green)
0:41.0,Chicago full timeout,,92-102,,
0:41.0,D. McDermott enters the game for T. Snell,,92-102,,
0:39.0,N. Mirotic misses 3-pt shot from 24 ft,,92-102,,
0:38.0,,,92-102,,Defensive rebound by D. Green
0:36.0,Personal foul by P. Gasol (drawn by S. Curry),,92-102,,
0:36.0,T. Gibson enters the game for P. Gasol,,92-102,,
0:35.0,Personal foul by K. Hinrich (drawn by S. Curry),,92-102,,
0:35.0,E. Moore enters the game for K. Hinrich,,92-102,,
0:35.0,,,92-103,1,S. Curry makes free throw 1 of 2
0:35.0,,,92-104,1,S. Curry makes free throw 2 of 2
0:24.0,J. Butler makes 2-pt shot from 20 ft,2,94-104,,
0:24.0,Personal foul by E. Moore (drawn by S. Curry),,94-104,,
0:24.0,,,94-105,1,S. Curry makes free throw 1 of 2
0:24.0,T. Snell enters the game for J. Butler,,94-105,,
0:24.0,,,94-106,1,S. Curry makes free throw 2 of 2
0:17.0,E. Moore misses 2-pt shot from 12 ft,,94-106,,
0:16.0,,,94-106,,Defensive rebound by K. Thompson
0:00.0,End of 4th quarter,,,,End of 4th quarter
