time,Boston,pts.away,score,pts.home,Indiana
6:53.0,Offensive charge foul by R. Hunter,,82-83,,
6:53.0,Turnover by R. Hunter (offensive foul),,82-83,,
6:53.0,J. Crowder enters the game for J. Jerebko,,82-83,,
6:45.0,Personal foul by J. Crowder (drawn by G. Hill),,82-83,,
6:45.0,,,82-84,1,G. Hill makes free throw 1 of 2
6:45.0,J. Sullinger enters the game for D. Lee,,82-84,,
6:45.0,,,82-84,,J. Hill enters the game for M. Turner
6:45.0,,,82-85,1,G. Hill makes free throw 2 of 2
6:28.0,E. Turner makes 2-pt shot from 18 ft,2,84-85,,
6:13.0,,,84-85,,Indiana full timeout
6:13.0,A. Bradley enters the game for R. Hunter,,84-85,,
6:13.0,,,84-85,,M. Ellis enters the game for G. Hill
6:07.0,,,84-85,,J. Hill misses 2-pt shot from 4 ft (block by J. Sullinger)
6:07.0,,,84-85,,Offensive rebound by Team
6:01.0,,,84-85,,P. George misses 3-pt shot from 26 ft
6:00.0,,,84-85,,Offensive rebound by Team
6:00.0,Loose ball foul by J. Sullinger (drawn by J. Hill),,84-85,,
6:00.0,,,84-86,1,J. Hill makes free throw 1 of 2
6:00.0,,,84-87,1,J. Hill makes free throw 2 of 2
5:44.0,I. Thomas misses 3-pt shot from 25 ft,,84-87,,
5:43.0,,,84-87,,Defensive rebound by P. George
5:24.0,,,84-89,2,J. Hill makes 2-pt shot from 22 ft (assist by P. George)
5:08.0,A. Bradley misses 2-pt shot from 10 ft,,84-89,,
5:07.0,Offensive rebound by J. Sullinger,,84-89,,
5:04.0,J. Sullinger misses 2-pt shot from 3 ft,,84-89,,
5:04.0,Offensive rebound by A. Bradley,,84-89,,
5:00.0,,,84-89,,L. Allen enters the game for G. Robinson
4:53.0,I. Thomas misses 2-pt shot from 19 ft,,84-89,,
4:52.0,,,84-89,,Defensive rebound by R. Stuckey
4:37.0,,,84-89,,Turnover by P. George (step out of bounds)
4:17.0,A. Bradley makes 2-pt shot from 19 ft,2,86-89,,
3:55.0,,,86-91,2,M. Ellis makes 2-pt shot from 5 ft
3:40.0,E. Turner misses 2-pt shot from 18 ft,,86-91,,
3:38.0,Offensive rebound by J. Sullinger,,86-91,,
3:35.0,A. Bradley misses 3-pt shot from 24 ft,,86-91,,
3:35.0,Offensive rebound by J. Sullinger,,86-91,,
3:24.0,Shooting foul by L. Allen (drawn by J. Crowder),,86-91,,
3:24.0,J. Crowder misses free throw 1 of 2,,86-91,,
3:24.0,Offensive rebound by Team,,86-91,,
3:24.0,D. Lee enters the game for E. Turner,,86-91,,
3:24.0,J. Crowder makes free throw 2 of 2,1,87-91,,
3:08.0,,,87-91,,Turnover by M. Ellis (lost ball; steal by J. Sullinger)
3:00.0,I. Thomas makes 3-pt shot from 24 ft,3,90-91,,
2:44.0,,,90-93,2,P. George makes 2-pt shot from 8 ft
2:33.0,I. Thomas makes 3-pt shot from 23 ft,3,93-93,,
2:13.0,,,93-96,3,P. George makes 3-pt shot from 23 ft (assist by M. Ellis)
2:01.0,J. Sullinger misses 3-pt shot from 25 ft,,93-96,,
2:00.0,,,93-96,,Defensive rebound by P. George
1:41.0,,,93-98,2,J. Hill makes 2-pt shot from 19 ft (assist by M. Ellis)
1:31.0,A. Bradley makes 3-pt shot from 26 ft (assist by J. Crowder),3,96-98,,
1:12.0,,,96-98,,J. Hill misses 2-pt shot from 17 ft
1:11.0,Defensive rebound by J. Sullinger,,96-98,,
1:11.0,Boston full timeout,,96-98,,
1:11.0,E. Turner enters the game for J. Crowder,,96-98,,
1:11.0,,,96-98,,G. Hill enters the game for M. Ellis
1:05.0,A. Bradley makes 2-pt shot from 18 ft,2,98-98,,
1:05.0,,,98-98,,Indiana full timeout
1:05.0,J. Crowder enters the game for I. Thomas,,98-98,,
1:05.0,,,98-98,,M. Ellis enters the game for G. Hill
0:49.0,,,98-98,,P. George misses 2-pt shot from 15 ft
0:49.0,Defensive rebound by J. Crowder,,98-98,,
0:48.0,Boston full timeout,,98-98,,
0:48.0,,,98-98,,G. Hill enters the game for M. Ellis
0:48.0,I. Thomas enters the game for J. Crowder,,98-98,,
0:33.0,I. Thomas misses 2-pt shot from 20 ft,,98-98,,
0:32.0,,,98-98,,Defensive rebound by L. Allen
0:26.0,,,98-98,,Indiana full timeout
0:26.0,J. Jerebko enters the game for I. Thomas,,98-98,,
0:26.0,J. Crowder enters the game for D. Lee,,98-98,,
0:26.0,,,98-98,,M. Ellis enters the game for L. Allen
0:26.0,,,98-98,,G. Robinson enters the game for R. Stuckey
0:26.0,,,98-98,,C. Budinger enters the game for J. Hill
0:14.0,Personal block foul by A. Bradley (drawn by M. Ellis),,98-98,,
0:14.0,,,98-99,1,M. Ellis makes free throw 1 of 2
0:14.0,,,98-99,,J. Hill enters the game for C. Budinger
0:14.0,,,98-99,,L. Allen enters the game for G. Robinson
0:14.0,D. Lee enters the game for J. Jerebko,,98-99,,
0:14.0,,,98-100,1,M. Ellis makes free throw 2 of 2
0:14.0,Boston full timeout,,98-100,,
0:14.0,I. Thomas enters the game for J. Crowder,,98-100,,
0:14.0,,,98-100,,R. Stuckey enters the game for M. Ellis
0:02.0,A. Bradley misses 3-pt shot from 25 ft,,98-100,,
0:02.0,,,98-100,,Defensive rebound by L. Allen
0:00.0,End of 4th quarter,,,,End of 4th quarter
