time,Houston,pts.away,score,pts.home,Sacramento
8:17.0,,,96-86,,K. Koufos enters the game for B. McLemore
8:02.0,Personal foul by M. Thornton (drawn by O. Casspi),,96-86,,
7:50.0,,,96-86,,Turnover by O. Casspi (bad pass)
7:48.0,Turnover by J. Harden (lost ball; steal by R. Gay),,96-86,,
7:46.0,,,96-88,2,R. Gay makes 2-pt shot at rim
7:30.0,T. Lawson misses 3-pt shot from 22 ft,,96-88,,
7:30.0,Offensive rebound by J. Harden,,96-88,,
7:28.0,J. Harden makes 2-pt shot from 3 ft,2,98-88,,
7:13.0,,,98-88,,R. Gay misses 2-pt shot from 7 ft
7:13.0,,,98-88,,Offensive rebound by R. Gay
7:13.0,,,98-88,,Shooting foul by M. Thornton (drawn by R. Gay)
7:13.0,,,98-88,,R. Gay misses free throw 1 of 2
7:13.0,,,98-88,,Offensive rebound by Team
7:13.0,,,98-89,1,R. Gay makes free throw 2 of 2
6:53.0,Shooting foul by K. Koufos (drawn by J. Harden),,98-89,,
6:53.0,J. Harden makes free throw 1 of 2,1,99-89,,
6:53.0,J. Harden makes free throw 2 of 2,1,100-89,,
6:38.0,,,100-89,,S. Curry misses 2-pt shot from 16 ft
6:36.0,,,100-89,,Offensive rebound by O. Casspi
6:32.0,,,100-91,2,O. Casspi makes 2-pt shot from 8 ft (assist by D. Collison)
6:14.0,J. Harden misses 3-pt shot from 24 ft,,100-91,,
6:14.0,,,100-91,,Defensive rebound by O. Casspi
5:59.0,,,100-94,3,R. Gay makes 3-pt shot from 22 ft (assist by D. Collison)
5:39.0,J. Harden misses 3-pt shot from 23 ft,,100-94,,
5:39.0,,,100-94,,Defensive rebound by Team
5:16.0,,,100-94,,R. Gay misses 2-pt shot from 13 ft
5:15.0,Defensive rebound by C. Capela,,100-94,,
4:54.0,M. Thornton makes 3-pt shot from 23 ft (assist by J. Harden),3,103-94,,
4:39.0,,,103-94,,Turnover by R. Gay (lost ball; steal by T. Lawson)
4:34.0,T. Lawson misses 2-pt shot from 1 ft,,103-94,,
4:32.0,Offensive rebound by J. Harden,,103-94,,
4:29.0,M. Thornton misses 2-pt shot from 4 ft,,103-94,,
4:27.0,Offensive rebound by M. Thornton,,103-94,,
4:23.0,,,103-94,,W. Cauley-Stein enters the game for K. Koufos
4:09.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,106-94,,
4:09.0,,,106-94,,Sacramento full timeout
3:49.0,,,106-94,,Shooting foul by T. Ariza (drawn by D. Collison)
3:49.0,,,106-95,1,D. Collison makes free throw 1 of 2
3:49.0,,,106-96,1,D. Collison makes free throw 2 of 2
3:23.0,T. Lawson misses 3-pt shot from 23 ft,,106-96,,
3:22.0,,,106-96,,Defensive rebound by W. Cauley-Stein
3:12.0,,,106-96,,R. Gay misses 2-pt shot from 7 ft
3:11.0,,,106-96,,Offensive rebound by W. Cauley-Stein
3:11.0,,,106-98,2,W. Cauley-Stein makes 2-pt shot from 1 ft
2:52.0,,,106-98,,Personal foul by W. Cauley-Stein (drawn by T. Ariza)
2:39.0,J. Harden misses 3-pt shot from 25 ft,,106-98,,
2:38.0,,,106-98,,Defensive rebound by Team
2:26.0,,,106-98,,R. Gay misses 3-pt shot from 24 ft
2:25.0,Defensive rebound by C. Capela,,106-98,,
2:16.0,,,106-98,,Personal take foul by W. Cauley-Stein (drawn by C. Capela)
2:16.0,C. Capela makes free throw 1 of 2,1,107-98,,
2:16.0,C. Capela misses free throw 2 of 2,,107-98,,
2:15.0,,,107-98,,Defensive rebound by W. Cauley-Stein
1:59.0,,,107-98,,Shooting foul by C. Capela (drawn by R. Gay)
1:59.0,,,107-99,1,R. Gay makes free throw 1 of 2
1:59.0,,,107-99,,K. Koufos enters the game for W. Cauley-Stein
1:59.0,,,107-100,1,R. Gay makes free throw 2 of 2
1:33.0,J. Harden misses 2-pt shot from 8 ft,,107-100,,
1:32.0,Offensive rebound by M. Thornton,,107-100,,
1:31.0,M. Thornton makes 2-pt shot from 1 ft,2,109-100,,
1:22.0,,,109-102,2,K. Koufos makes 2-pt shot from 7 ft (assist by S. Curry)
0:59.0,J. Harden makes 3-pt shot from 24 ft (assist by T. Ariza),3,112-102,,
0:48.0,,,112-104,2,R. Gay makes 2-pt shot from 8 ft (assist by D. Collison)
0:43.0,,,112-104,,Personal take foul by R. Gay (drawn by J. Harden)
0:43.0,J. Harden makes free throw 1 of 2,1,113-104,,
0:43.0,,,113-104,,B. McLemore enters the game for K. Koufos
0:43.0,S. Dekker enters the game for M. Thornton,,113-104,,
0:43.0,M. Harrell enters the game for T. Ariza,,113-104,,
0:43.0,K. McDaniels enters the game for C. Capela,,113-104,,
0:43.0,J. Harden makes free throw 2 of 2,1,114-104,,
0:34.0,,,114-106,2,D. Collison makes 2-pt shot from 5 ft
0:34.0,,,114-106,,Shooting foul by M. Harrell (drawn by D. Collison)
0:34.0,,,114-107,1,D. Collison makes free throw 1 of 1
0:33.0,Houston full timeout,,114-107,,
0:33.0,T. Ariza enters the game for M. Harrell,,114-107,,
0:33.0,M. Thornton enters the game for S. Dekker,,114-107,,
0:33.0,J. Terry enters the game for K. McDaniels,,114-107,,
0:31.0,,,114-107,,Personal take foul by B. McLemore (drawn by J. Harden)
0:31.0,J. Harden makes free throw 1 of 2,1,115-107,,
0:31.0,C. Brewer enters the game for J. Terry,,115-107,,
0:31.0,J. Harden makes free throw 2 of 2,1,116-107,,
0:25.0,,,116-107,,D. Collison misses 3-pt shot from 24 ft
0:25.0,Defensive rebound by Team,,116-107,,
0:01.0,Turnover by Team (shot clock),,116-107,,
0:00.0,,,116-110,3,D. Collison makes 3-pt shot from 31 ft (assist by S. Curry)
0:00.0,End of 4th quarter,,,,End of 4th quarter
