time,LA Clippers,pts.away,score,pts.home,Memphis
4:13.0,C. Paul makes free throw 2 of 2,1,90-100,,
3:52.0,,,90-100,,Shooting foul by W. Johnson (drawn by Z. Randolph)
3:52.0,,,90-101,1,Z. Randolph makes free throw 1 of 2
3:52.0,,,90-102,1,Z. Randolph makes free throw 2 of 2
3:34.0,,,90-102,,Personal foul by J. Green
3:34.0,D. Jordan misses free throw 1 of 2,,90-102,,
3:34.0,Offensive rebound by Team,,90-102,,
3:34.0,D. Jordan makes free throw 2 of 2,1,91-102,,
3:17.0,Personal foul by D. Jordan,,91-102,,
3:17.0,,,91-103,1,Z. Randolph makes free throw 1 of 2
3:17.0,,,91-103,,V. Carter enters the game for J. Green
3:17.0,A. Rivers enters the game for W. Johnson,,91-103,,
3:17.0,,,91-104,1,Z. Randolph makes free throw 2 of 2
3:02.0,D. Jordan makes 2-pt shot from 2 ft,2,93-104,,
2:45.0,,,93-106,2,Z. Randolph makes 2-pt shot from 16 ft
2:24.0,C. Paul makes 2-pt shot from 16 ft,2,95-106,,
1:52.0,,,95-106,,Z. Randolph misses 2-pt shot from 20 ft
1:51.0,Defensive rebound by A. Rivers,,95-106,,
1:42.0,C. Paul misses 3-pt shot from 24 ft,,95-106,,
1:40.0,Offensive rebound by D. Jordan,,95-106,,
1:40.0,,,95-106,,Personal take foul by T. Allen
1:40.0,D. Jordan misses free throw 1 of 2,,95-106,,
1:40.0,Offensive rebound by Team,,95-106,,
1:40.0,P. Prigioni enters the game for J. Crawford,,95-106,,
1:40.0,,,95-106,,J. Green enters the game for R. McCallum
1:40.0,D. Jordan makes free throw 2 of 2,1,96-106,,
1:40.0,,,96-106,,Memphis full timeout
1:40.0,,,96-106,,R. McCallum enters the game for V. Carter
1:31.0,Jump ball: J. Green vs. A. Rivers (Z. Randolph gains possession),,,,Jump ball: J. Green vs. A. Rivers (Z. Randolph gains possession)
1:26.0,,,96-108,2,T. Allen makes 2-pt shot from 2 ft (assist by Z. Randolph)
1:26.0,LA Clippers full timeout,,96-108,,
1:26.0,J. Crawford enters the game for A. Rivers,,96-108,,
1:26.0,W. Johnson enters the game for P. Prigioni,,96-108,,
1:18.0,C. Paul makes 3-pt shot from 23 ft,3,99-108,,
1:17.0,Personal take foul by D. Jordan,,99-108,,
1:17.0,,,99-109,1,T. Allen makes free throw 1 of 2
1:17.0,,,99-110,1,T. Allen makes free throw 2 of 2
1:05.0,W. Johnson misses 3-pt shot from 24 ft,,99-110,,
1:05.0,,,99-110,,Defensive rebound by T. Allen
1:04.0,Personal take foul by C. Paul,,99-110,,
1:04.0,,,99-111,1,T. Allen makes free throw 1 of 2
1:04.0,J. Ayres enters the game for J. Redick,,99-111,,
1:04.0,C. Wilcox enters the game for J. Crawford,,99-111,,
1:04.0,P. Prigioni enters the game for D. Jordan,,99-111,,
1:04.0,A. Rivers enters the game for C. Paul,,99-111,,
1:04.0,,,99-111,,T. Allen misses free throw 2 of 2
1:03.0,Defensive rebound by J. Ayres,,99-111,,
0:51.0,,,99-111,,Personal foul by T. Allen
0:51.0,C. Wilcox makes free throw 1 of 2,1,100-111,,
0:51.0,,,100-111,,V. Carter enters the game for T. Allen
0:51.0,C. Wilcox misses free throw 2 of 2,,100-111,,
0:50.0,,,100-111,,Defensive rebound by J. Green
0:36.0,Personal foul by P. Prigioni,,100-111,,
0:36.0,,,100-112,1,J. Green makes free throw 1 of 2
0:36.0,,,100-112,,J. Martin enters the game for Z. Randolph
0:36.0,,,100-112,,X. Munford enters the game for L. Stephenson
0:36.0,,,100-113,1,J. Green makes free throw 2 of 2
0:20.0,C. Wilcox makes 2-pt shot from 1 ft,2,102-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
