time,Chicago,pts.away,score,pts.home,Philadelphia
6:03.0,,,89-95,,I. Smith misses 2-pt shot from 11 ft
6:01.0,Defensive rebound by D. McDermott,,89-95,,
5:42.0,D. McDermott makes 3-pt shot from 24 ft (assist by J. Butler),3,92-95,,
5:21.0,,,92-97,2,I. Smith makes 2-pt shot from 15 ft (assist by N. Stauskas)
4:56.0,J. Butler makes 2-pt shot from 16 ft,2,94-97,,
4:50.0,,,94-97,,I. Smith misses 2-pt shot from 6 ft
4:48.0,,,94-97,,Offensive rebound by J. Okafor
4:47.0,,,94-97,,J. Okafor misses 2-pt shot at rim
4:44.0,Defensive rebound by E. Moore,,94-97,,
4:25.0,D. McDermott misses 2-pt shot from 3 ft,,94-97,,
4:25.0,Offensive rebound by Team,,94-97,,
4:25.0,J. Noah enters the game for T. Gibson,,94-97,,
4:25.0,,,94-97,,N. Noel enters the game for J. Okafor
4:22.0,Turnover by J. Butler (traveling),,94-97,,
4:22.0,,,94-97,,J. Sampson enters the game for H. Thompson
4:07.0,,,94-97,,I. Smith misses 2-pt shot from 19 ft
4:05.0,,,94-97,,Offensive rebound by R. Covington
4:05.0,,,94-97,,R. Covington misses 2-pt shot from 1 ft
4:04.0,Jump ball: J. Noah vs. N. Noel (K. Hinrich gains possession),,,,Jump ball: J. Noah vs. N. Noel (K. Hinrich gains possession)
4:04.0,Defensive rebound by Team,,94-97,,
3:42.0,,,94-97,,Personal foul by R. Covington (drawn by J. Butler)
3:36.0,D. McDermott makes 2-pt shot at rim,2,96-97,,
3:06.0,,,96-97,,Turnover by Team (shot clock)
2:44.0,J. Butler misses 3-pt shot from 25 ft,,96-97,,
2:42.0,,,96-97,,Defensive rebound by J. Sampson
2:38.0,,,96-97,,Philadelphia full timeout
2:38.0,Official timeout,,96-97,,
2:34.0,,,96-97,,R. Covington misses 2-pt shot from 18 ft
2:33.0,Defensive rebound by J. Butler,,96-97,,
2:24.0,J. Butler makes 2-pt shot from 1 ft (assist by J. Noah),2,98-97,,
2:24.0,Shooting foul by R. Covington (drawn by J. Butler),,98-97,,
2:24.0,,,98-97,,H. Thompson enters the game for R. Covington
2:24.0,,,98-97,,J. Okafor enters the game for N. Noel
2:24.0,J. Butler misses free throw 1 of 1,,98-97,,
2:23.0,,,98-97,,Defensive rebound by J. Okafor
2:02.0,,,98-99,2,I. Smith makes 2-pt shot from 17 ft
1:51.0,J. Butler makes 2-pt shot from 16 ft,2,100-99,,
1:51.0,Shooting foul by J. Sampson (drawn by J. Butler),,100-99,,
1:51.0,J. Butler makes free throw 1 of 1,1,101-99,,
1:36.0,,,101-101,2,I. Smith makes 2-pt shot from 1 ft
1:17.0,E. Moore makes 3-pt shot from 25 ft (assist by J. Noah),3,104-101,,
1:17.0,,,104-101,,Philadelphia full timeout
0:55.0,,,104-101,,I. Smith misses 3-pt shot from 26 ft
0:53.0,Defensive rebound by J. Noah,,104-101,,
0:37.0,J. Butler misses 2-pt shot from 4 ft,,104-101,,
0:35.0,,,104-101,,Defensive rebound by H. Thompson
0:18.0,,,104-104,3,I. Smith makes 3-pt shot from 25 ft
0:18.0,Chicago full timeout,,104-104,,
0:18.0,,,104-104,,T. McConnell enters the game for N. Stauskas
0:18.0,,,104-104,,N. Noel enters the game for J. Okafor
0:00.0,Turnover by J. Butler (bad pass; steal by I. Smith),,104-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:59.0,,,104-104,,Turnover by N. Noel (bad pass; steal by J. Noah)
4:50.0,Offensive foul by J. Butler,,104-104,,
4:50.0,Turnover by J. Butler (offensive foul),,104-104,,
4:50.0,,,104-104,,I. Canaan enters the game for N. Stauskas
4:36.0,,,104-104,,N. Noel misses 2-pt shot from 3 ft
4:34.0,,,104-104,,Offensive rebound by J. Sampson
4:34.0,,,104-106,2,J. Sampson makes 2-pt shot from 2 ft
4:21.0,Turnover by J. Noah (bad pass),,104-106,,
4:01.0,,,104-106,,I. Smith misses 2-pt shot from 7 ft
3:59.0,,,104-106,,Offensive rebound by N. Noel
3:59.0,,,104-108,2,N. Noel makes 2-pt shot from 1 ft
3:40.0,E. Moore makes 3-pt shot from 24 ft (assist by J. Butler),3,107-108,,
3:35.0,Personal foul by E. Moore (drawn by I. Smith),,107-108,,
3:27.0,,,107-108,,Turnover by I. Smith (lost ball; steal by K. Hinrich)
3:27.0,,,107-108,,Personal foul by I. Smith (drawn by K. Hinrich)
3:16.0,E. Moore makes 2-pt shot from 7 ft,2,109-108,,
2:58.0,,,109-108,,Turnover by J. Sampson (bad pass; steal by E. Moore)
2:37.0,E. Moore makes 2-pt shot from 14 ft,2,111-108,,
2:35.0,,,111-108,,Philadelphia full timeout
2:19.0,,,111-108,,I. Smith misses 3-pt shot from 23 ft
2:19.0,,,111-108,,Offensive rebound by Team
2:19.0,Loose ball foul by J. Noah (drawn by N. Noel),,111-108,,
1:57.0,,,111-108,,J. Sampson misses 2-pt shot from 10 ft
1:55.0,Defensive rebound by K. Hinrich,,111-108,,
1:32.0,J. Butler misses 2-pt shot from 16 ft,,111-108,,
1:31.0,,,111-108,,Defensive rebound by I. Smith
1:26.0,,,111-108,,I. Smith misses 2-pt shot from 4 ft
1:25.0,,,111-108,,Offensive rebound by N. Noel
1:24.0,,,111-108,,N. Noel misses 2-pt shot at rim
1:23.0,Defensive rebound by J. Butler,,111-108,,
1:20.0,J. Butler makes 2-pt shot from 2 ft,2,113-108,,
1:20.0,,,113-108,,Philadelphia full timeout
1:20.0,T. Gibson enters the game for D. McDermott,,113-108,,
1:20.0,,,113-108,,J. Okafor enters the game for N. Noel
1:04.0,,,113-111,3,I. Smith makes 3-pt shot from 25 ft
0:48.0,E. Moore misses 2-pt shot from 14 ft,,113-111,,
0:46.0,,,113-111,,Defensive rebound by J. Sampson
0:26.0,,,113-111,,I. Smith misses 2-pt shot at rim
0:24.0,Defensive rebound by J. Noah,,113-111,,
0:14.0,Chicago full timeout,,113-111,,
0:14.0,D. McDermott enters the game for J. Noah,,113-111,,
0:14.0,,,113-111,,T. McConnell enters the game for I. Canaan
0:14.0,,,113-111,,N. Noel enters the game for J. Okafor
0:12.0,,,113-111,,Personal foul by J. Sampson (drawn by D. McDermott)
0:10.0,,,113-111,,Personal foul by I. Smith (drawn by D. McDermott)
0:10.0,D. McDermott makes free throw 1 of 2,1,114-111,,
0:10.0,D. McDermott makes free throw 2 of 2,1,115-111,,
0:10.0,,,115-111,,Philadelphia full timeout
0:10.0,,,115-111,,I. Canaan enters the game for J. Sampson
0:02.0,,,115-111,,I. Smith misses 3-pt shot from 26 ft
0:00.0,,,115-111,,Offensive rebound by I. Smith
0:00.0,End of 1st overtime,,,,End of 1st overtime
