time,Portland,pts.away,score,pts.home,LA Clippers
10:59.0,,,66-74,,A. Rivers misses 2-pt shot from 22 ft
10:59.0,Defensive rebound by T. Frazier,,66-74,,
10:47.0,M. Leonard misses 2-pt shot from 19 ft,,66-74,,
10:46.0,,,66-74,,Defensive rebound by L. Stephenson
10:37.0,,,66-77,3,J. Smith makes 3-pt shot from 24 ft (assist by J. Crawford)
10:17.0,C. McCollum makes 2-pt shot from 2 ft,2,68-77,,
10:08.0,Personal foul by E. Davis (drawn by A. Rivers),,68-77,,
10:00.0,,,68-77,,A. Rivers misses 2-pt shot from 6 ft
10:00.0,Defensive rebound by M. Harkless,,68-77,,
10:00.0,,,68-77,,Personal foul by A. Rivers (drawn by M. Harkless)
9:45.0,C. McCollum misses 2-pt shot from 2 ft,,68-77,,
9:45.0,,,68-77,,Defensive rebound by L. Stephenson
9:42.0,,,68-77,,Turnover by L. Stephenson (lost ball)
9:35.0,Turnover by T. Frazier (bad pass),,68-77,,
9:18.0,,,68-77,,P. Pierce misses 3-pt shot from 25 ft
9:17.0,Defensive rebound by E. Davis,,68-77,,
9:11.0,M. Leonard makes 2-pt shot from 10 ft (assist by T. Frazier),2,70-77,,
8:52.0,,,70-77,,J. Smith misses 2-pt shot from 21 ft
8:51.0,,,70-77,,Offensive rebound by A. Rivers
8:46.0,,,70-77,,J. Crawford misses 2-pt shot from 8 ft
8:44.0,,,70-77,,Offensive rebound by J. Smith
8:44.0,,,70-77,,Shooting foul by T. Frazier (drawn by A. Rivers)
8:44.0,,,70-77,,LA Clippers full timeout
8:44.0,,,70-77,,D. Jordan enters the game for J. Smith
8:44.0,A. Aminu enters the game for M. Leonard,,70-77,,
8:44.0,G. Henderson enters the game for T. Frazier,,70-77,,
8:44.0,,,70-78,1,A. Rivers makes free throw 1 of 2
8:44.0,,,70-79,1,A. Rivers makes free throw 2 of 2
8:24.0,Turnover by M. Harkless (lost ball; steal by D. Jordan),,70-79,,
8:05.0,,,70-79,,A. Rivers misses 3-pt shot from 25 ft
8:04.0,Defensive rebound by G. Henderson,,70-79,,
7:56.0,G. Henderson misses 2-pt shot from 22 ft,,70-79,,
7:55.0,,,70-79,,Defensive rebound by L. Stephenson
7:48.0,,,70-81,2,L. Stephenson makes 2-pt shot from 16 ft
7:24.0,M. Harkless misses 2-pt shot from 19 ft,,70-81,,
7:24.0,Offensive rebound by E. Davis,,70-81,,
7:18.0,E. Davis makes 2-pt shot from 2 ft,2,72-81,,
7:02.0,,,72-83,2,J. Crawford makes 2-pt shot from 2 ft
6:50.0,G. Henderson makes 2-pt shot from 19 ft (assist by C. McCollum),2,74-83,,
6:49.0,,,74-83,,LA Clippers full timeout
6:49.0,,,74-83,,B. Griffin enters the game for L. Stephenson
6:49.0,,,74-83,,J. Redick enters the game for P. Pierce
6:49.0,M. Plumlee enters the game for M. Harkless,,74-83,,
6:35.0,,,74-85,2,B. Griffin makes 2-pt shot from 3 ft (assist by J. Crawford)
6:09.0,Turnover by Team (shot clock),,74-85,,
5:58.0,,,74-85,,J. Redick misses 3-pt shot from 25 ft
5:57.0,,,74-85,,Offensive rebound by D. Jordan
5:44.0,,,74-87,2,J. Crawford makes 2-pt shot from 20 ft (assist by B. Griffin)
5:30.0,G. Henderson makes 2-pt shot from 21 ft (assist by E. Davis),2,76-87,,
5:10.0,,,76-89,2,J. Redick makes 2-pt shot from 19 ft (assist by B. Griffin)
5:04.0,,,76-89,,Personal block foul by J. Crawford (drawn by C. McCollum)
4:47.0,G. Henderson misses 3-pt shot from 25 ft,,76-89,,
4:46.0,Offensive rebound by M. Plumlee,,76-89,,
4:46.0,M. Plumlee misses 2-pt shot from 1 ft (block by B. Griffin),,76-89,,
4:45.0,Offensive rebound by Team,,76-89,,
4:45.0,Turnover by Team (shot clock),,76-89,,
4:34.0,Personal foul by A. Aminu (drawn by J. Crawford),,76-89,,
4:28.0,,,76-92,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin)
4:28.0,Portland full timeout,,76-92,,
4:12.0,,,76-92,,Personal foul by A. Rivers (drawn by C. McCollum)
4:08.0,,,76-92,,Personal foul by J. Redick (drawn by C. McCollum)
3:59.0,E. Davis makes 2-pt shot at rim (assist by C. McCollum),2,78-92,,
3:51.0,Personal take foul by E. Davis (drawn by D. Jordan),,78-92,,
3:51.0,Personal take foul by E. Davis (drawn by D. Jordan),,78-92,,
3:51.0,,,78-92,,D. Jordan misses free throw 1 of 2
3:51.0,,,78-92,,Offensive rebound by Team
3:51.0,M. Harkless enters the game for E. Davis,,78-92,,
3:51.0,,,78-93,1,D. Jordan makes free throw 2 of 2
3:42.0,Shooting foul by B. Griffin (drawn by G. Henderson),,78-93,,
3:42.0,,,78-93,,Technical foul by B. Griffin (drawn by G. Henderson)
3:42.0,Technical foul by G. Henderson,,78-93,,
3:42.0,G. Henderson misses free throw 1 of 2,,78-93,,
3:42.0,Offensive rebound by Team,,78-93,,
3:42.0,G. Henderson makes free throw 2 of 2,1,79-93,,
3:42.0,Personal take foul by M. Harkless (drawn by D. Jordan),,79-93,,
3:42.0,,,79-93,,D. Jordan misses free throw 1 of 2
3:42.0,,,79-93,,Offensive rebound by Team
3:42.0,,,79-94,1,D. Jordan makes free throw 2 of 2
3:35.0,Turnover by M. Plumlee (traveling),,79-94,,
3:35.0,Personal take foul by A. Aminu (drawn by D. Jordan),,79-94,,
3:35.0,,,79-95,1,D. Jordan makes free throw 1 of 2
3:35.0,,,79-95,,D. Jordan misses free throw 2 of 2
3:33.0,Defensive rebound by M. Plumlee,,79-95,,
3:23.0,M. Harkless makes 2-pt shot from 5 ft (assist by C. McCollum),2,81-95,,
3:20.0,Personal take foul by M. Harkless (drawn by D. Jordan),,81-95,,
3:20.0,,,81-95,,D. Jordan misses free throw 1 of 2
3:20.0,,,81-95,,Offensive rebound by Team
3:20.0,,,81-95,,D. Jordan misses free throw 2 of 2
3:19.0,Defensive rebound by M. Plumlee,,81-95,,
3:09.0,Turnover by C. McCollum (bad pass),,81-95,,
3:08.0,Personal take foul by A. Aminu (drawn by D. Jordan),,81-95,,
3:08.0,,,81-95,,D. Jordan misses free throw 1 of 2
3:08.0,,,81-95,,Offensive rebound by Team
3:08.0,,,81-96,1,D. Jordan makes free throw 2 of 2
2:58.0,Turnover by A. Aminu (bad pass; steal by J. Redick),,81-96,,
2:56.0,Personal take foul by G. Henderson (drawn by D. Jordan),,81-96,,
2:56.0,,,81-96,,D. Jordan misses free throw 1 of 2
2:56.0,,,81-96,,Offensive rebound by Team
2:56.0,,,81-96,,D. Jordan misses free throw 2 of 2
2:54.0,Defensive rebound by M. Plumlee,,81-96,,
2:46.0,Shooting foul by D. Jordan (drawn by G. Henderson),,81-96,,
2:46.0,G. Henderson misses free throw 1 of 2,,81-96,,
2:46.0,Offensive rebound by Team,,81-96,,
2:46.0,G. Henderson makes free throw 2 of 2,1,82-96,,
2:46.0,Personal take foul by M. Plumlee (drawn by D. Jordan),,82-96,,
2:46.0,,,82-97,1,D. Jordan makes free throw 1 of 2
2:46.0,,,82-97,,D. Jordan misses free throw 2 of 2
2:46.0,Defensive rebound by Team,,82-97,,
2:39.0,,,82-97,,Personal foul by D. Jordan (drawn by C. McCollum)
2:39.0,C. McCollum misses free throw 1 of 2,,82-97,,
2:39.0,Offensive rebound by Team,,82-97,,
2:39.0,C. McCollum makes free throw 2 of 2,1,83-97,,
2:39.0,Personal take foul by C. McCollum (drawn by D. Jordan),,83-97,,
2:39.0,,,83-98,1,D. Jordan makes free throw 1 of 2
2:39.0,,,83-99,1,D. Jordan makes free throw 2 of 2
2:22.0,M. Harkless misses 2-pt shot from 3 ft (block by D. Jordan),,83-99,,
2:22.0,Offensive rebound by M. Harkless,,83-99,,
2:21.0,A. Aminu misses 3-pt shot from 25 ft,,83-99,,
2:19.0,,,83-99,,Defensive rebound by D. Jordan
2:19.0,Personal take foul by G. Henderson (drawn by D. Jordan),,83-99,,
2:19.0,,,83-100,1,D. Jordan makes free throw 1 of 2
2:19.0,P. Connaughton enters the game for A. Aminu,,83-100,,
2:19.0,A. Crabbe enters the game for M. Plumlee,,83-100,,
2:19.0,C. Alexander enters the game for C. McCollum,,83-100,,
2:19.0,N. Vonleh enters the game for M. Harkless,,83-100,,
2:19.0,T. Frazier enters the game for G. Henderson,,83-100,,
2:19.0,,,83-100,,L. Mbah a Moute enters the game for B. Griffin
2:19.0,,,83-100,,D. Jordan misses free throw 2 of 2
2:18.0,Defensive rebound by N. Vonleh,,83-100,,
2:01.0,C. Alexander makes 2-pt shot from 19 ft,2,85-100,,
1:45.0,,,85-100,,A. Rivers misses 2-pt shot from 2 ft
1:44.0,,,85-100,,Offensive rebound by D. Jordan
1:43.0,,,85-100,,D. Jordan misses 2-pt shot from 2 ft
1:42.0,Defensive rebound by T. Frazier,,85-100,,
1:35.0,N. Vonleh misses 2-pt shot from 2 ft,,85-100,,
1:34.0,,,85-100,,Defensive rebound by D. Jordan
1:26.0,,,85-100,,LA Clippers full timeout
1:26.0,,,85-100,,W. Johnson enters the game for D. Jordan
1:26.0,,,85-100,,L. Stephenson enters the game for J. Redick
1:20.0,,,85-100,,Turnover by L. Stephenson (bad pass; steal by C. Alexander)
0:58.0,T. Frazier makes 2-pt shot from 19 ft,2,87-100,,
0:41.0,,,87-102,2,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by J. Crawford)
0:30.0,Turnover by T. Frazier (bad pass; steal by J. Crawford),,87-102,,
0:07.0,,,87-102,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
