time,Orlando,pts.away,score,pts.home,Indiana
2:55.0,,,108-89,,P. George misses 2-pt shot from 9 ft
2:53.0,Defensive rebound by J. Smith,,108-89,,
2:34.0,N. Vucevic makes 2-pt shot from 16 ft (assist by V. Oladipo),2,110-89,,
2:17.0,Personal foul by E. Fournier,,110-89,,
2:17.0,Official timeout,,110-89,,
2:17.0,,,110-89,,S. Hill enters the game for P. George
2:17.0,,,110-89,,G. Robinson enters the game for G. Hill
2:17.0,,,110-89,,J. Young enters the game for T. Lawson
2:17.0,,,110-90,1,L. Allen makes free throw 1 of 2
2:17.0,M. Hezonja enters the game for E. Fournier,,110-90,,
2:17.0,A. Nicholson enters the game for V. Oladipo,,110-90,,
2:17.0,B. Jennings enters the game for E. Payton,,110-90,,
2:17.0,D. Marble enters the game for N. Vucevic,,110-90,,
2:17.0,C. Watson enters the game for J. Smith,,110-90,,
2:17.0,,,110-90,,L. Allen misses free throw 2 of 2
2:16.0,,,110-90,,Offensive rebound by Team
2:16.0,,,110-90,,M. Turner enters the game for L. Allen
2:08.0,,,110-92,2,M. Turner makes 2-pt shot from 1 ft (assist by C. Miles)
1:55.0,Shooting foul by C. Miles (drawn by A. Nicholson),,110-92,,
1:55.0,A. Nicholson makes free throw 1 of 2,1,111-92,,
1:55.0,A. Nicholson makes free throw 2 of 2,1,112-92,,
1:43.0,,,112-94,2,S. Hill makes 2-pt shot at rim (assist by M. Turner)
1:28.0,B. Jennings misses 2-pt shot from 17 ft,,112-94,,
1:27.0,,,112-94,,Defensive rebound by C. Miles
1:21.0,,,112-94,,Offensive foul by M. Turner
1:21.0,,,112-94,,Turnover by M. Turner (offensive foul)
1:09.0,,,112-94,,Violation by M. Turner (kicked ball)
0:59.0,Shooting foul by S. Hill (drawn by M. Hezonja),,112-94,,
0:59.0,M. Hezonja makes free throw 1 of 2,1,113-94,,
0:59.0,M. Hezonja makes free throw 2 of 2,1,114-94,,
0:49.0,,,114-94,,Turnover by G. Robinson (bad pass)
0:33.0,B. Jennings misses 2-pt shot at rim,,114-94,,
0:32.0,,,114-94,,Defensive rebound by M. Turner
0:26.0,,,114-94,,Turnover by J. Young (lost ball; steal by B. Jennings)
0:03.0,C. Watson misses 2-pt shot from 18 ft,,114-94,,
0:03.0,Offensive rebound by B. Jennings,,114-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
