time,Boston,pts.away,score,pts.home,Philadelphia
7:16.0,,,94-89,2,I. Smith makes 2-pt shot from 18 ft (assist by I. Canaan)
7:01.0,A. Johnson makes 2-pt shot from 5 ft (assist by M. Smart),2,96-89,,
6:50.0,,,96-91,2,N. Noel makes 2-pt shot from 5 ft (assist by I. Smith)
6:31.0,M. Smart makes 2-pt shot from 7 ft,2,98-91,,
6:21.0,,,98-91,,Turnover by N. Noel (lost ball; steal by A. Bradley)
6:08.0,A. Bradley makes 2-pt shot from 1 ft,2,100-91,,
5:51.0,,,100-93,2,I. Smith makes 2-pt shot from 2 ft
5:37.0,Turnover by A. Johnson (lost ball; steal by N. Noel),,100-93,,
5:35.0,,,100-93,,Shooting foul by A. Johnson (drawn by N. Noel)
5:35.0,Official timeout,,100-93,,
5:35.0,,,100-93,,H. Thompson enters the game for N. Stauskas
5:35.0,I. Thomas enters the game for A. Johnson,,100-93,,
5:35.0,,,100-93,,N. Noel misses free throw 1 of 2
5:35.0,,,100-93,,Offensive rebound by Team
5:35.0,,,100-93,,N. Noel misses free throw 2 of 2
5:33.0,Defensive rebound by M. Smart,,100-93,,
5:20.0,J. Sullinger misses 2-pt shot at rim,,100-93,,
5:20.0,Offensive rebound by J. Sullinger,,100-93,,
5:20.0,J. Sullinger makes 2-pt shot at rim,2,102-93,,
5:20.0,,,102-93,,Philadelphia full timeout
5:03.0,,,102-93,,I. Smith misses 2-pt shot from 17 ft
5:02.0,Defensive rebound by I. Thomas,,102-93,,
4:49.0,,,102-93,,Personal foul by N. Noel
4:49.0,I. Thomas makes free throw 1 of 2,1,103-93,,
4:49.0,,,103-93,,C. Landry enters the game for N. Noel
4:49.0,,,103-93,,N. Stauskas enters the game for J. Grant
4:49.0,I. Thomas makes free throw 2 of 2,1,104-93,,
4:35.0,,,104-93,,I. Canaan misses 3-pt shot from 25 ft
4:33.0,Defensive rebound by J. Sullinger,,104-93,,
4:20.0,Offensive foul by M. Smart,,104-93,,
4:20.0,Turnover by M. Smart (offensive foul),,104-93,,
4:11.0,,,104-93,,H. Thompson misses 2-pt shot from 21 ft
4:08.0,Defensive rebound by E. Turner,,104-93,,
3:54.0,M. Smart makes 3-pt shot from 25 ft (assist by I. Thomas),3,107-93,,
3:41.0,,,107-95,2,I. Canaan makes 2-pt shot from 3 ft (assist by I. Smith)
3:29.0,I. Thomas makes 3-pt shot from 26 ft,3,110-95,,
3:21.0,,,110-98,3,N. Stauskas makes 3-pt shot from 22 ft (assist by H. Thompson)
3:21.0,Loose ball foul by M. Smart,,110-98,,
3:21.0,,,110-99,1,I. Smith makes free throw 1 of 1
3:07.0,A. Bradley makes 3-pt shot from 25 ft (assist by J. Sullinger),3,113-99,,
2:48.0,,,113-99,,Turnover by I. Smith (lost ball)
2:29.0,E. Turner misses 2-pt shot from 18 ft,,113-99,,
2:27.0,,,113-99,,Defensive rebound by C. Landry
2:21.0,,,113-99,,I. Canaan misses 3-pt shot from 25 ft
2:19.0,Defensive rebound by A. Bradley,,113-99,,
2:11.0,E. Turner makes 2-pt shot from 1 ft (assist by A. Bradley),2,115-99,,
2:08.0,,,115-99,,Philadelphia full timeout
2:08.0,,,115-99,,T. McConnell enters the game for I. Smith
1:54.0,,,115-99,,Shooting foul by I. Thomas (drawn by N. Stauskas)
1:54.0,,,115-99,,N. Stauskas misses free throw 1 of 2
1:54.0,,,115-99,,Offensive rebound by Team
1:54.0,,,115-100,1,N. Stauskas makes free throw 2 of 2
1:42.0,E. Turner makes 3-pt shot from 24 ft (assist by I. Thomas),3,118-100,,
1:30.0,,,118-102,2,N. Stauskas makes 2-pt shot from 1 ft (assist by I. Canaan)
1:30.0,Shooting block foul by J. Sullinger (drawn by N. Stauskas),,118-102,,
1:30.0,,,118-103,1,N. Stauskas makes free throw 1 of 1
1:22.0,Turnover by M. Smart (bad pass),,118-103,,
1:22.0,,,118-103,,K. Marshall enters the game for I. Canaan
0:59.0,,,118-103,,H. Thompson misses 2-pt shot from 20 ft
0:57.0,Defensive rebound by A. Bradley,,118-103,,
0:42.0,E. Turner misses 2-pt shot from 17 ft,,118-103,,
0:41.0,Offensive rebound by J. Sullinger,,118-103,,
0:41.0,J. Sullinger makes 2-pt shot from 1 ft,2,120-103,,
0:30.0,,,120-105,2,C. Landry makes 2-pt shot from 1 ft (assist by T. McConnell)
0:08.0,I. Thomas misses 3-pt shot from 25 ft,,120-105,,
0:06.0,Offensive rebound by A. Bradley,,120-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
