time,Atlanta,pts.away,score,pts.home,Detroit
4:48.0,Defensive rebound by K. Bazemore,,98-83,,
4:45.0,Shooting foul by A. Baynes (drawn by K. Humphries),,98-83,,
4:45.0,K. Humphries makes 2-pt shot at rim (assist by J. Teague),2,100-83,,
4:45.0,T. Hardaway enters the game for K. Korver,,100-83,,
4:45.0,K. Humphries makes free throw 1 of 1,1,101-83,,
4:30.0,,,101-83,,M. Morris misses 3-pt shot from 25 ft
4:30.0,,,101-83,,Offensive rebound by A. Baynes
4:28.0,,,101-83,,A. Baynes misses 2-pt shot from 5 ft
4:28.0,Defensive rebound by Team,,101-83,,
4:11.0,K. Bazemore makes 2-pt shot from 18 ft,2,103-83,,
4:07.0,,,103-83,,Detroit full timeout
4:07.0,M. Scott enters the game for A. Horford,,103-83,,
4:07.0,,,103-83,,S. Blake enters the game for R. Jackson
3:51.0,,,103-85,2,A. Baynes makes 2-pt shot from 17 ft (assist by S. Blake)
3:40.0,J. Teague misses 2-pt shot from 14 ft,,103-85,,
3:39.0,,,103-85,,Defensive rebound by A. Baynes
3:28.0,Personal foul by J. Teague,,103-85,,
3:28.0,,,103-86,1,A. Baynes makes free throw 1 of 2
3:28.0,A. Horford enters the game for M. Scott,,103-86,,
3:28.0,,,103-87,1,A. Baynes makes free throw 2 of 2
3:09.0,T. Hardaway misses 2-pt shot at rim,,103-87,,
3:09.0,Offensive rebound by Team,,103-87,,
2:59.0,J. Teague makes 3-pt shot from 25 ft (assist by A. Horford),3,106-87,,
2:43.0,,,106-87,,K. Caldwell-Pope misses 2-pt shot from 9 ft
2:41.0,,,106-87,,Offensive rebound by A. Baynes
2:38.0,,,106-89,2,A. Baynes makes 2-pt shot at rim
2:23.0,K. Bazemore misses 3-pt shot from 26 ft,,106-89,,
2:23.0,,,106-89,,Defensive rebound by T. Harris
2:14.0,,,106-89,,K. Caldwell-Pope misses 2-pt shot from 12 ft (block by K. Bazemore)
2:12.0,Defensive rebound by K. Humphries,,106-89,,
2:07.0,K. Bazemore makes 2-pt shot at rim (assist by J. Teague),2,108-89,,
1:55.0,,,108-91,2,T. Harris makes 2-pt shot from 15 ft (assist by S. Blake)
1:50.0,T. Hardaway makes 2-pt shot at rim (assist by J. Teague),2,110-91,,
1:34.0,,,110-91,,T. Harris misses 2-pt shot from 5 ft
1:33.0,,,110-91,,Offensive rebound by A. Baynes
1:32.0,,,110-91,,Shooting foul by A. Horford (drawn by A. Baynes)
1:32.0,,,110-92,1,A. Baynes makes free throw 1 of 2
1:32.0,M. Scott enters the game for K. Bazemore,,110-92,,
1:32.0,M. Muscala enters the game for A. Horford,,110-92,,
1:32.0,D. Schroder enters the game for J. Teague,,110-92,,
1:32.0,,,110-92,,D. Hilliard enters the game for T. Harris
1:32.0,,,110-92,,S. Johnson enters the game for M. Morris
1:32.0,,,110-92,,A. Tolliver enters the game for K. Caldwell-Pope
1:32.0,,,110-93,1,A. Baynes makes free throw 2 of 2
1:27.0,T. Hardaway misses 2-pt shot from 20 ft,,110-93,,
1:25.0,,,110-93,,Defensive rebound by A. Tolliver
1:10.0,Violation by M. Muscala (kicked ball),,110-93,,
1:01.0,,,110-95,2,A. Baynes makes 2-pt shot at rim (assist by A. Tolliver)
0:41.0,K. Humphries makes 2-pt shot from 7 ft,2,112-95,,
0:27.0,,,112-95,,D. Hilliard misses 2-pt shot from 10 ft
0:21.0,Defensive rebound by M. Muscala,,112-95,,
0:04.0,D. Schroder misses 2-pt shot from 5 ft,,112-95,,
0:02.0,,,112-95,,Defensive rebound by A. Baynes
0:00.0,End of 4th quarter,,,,End of 4th quarter
