time,Utah,pts.away,score,pts.home,Oklahoma City
0:50.0,,,94-94,3,S. Ibaka makes 3-pt shot from 22 ft (assist by K. Durant)
0:50.0,Utah full timeout,,94-94,,
0:46.0,G. Hayward makes 2-pt shot from 14 ft,2,96-94,,
0:27.0,,,96-94,,K. Durant misses 2-pt shot from 2 ft
0:26.0,,,96-94,,Offensive rebound by R. Westbrook
0:24.0,,,96-94,,R. Westbrook misses 2-pt shot from 4 ft
0:22.0,,,96-94,,Offensive rebound by R. Westbrook
0:21.0,,,96-94,,Oklahoma City full timeout
0:15.0,,,96-96,2,K. Durant makes 2-pt shot at rim
0:01.0,Turnover by G. Hayward (bad pass),,96-96,,
0:01.0,,,96-96,,Oklahoma City full timeout
0:00.0,,,96-96,,K. Durant misses 2-pt shot from 21 ft
0:00.0,,,96-96,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:47.0,,,96-98,2,R. Westbrook makes 2-pt shot from 15 ft
4:30.0,D. Favors misses 2-pt shot from 3 ft,,96-98,,
4:29.0,,,96-98,,Defensive rebound by S. Adams
4:24.0,,,96-100,2,R. Westbrook makes 2-pt shot from 2 ft
4:04.0,A. Burks misses 2-pt shot from 9 ft,,96-100,,
4:03.0,,,96-100,,Defensive rebound by S. Adams
3:39.0,,,96-100,,D. Waiters misses 3-pt shot from 22 ft
3:38.0,Defensive rebound by G. Hayward,,96-100,,
3:28.0,G. Hayward misses 2-pt shot from 19 ft,,96-100,,
3:28.0,,,96-100,,Defensive rebound by R. Westbrook
3:18.0,,,96-100,,R. Westbrook misses 2-pt shot from 14 ft
3:18.0,Defensive rebound by T. Booker,,96-100,,
3:07.0,,,96-100,,Personal foul by D. Waiters (drawn by R. Hood)
2:51.0,A. Burks misses 2-pt shot from 18 ft,,96-100,,
2:51.0,,,96-100,,Defensive rebound by S. Ibaka
2:32.0,,,96-102,2,K. Durant makes 2-pt shot from 14 ft
2:29.0,Utah full timeout,,96-102,,
2:12.0,R. Hood misses 2-pt shot from 8 ft,,96-102,,
2:12.0,,,96-102,,Defensive rebound by S. Ibaka
1:50.0,,,96-102,,R. Westbrook misses 3-pt shot from 27 ft
1:49.0,Defensive rebound by G. Hayward,,96-102,,
1:45.0,G. Hayward misses 2-pt shot at rim (block by S. Ibaka),,96-102,,
1:43.0,,,96-102,,Defensive rebound by K. Durant
1:23.0,,,96-102,,R. Westbrook misses 2-pt shot from 13 ft
1:23.0,Defensive rebound by T. Booker,,96-102,,
1:06.0,A. Burks misses 2-pt shot from 3 ft,,96-102,,
1:05.0,Offensive rebound by D. Favors,,96-102,,
1:02.0,D. Favors misses 2-pt shot from 2 ft (block by S. Ibaka),,96-102,,
1:01.0,,,96-102,,Defensive rebound by K. Durant
0:43.0,,,96-104,2,D. Waiters makes 2-pt shot at rim
0:43.0,Utah full timeout,,96-104,,
0:43.0,J. Ingles enters the game for T. Booker,,96-104,,
0:43.0,,,96-104,,A. Roberson enters the game for S. Adams
0:38.0,J. Ingles misses 3-pt shot from 25 ft,,96-104,,
0:37.0,,,96-104,,Defensive rebound by S. Ibaka
0:17.0,,,96-104,,R. Westbrook misses 2-pt shot from 16 ft
0:16.0,Defensive rebound by A. Burks,,96-104,,
0:10.0,G. Hayward makes 2-pt shot from 2 ft (assist by A. Burks),2,98-104,,
0:07.0,Personal take foul by J. Ingles (drawn by R. Westbrook),,98-104,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
