time,Miami,pts.away,score,pts.home,Orlando
3:49.0,J. Richardson makes 3-pt shot from 25 ft (assist by D. Wade),3,97-98,,
3:25.0,,,97-98,,E. Payton misses 3-pt shot from 25 ft
3:24.0,Defensive rebound by H. Whiteside,,97-98,,
3:13.0,Turnover by D. Wade (lost ball; steal by E. Payton),,97-98,,
3:08.0,,,97-98,,Shooting foul by L. Deng (drawn by E. Payton)
3:08.0,,,97-100,2,E. Payton makes 2-pt shot from 2 ft
3:08.0,Technical foul by H. Whiteside,,97-100,,
3:08.0,,,97-101,1,E. Fournier makes technical free throw
3:08.0,U. Haslem enters the game for L. Deng,,97-101,,
3:08.0,G. Dragic enters the game for H. Whiteside,,97-101,,
3:08.0,,,97-102,1,E. Payton makes free throw 1 of 1
3:08.0,Miami full timeout,,97-102,,
2:57.0,U. Haslem makes 2-pt shot from 2 ft (assist by D. Wade),2,99-102,,
2:57.0,Shooting foul by N. Vucevic (drawn by U. Haslem),,99-102,,
2:57.0,U. Haslem misses free throw 1 of 1,,99-102,,
2:55.0,,,99-102,,Defensive rebound by C. Watson
2:42.0,,,99-102,,Turnover by E. Payton (bad pass)
2:18.0,J. Johnson misses 2-pt shot from 12 ft,,99-102,,
2:17.0,Offensive rebound by G. Dragic,,99-102,,
2:09.0,D. Wade makes 2-pt shot from 6 ft,2,101-102,,
1:55.0,,,101-105,3,C. Watson makes 3-pt shot from 25 ft
1:30.0,U. Haslem misses 2-pt shot from 14 ft,,101-105,,
1:28.0,Offensive rebound by G. Dragic,,101-105,,
1:28.0,G. Dragic makes 2-pt shot from 2 ft,2,103-105,,
1:16.0,,,103-107,2,N. Vucevic makes 2-pt shot at rim (assist by E. Fournier)
1:16.0,Miami full timeout,,103-107,,
1:11.0,Shooting foul by E. Fournier (drawn by D. Wade),,103-107,,
1:11.0,D. Wade misses free throw 1 of 2,,103-107,,
1:11.0,Offensive rebound by Team,,103-107,,
1:11.0,H. Whiteside enters the game for U. Haslem,,103-107,,
1:11.0,D. Wade makes free throw 2 of 2,1,104-107,,
1:00.0,,,104-109,2,C. Watson makes 2-pt shot from 2 ft (assist by E. Payton)
1:00.0,Miami full timeout,,104-109,,
0:51.0,Shooting foul by E. Fournier (drawn by D. Wade),,104-109,,
0:51.0,D. Wade makes free throw 1 of 2,1,105-109,,
0:51.0,J. Winslow enters the game for G. Dragic,,105-109,,
0:51.0,D. Wade makes free throw 2 of 2,1,106-109,,
0:51.0,,,106-109,,Orlando full timeout
0:38.0,,,106-109,,E. Payton misses 2-pt shot from 2 ft (block by H. Whiteside)
0:35.0,Defensive rebound by J. Winslow,,106-109,,
0:30.0,J. Johnson makes 3-pt shot from 24 ft (assist by J. Richardson),3,109-109,,
0:30.0,,,109-109,,Orlando full timeout
0:21.0,,,109-111,2,N. Vucevic makes 2-pt shot at rim (assist by E. Fournier)
0:09.0,J. Johnson misses 2-pt shot from 7 ft,,109-111,,
0:07.0,Offensive rebound by J. Richardson,,109-111,,
0:06.0,Miami full timeout,,109-111,,
0:06.0,,,109-111,,D. Marble enters the game for N. Vucevic
0:06.0,G. Dragic enters the game for H. Whiteside,,109-111,,
0:06.0,L. Deng enters the game for J. Winslow,,109-111,,
0:03.0,Turnover by L. Deng (lost ball; steal by D. Marble),,109-111,,
0:03.0,,,109-111,,Orlando full timeout
0:03.0,J. Winslow enters the game for G. Dragic,,109-111,,
0:03.0,,,109-111,,N. Vucevic enters the game for D. Marble
0:03.0,Personal take foul by J. Winslow,,109-111,,
0:03.0,,,109-111,,E. Fournier misses free throw 1 of 2
0:03.0,,,109-111,,Offensive rebound by Team
0:03.0,,,109-111,,D. Marble enters the game for N. Vucevic
0:03.0,,,109-112,1,E. Fournier makes free throw 2 of 2
0:00.0,D. Wade misses 3-pt shot from 37 ft,,109-112,,
0:00.0,Offensive rebound by Team,,109-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
