time,Brooklyn,pts.away,score,pts.home,Boston
8:03.0,,,86-85,2,E. Turner makes 2-pt shot at rim
7:44.0,J. Johnson misses 2-pt shot from 8 ft,,86-85,,
7:43.0,,,86-85,,Defensive rebound by A. Johnson
7:39.0,,,86-85,,Turnover by E. Turner (bad pass)
7:39.0,,,86-85,,J. Crowder enters the game for A. Johnson
7:14.0,W. Ellington makes 2-pt shot from 20 ft (assist by S. Larkin),2,88-85,,
7:03.0,,,88-85,,E. Turner misses 3-pt shot from 23 ft
7:02.0,Defensive rebound by W. Ellington,,88-85,,
6:38.0,J. Johnson misses 2-pt shot from 2 ft,,88-85,,
6:37.0,Offensive rebound by B. Lopez,,88-85,,
6:34.0,B. Lopez makes 2-pt shot from 1 ft,2,90-85,,
6:25.0,,,90-85,,J. Crowder misses 3-pt shot from 26 ft
6:24.0,Defensive rebound by S. Larkin,,90-85,,
6:12.0,S. Larkin misses 3-pt shot from 25 ft,,90-85,,
6:11.0,,,90-85,,Defensive rebound by E. Turner
6:10.0,,,90-85,,Boston full timeout
6:10.0,,,90-85,,I. Thomas enters the game for M. Smart
6:10.0,,,90-85,,A. Johnson enters the game for J. Young
6:10.0,B. Bogdanovic enters the game for W. Ellington,,90-85,,
5:54.0,,,90-85,,J. Jerebko misses 3-pt shot from 24 ft
5:53.0,Defensive rebound by B. Lopez,,90-85,,
5:34.0,B. Lopez makes 2-pt shot from 9 ft (assist by S. Larkin),2,92-85,,
5:20.0,,,92-87,2,I. Thomas makes 2-pt shot from 1 ft
5:03.0,B. Lopez misses 2-pt shot from 9 ft,,92-87,,
5:02.0,,,92-87,,Defensive rebound by J. Jerebko
4:47.0,,,92-87,,A. Johnson misses 2-pt shot from 7 ft
4:46.0,Defensive rebound by B. Bogdanovic,,92-87,,
4:29.0,,,92-87,,Personal foul by I. Thomas (drawn by B. Lopez)
4:29.0,,,92-87,,M. Smart enters the game for J. Jerebko
4:23.0,B. Bogdanovic misses 2-pt shot from 8 ft,,92-87,,
4:22.0,Offensive rebound by T. Young,,92-87,,
4:19.0,J. Johnson misses 3-pt shot from 24 ft,,92-87,,
4:16.0,Offensive rebound by Team,,92-87,,
4:05.0,B. Lopez misses 2-pt shot from 12 ft,,92-87,,
4:04.0,,,92-87,,Defensive rebound by E. Turner
3:57.0,,,92-87,,E. Turner misses 2-pt shot from 1 ft
3:55.0,,,92-87,,Offensive rebound by J. Crowder
3:55.0,,,92-87,,J. Crowder misses 2-pt shot at rim
3:54.0,Defensive rebound by S. Larkin,,92-87,,
3:34.0,J. Johnson makes 2-pt shot from 15 ft,2,94-87,,
3:19.0,,,94-90,3,I. Thomas makes 3-pt shot from 25 ft (assist by A. Johnson)
2:55.0,,,94-90,,Personal foul by J. Crowder (drawn by T. Young)
2:55.0,Official timeout,,94-90,,
2:55.0,,,94-90,,K. Olynyk enters the game for A. Johnson
2:55.0,T. Young makes free throw 1 of 2,1,95-90,,
2:55.0,T. Young makes free throw 2 of 2,1,96-90,,
2:38.0,,,96-90,,K. Olynyk misses 3-pt shot from 25 ft
2:37.0,Defensive rebound by T. Young,,96-90,,
2:22.0,J. Johnson makes 2-pt shot from 18 ft,2,98-90,,
2:11.0,,,98-90,,Turnover by J. Crowder (bad pass)
2:02.0,Offensive charge foul by S. Larkin,,98-90,,
2:02.0,Turnover by S. Larkin (offensive foul),,98-90,,
1:52.0,,,98-90,,I. Thomas misses 2-pt shot from 14 ft
1:52.0,Defensive rebound by T. Young,,98-90,,
1:30.0,S. Larkin misses 3-pt shot from 24 ft,,98-90,,
1:27.0,,,98-90,,Defensive rebound by J. Crowder
1:22.0,,,98-90,,Turnover by K. Olynyk (step out of bounds)
1:22.0,,,98-90,,A. Johnson enters the game for K. Olynyk
1:00.0,B. Lopez misses 2-pt shot from 8 ft,,98-90,,
0:59.0,,,98-90,,Defensive rebound by A. Johnson
0:55.0,,,98-92,2,I. Thomas makes 2-pt shot from 1 ft (assist by E. Turner)
0:43.0,Turnover by S. Larkin (bad pass; steal by I. Thomas),,98-92,,
0:39.0,,,98-94,2,J. Crowder makes 2-pt shot at rim (assist by I. Thomas)
0:39.0,,,98-94,,Shooting foul by J. Johnson (drawn by J. Crowder)
0:39.0,D. Sloan enters the game for B. Bogdanovic,,98-94,,
0:39.0,,,98-95,1,J. Crowder makes free throw 1 of 1
0:36.0,Brooklyn full timeout,,98-95,,
0:27.0,B. Lopez makes 2-pt shot at rim (assist by T. Young),2,100-95,,
0:27.0,,,100-95,,Boston full timeout
0:24.0,,,100-95,,J. Crowder misses 3-pt shot from 23 ft
0:24.0,Defensive rebound by S. Larkin,,100-95,,
0:20.0,Turnover by S. Larkin (bad pass; steal by M. Smart),,100-95,,
0:14.0,,,100-95,,I. Thomas misses 3-pt shot from 26 ft
0:13.0,,,100-95,,Offensive rebound by E. Turner
0:12.0,,,100-97,2,E. Turner makes 2-pt shot from 1 ft
0:11.0,Brooklyn full timeout,,100-97,,
0:11.0,,,100-97,,J. Jerebko enters the game for A. Johnson
0:11.0,W. Ellington enters the game for D. Sloan,,100-97,,
0:11.0,Turnover by T. Young (bad pass; steal by M. Smart),,100-97,,
0:03.0,,,100-97,,J. Jerebko misses 3-pt shot from 23 ft
0:01.0,,,100-97,,Offensive rebound by M. Smart
0:00.0,End of 4th quarter,,,,End of 4th quarter
