time,Miami,pts.away,score,pts.home,Boston
5:46.0,,,82-86,,I. Thomas enters the game for A. Bradley
5:46.0,J. Winslow enters the game for D. Wade,,82-86,,
5:46.0,G. Dragic enters the game for G. Green,,82-86,,
5:46.0,L. Deng enters the game for J. McRoberts,,82-86,,
5:32.0,Shooting foul by T. Zeller (drawn by H. Whiteside),,82-86,,
5:32.0,H. Whiteside makes free throw 1 of 2,1,83-86,,
5:32.0,H. Whiteside makes free throw 2 of 2,1,84-86,,
5:21.0,,,84-86,,T. Zeller misses 2-pt shot from 7 ft
5:20.0,Defensive rebound by L. Deng,,84-86,,
5:12.0,Offensive foul by H. Whiteside,,84-86,,
5:12.0,Turnover by H. Whiteside (offensive foul),,84-86,,
5:12.0,,,84-86,,J. Sullinger enters the game for T. Zeller
5:04.0,,,84-86,,I. Thomas misses 3-pt shot from 25 ft
5:03.0,Defensive rebound by L. Deng,,84-86,,
4:43.0,J. Winslow misses 2-pt shot from 10 ft,,84-86,,
4:42.0,,,84-86,,Defensive rebound by J. Sullinger
4:30.0,,,84-86,,J. Sullinger misses 2-pt shot from 20 ft
4:28.0,,,84-86,,Offensive rebound by E. Turner
4:25.0,,,84-86,,Shooting foul by J. Richardson (drawn by I. Thomas)
4:25.0,,,84-87,1,I. Thomas makes free throw 1 of 2
4:25.0,,,84-87,,J. Crowder enters the game for J. Jerebko
4:25.0,,,84-88,1,I. Thomas makes free throw 2 of 2
4:05.0,L. Deng misses 2-pt shot from 15 ft,,84-88,,
4:04.0,,,84-88,,Defensive rebound by J. Sullinger
3:51.0,,,84-88,,J. Sullinger misses 2-pt shot at rim (block by H. Whiteside)
3:50.0,,,84-88,,Offensive rebound by M. Smart
3:49.0,,,84-88,,M. Smart misses 2-pt shot from 1 ft (block by H. Whiteside)
3:48.0,,,84-88,,Offensive rebound by Team
3:48.0,D. Wade enters the game for J. Richardson,,84-88,,
3:48.0,,,84-88,,Boston full timeout
3:48.0,,,84-88,,A. Bradley enters the game for E. Turner
3:44.0,,,84-90,2,M. Smart makes 2-pt shot at rim (assist by J. Sullinger)
3:17.0,G. Dragic misses 3-pt shot from 24 ft,,84-90,,
3:15.0,Offensive rebound by J. Winslow,,84-90,,
3:11.0,Turnover by D. Wade (bad pass; steal by J. Sullinger),,84-90,,
2:58.0,,,84-90,,J. Crowder misses 3-pt shot from 23 ft
2:57.0,Defensive rebound by L. Deng,,84-90,,
2:56.0,Turnover by L. Deng (lost ball; steal by J. Sullinger),,84-90,,
2:45.0,,,84-90,,Shooting foul by H. Whiteside (drawn by M. Smart)
2:45.0,,,84-91,1,M. Smart makes free throw 1 of 3
2:45.0,,,84-92,1,M. Smart makes free throw 2 of 3
2:45.0,,,84-93,1,M. Smart makes free throw 3 of 3
2:38.0,Shooting foul by J. Sullinger (drawn by D. Wade),,84-93,,
2:38.0,D. Wade makes free throw 1 of 2,1,85-93,,
2:38.0,D. Wade makes free throw 2 of 2,1,86-93,,
2:25.0,,,86-95,2,I. Thomas makes 2-pt shot from 1 ft
2:07.0,Turnover by G. Dragic (lost ball; steal by I. Thomas),,86-95,,
2:01.0,,,86-97,2,J. Crowder makes 2-pt shot at rim (assist by M. Smart)
2:01.0,Miami full timeout,,86-97,,
1:46.0,Shooting foul by A. Bradley (drawn by D. Wade),,86-97,,
1:46.0,D. Wade makes free throw 1 of 2,1,87-97,,
1:46.0,D. Wade misses free throw 2 of 2,,87-97,,
1:46.0,,,87-97,,Defensive rebound by J. Crowder
1:30.0,,,87-99,2,I. Thomas makes 2-pt shot at rim
1:16.0,L. Deng makes 2-pt shot from 17 ft (assist by J. Winslow),2,89-99,,
1:00.0,,,89-99,,J. Sullinger misses 2-pt shot from 1 ft
0:59.0,Defensive rebound by H. Whiteside,,89-99,,
0:53.0,L. Deng misses 3-pt shot from 24 ft,,89-99,,
0:53.0,,,89-99,,Defensive rebound by J. Sullinger
0:46.0,,,89-99,,I. Thomas misses 2-pt shot from 1 ft
0:45.0,Defensive rebound by J. Winslow,,89-99,,
0:38.0,D. Wade misses 2-pt shot from 17 ft,,89-99,,
0:37.0,,,89-99,,Defensive rebound by M. Smart
0:30.0,,,89-99,,J. Crowder misses 3-pt shot from 24 ft
0:29.0,,,89-99,,Offensive rebound by M. Smart
0:05.0,,,89-101,2,J. Sullinger makes 2-pt shot from 8 ft (assist by I. Thomas)
0:00.0,End of 4th quarter,,,,End of 4th quarter
