time,Detroit,pts.away,score,pts.home,Indiana
3:31.0,K. Caldwell-Pope makes 2-pt shot from 17 ft (assist by M. Morris),2,75-80,,
3:15.0,,,75-83,3,P. George makes 3-pt shot from 25 ft (assist by M. Ellis)
2:56.0,,,75-83,,Shooting block foul by J. Hill (drawn by K. Caldwell-Pope)
2:56.0,K. Caldwell-Pope makes free throw 1 of 2,1,76-83,,
2:56.0,,,76-83,,C. Miles enters the game for L. Allen
2:56.0,K. Caldwell-Pope makes free throw 2 of 2,1,77-83,,
2:38.0,,,77-85,2,P. George makes 2-pt shot from 20 ft
2:20.0,R. Jackson makes 2-pt shot from 6 ft,2,79-85,,
2:20.0,Shooting foul by G. Hill (drawn by R. Jackson),,79-85,,
2:20.0,R. Jackson misses free throw 1 of 1,,79-85,,
2:18.0,,,79-85,,Defensive rebound by P. George
2:12.0,,,79-88,3,P. George makes 3-pt shot from 26 ft
2:11.0,Detroit full timeout,,79-88,,
2:11.0,,,79-88,,L. Allen enters the game for C. Miles
1:51.0,R. Jackson misses 2-pt shot from 17 ft,,79-88,,
1:50.0,Offensive rebound by A. Drummond,,79-88,,
1:48.0,A. Drummond misses 2-pt shot at rim,,79-88,,
1:47.0,Offensive rebound by Team,,79-88,,
1:38.0,R. Jackson misses 2-pt shot from 18 ft,,79-88,,
1:38.0,,,79-88,,Defensive rebound by G. Hill
1:18.0,,,79-88,,M. Ellis misses 2-pt shot from 20 ft
1:17.0,Defensive rebound by A. Drummond,,79-88,,
1:08.0,R. Jackson misses 3-pt shot from 25 ft,,79-88,,
1:07.0,,,79-88,,Defensive rebound by P. George
0:49.0,,,79-90,2,P. George makes 2-pt shot from 19 ft
0:42.0,R. Jackson makes 3-pt shot from 26 ft,3,82-90,,
0:23.0,,,82-92,2,P. George makes 2-pt shot from 16 ft
0:23.0,Technical foul by Team,,82-92,,
0:23.0,Technical foul by Team,,82-92,,
0:23.0,,,82-93,1,P. George makes technical free throw
0:23.0,,,82-94,1,P. George makes technical free throw
0:17.0,R. Jackson misses 3-pt shot from 28 ft,,82-94,,
0:16.0,,,82-94,,Defensive rebound by M. Ellis
0:06.0,,,82-94,,Turnover by G. Hill (lost ball)
0:00.0,End of 4th quarter,,,,End of 4th quarter
