time,Sacramento,pts.away,score,pts.home,Phoenix
3:00.0,,,91-111,2,B. Knight makes 2-pt shot from 21 ft
2:51.0,Turnover by J. Anderson (bad pass; steal by M. Teletovic),,91-111,,
2:42.0,,,91-111,,Turnover by B. Knight (step out of bounds)
2:42.0,,,91-111,,Phoenix full timeout
2:42.0,,,91-111,,R. Price enters the game for B. Knight
2:42.0,,,91-111,,D. Booker enters the game for T. Warren
2:30.0,J. Anderson makes 3-pt shot from 23 ft (assist by S. Curry),3,94-111,,
2:12.0,,,94-113,2,A. Goodwin makes 2-pt shot from 1 ft (assist by M. Teletovic)
2:01.0,B. McLemore makes 3-pt shot from 22 ft (assist by Q. Acy),3,97-113,,
1:48.0,,,97-113,,Turnover by A. Goodwin (bad pass)
1:38.0,J. Anderson misses 2-pt shot from 1 ft (block by D. Booker),,97-113,,
1:35.0,Jump ball: S. Curry vs. R. Price (M. Teletovic gains possession),,,,Jump ball: S. Curry vs. R. Price (M. Teletovic gains possession)
1:31.0,,,97-113,,Offensive rebound by Team
1:31.0,,,97-115,2,D. Booker makes 2-pt shot from 1 ft (assist by M. Teletovic)
1:19.0,Turnover by B. McLemore (bad pass; steal by D. Booker),,97-115,,
1:12.0,,,97-115,,Turnover by D. Booker (bad pass)
1:09.0,S. Curry misses 3-pt shot from 24 ft,,97-115,,
1:03.0,,,97-115,,Defensive rebound by M. Teletovic
0:56.0,,,97-118,3,M. Teletovic makes 3-pt shot from 25 ft (assist by R. Price)
0:37.0,J. Anderson misses 3-pt shot from 25 ft,,97-118,,
0:34.0,Offensive rebound by E. Moreland,,97-118,,
0:30.0,B. McLemore misses 2-pt shot at rim,,97-118,,
0:26.0,,,97-118,,Defensive rebound by M. Teletovic
0:08.0,,,97-118,,A. Len misses 2-pt shot from 7 ft
0:06.0,Defensive rebound by Q. Acy,,97-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
