time,Philadelphia,pts.away,score,pts.home,Miami
7:09.0,Personal take foul by H. Thompson (drawn by H. Whiteside),,87-76,,
7:09.0,,,87-77,1,H. Whiteside makes free throw 1 of 2
7:09.0,R. Covington enters the game for H. Thompson,,87-77,,
7:09.0,,,87-78,1,H. Whiteside makes free throw 2 of 2
6:56.0,N. Noel misses 2-pt shot from 19 ft,,87-78,,
6:55.0,,,87-78,,Defensive rebound by D. Wade
6:54.0,Personal take foul by T. McConnell (drawn by H. Whiteside),,87-78,,
6:54.0,,,87-79,1,H. Whiteside makes free throw 1 of 2
6:54.0,,,87-79,,H. Whiteside misses free throw 2 of 2
6:52.0,Defensive rebound by J. Grant,,87-79,,
6:32.0,R. Covington misses 3-pt shot from 23 ft,,87-79,,
6:31.0,,,87-79,,Defensive rebound by G. Dragic
6:28.0,,,87-81,2,J. Winslow makes 2-pt shot from 1 ft (assist by G. Dragic)
6:28.0,,,87-81,,Shooting foul by T. McConnell (drawn by J. Winslow)
6:28.0,,,87-81,,C. Bosh enters the game for H. Whiteside
6:28.0,I. Canaan enters the game for N. Stauskas,,87-81,,
6:28.0,J. Okafor enters the game for N. Noel,,87-81,,
6:28.0,,,87-82,1,J. Winslow makes free throw 1 of 1
6:13.0,Turnover by R. Covington (lost ball; steal by D. Wade),,87-82,,
6:09.0,,,87-84,2,J. Winslow makes 2-pt shot at rim (assist by D. Wade)
5:50.0,Shooting foul by G. Green (drawn by J. Grant),,87-84,,
5:50.0,Official timeout,,87-84,,
5:50.0,N. Noel enters the game for T. McConnell,,87-84,,
5:50.0,J. Grant makes free throw 1 of 2,1,88-84,,
5:50.0,J. Grant makes free throw 2 of 2,1,89-84,,
5:36.0,,,89-84,,C. Bosh misses 2-pt shot from 17 ft
5:35.0,Defensive rebound by N. Noel,,89-84,,
5:09.0,I. Canaan misses 3-pt shot from 25 ft,,89-84,,
5:08.0,,,89-84,,Defensive rebound by J. Winslow
5:04.0,Shooting block foul by R. Covington (drawn by D. Wade),,89-84,,
5:04.0,,,89-85,1,D. Wade makes free throw 1 of 2
5:04.0,,,89-86,1,D. Wade makes free throw 2 of 2
4:40.0,J. Okafor misses 2-pt shot from 15 ft,,89-86,,
4:39.0,,,89-86,,Defensive rebound by J. Winslow
4:33.0,,,89-86,,C. Bosh misses 3-pt shot from 24 ft
4:32.0,Defensive rebound by R. Covington,,89-86,,
4:18.0,J. Grant misses 2-pt shot from 10 ft,,89-86,,
4:17.0,,,89-86,,Defensive rebound by J. Winslow
4:00.0,,,89-86,,D. Wade misses 3-pt shot from 25 ft
3:59.0,,,89-86,,Offensive rebound by C. Bosh
3:58.0,,,89-86,,Turnover by C. Bosh (traveling)
3:36.0,I. Canaan misses 2-pt shot from 11 ft,,89-86,,
3:35.0,Offensive rebound by Team,,89-86,,
3:35.0,,,89-86,,Loose ball foul by D. Wade (drawn by N. Noel)
3:35.0,T. McConnell enters the game for J. Grant,,89-86,,
3:23.0,T. McConnell misses 3-pt shot from 24 ft,,89-86,,
3:22.0,Offensive rebound by N. Noel,,89-86,,
2:57.0,I. Canaan misses 3-pt shot from 24 ft,,89-86,,
2:56.0,,,89-86,,Defensive rebound by C. Bosh
2:51.0,,,89-86,,Miami full timeout
2:51.0,J. Grant enters the game for J. Okafor,,89-86,,
2:40.0,,,89-89,3,C. Bosh makes 3-pt shot from 23 ft (assist by D. Wade)
2:17.0,J. Grant misses 2-pt shot from 1 ft (block by G. Green),,89-89,,
2:16.0,,,89-89,,Defensive rebound by Team
1:59.0,,,89-89,,Turnover by J. Winslow (traveling)
1:41.0,Turnover by I. Canaan (bad pass; steal by C. Bosh),,89-89,,
1:25.0,,,89-89,,Shooting foul by N. Noel (drawn by G. Green)
1:25.0,,,89-90,1,G. Green makes free throw 1 of 2
1:25.0,J. Okafor enters the game for N. Noel,,89-90,,
1:25.0,H. Thompson enters the game for J. Grant,,89-90,,
1:25.0,,,89-91,1,G. Green makes free throw 2 of 2
1:13.0,Turnover by T. McConnell (step out of bounds),,89-91,,
1:13.0,J. Grant enters the game for J. Okafor,,89-91,,
1:13.0,N. Noel enters the game for H. Thompson,,89-91,,
0:54.0,,,89-91,,D. Wade misses 2-pt shot from 7 ft
0:53.0,,,89-91,,Offensive rebound by J. Winslow
0:52.0,,,89-93,2,J. Winslow makes 2-pt shot at rim
0:52.0,Philadelphia full timeout,,89-93,,
0:52.0,J. Okafor enters the game for J. Grant,,89-93,,
0:52.0,H. Thompson enters the game for N. Noel,,89-93,,
0:30.0,I. Canaan misses 3-pt shot from 27 ft,,89-93,,
0:29.0,,,89-93,,Defensive rebound by D. Wade
0:27.0,,,89-93,,Miami full timeout
0:27.0,N. Noel enters the game for J. Okafor,,89-93,,
0:27.0,J. Grant enters the game for T. McConnell,,89-93,,
0:27.0,J. Sampson enters the game for H. Thompson,,89-93,,
0:22.0,,,89-93,,Miami full timeout
0:19.0,Personal foul by R. Covington (drawn by G. Green),,89-93,,
0:19.0,,,89-94,1,G. Green makes free throw 1 of 2
0:19.0,T. McConnell enters the game for J. Sampson,,89-94,,
0:19.0,H. Thompson enters the game for J. Grant,,89-94,,
0:19.0,N. Stauskas enters the game for N. Noel,,89-94,,
0:19.0,,,89-95,1,G. Green makes free throw 2 of 2
0:08.0,H. Thompson misses 3-pt shot from 25 ft,,89-95,,
0:06.0,,,89-95,,Defensive rebound by G. Dragic
0:05.0,,,89-95,,Turnover by G. Dragic (lost ball; steal by R. Covington)
0:03.0,R. Covington makes 2-pt shot from 2 ft,2,91-95,,
0:01.0,Personal foul by R. Covington (drawn by G. Green),,91-95,,
0:01.0,,,91-96,1,G. Green makes free throw 1 of 2
0:01.0,,,91-96,,G. Green misses free throw 2 of 2
0:01.0,Defensive rebound by N. Stauskas,,91-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
