time,Orlando,pts.away,score,pts.home,Milwaukee
2:52.0,Defensive rebound by A. Gordon,,95-93,,
2:37.0,N. Vucevic misses 2-pt shot from 20 ft,,95-93,,
2:36.0,,,95-93,,Defensive rebound by G. Antetokounmpo
2:20.0,,,95-96,3,J. Bayless makes 3-pt shot from 24 ft (assist by M. Carter-Williams)
2:01.0,E. Fournier misses 2-pt shot from 1 ft,,95-96,,
2:00.0,Offensive rebound by N. Vucevic,,95-96,,
1:59.0,N. Vucevic makes 2-pt shot at rim,2,97-96,,
1:34.0,,,97-96,,G. Monroe misses 2-pt shot from 4 ft (block by N. Vucevic)
1:31.0,Defensive rebound by N. Vucevic,,97-96,,
1:17.0,E. Fournier misses 2-pt shot from 16 ft,,97-96,,
1:15.0,,,97-96,,Defensive rebound by J. Bayless
1:09.0,,,97-96,,Shooting foul by N. Vucevic (drawn by K. Middleton)
1:09.0,,,97-97,1,K. Middleton makes free throw 1 of 2
1:09.0,V. Oladipo enters the game for M. Hezonja,,97-97,,
1:09.0,,,97-98,1,K. Middleton makes free throw 2 of 2
0:51.0,N. Vucevic misses 2-pt shot from 16 ft,,97-98,,
0:50.0,,,97-98,,Defensive rebound by K. Middleton
0:37.0,,,97-98,,K. Middleton misses 2-pt shot from 13 ft
0:36.0,,,97-98,,Offensive rebound by G. Antetokounmpo
0:36.0,,,97-100,2,G. Antetokounmpo makes 2-pt shot at rim
0:36.0,Orlando full timeout,,97-100,,
0:36.0,T. Harris enters the game for A. Gordon,,97-100,,
0:31.0,V. Oladipo makes 2-pt shot from 1 ft,2,99-100,,
0:13.0,,,99-103,3,J. Bayless makes 3-pt shot from 24 ft (assist by K. Middleton)
0:13.0,Orlando full timeout,,99-103,,
0:10.0,Shooting foul by G. Antetokounmpo (drawn by T. Harris),,99-103,,
0:10.0,T. Harris misses free throw 1 of 2,,99-103,,
0:10.0,Offensive rebound by Team,,99-103,,
0:10.0,A. Gordon enters the game for N. Vucevic,,99-103,,
0:10.0,T. Harris makes free throw 2 of 2,1,100-103,,
0:10.0,,,100-103,,Milwaukee full timeout
0:08.0,Personal take foul by S. Napier (drawn by K. Middleton),,100-103,,
0:08.0,,,100-104,1,K. Middleton makes free throw 1 of 2
0:08.0,,,100-105,1,K. Middleton makes free throw 2 of 2
0:08.0,Orlando full timeout,,100-105,,
0:05.0,V. Oladipo misses 3-pt shot from 27 ft,,100-105,,
0:04.0,,,100-105,,Defensive rebound by J. Bayless
0:03.0,Personal take foul by T. Harris (drawn by J. Bayless),,100-105,,
0:03.0,,,100-106,1,J. Bayless makes free throw 1 of 2
0:03.0,,,100-107,1,J. Bayless makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
