time,Philadelphia,pts.away,score,pts.home,Charlotte
2:28.0,Personal take foul by I. Canaan (drawn by K. Walker),,88-104,,
2:28.0,C. Wood enters the game for J. Okafor,,88-104,,
2:28.0,P. Pressey enters the game for N. Stauskas,,88-104,,
2:28.0,J. Sampson enters the game for I. Canaan,,88-104,,
2:28.0,,,88-104,,T. Hansbrough enters the game for A. Jefferson
2:22.0,,,88-104,,Shooting foul by R. Covington (drawn by K. Walker)
2:22.0,,,88-105,1,K. Walker makes free throw 1 of 2
2:22.0,,,88-105,,T. Daniels enters the game for N. Batum
2:22.0,,,88-105,,A. Harrison enters the game for J. Lamb
2:22.0,,,88-106,1,K. Walker makes free throw 2 of 2
2:22.0,Philadelphia full timeout,,88-106,,
2:22.0,,,88-106,,B. Roberts enters the game for M. Williams
2:22.0,,,88-106,,F. Kaminsky enters the game for K. Walker
2:05.0,R. Covington misses 3-pt shot from 26 ft,,88-106,,
2:03.0,,,88-106,,Defensive rebound by A. Harrison
1:49.0,,,88-108,2,T. Hansbrough makes 2-pt shot from 5 ft (assist by B. Roberts)
1:35.0,Offensive charge foul by J. Sampson,,88-108,,
1:35.0,Turnover by J. Sampson (offensive foul),,88-108,,
1:22.0,,,88-110,2,B. Roberts makes 2-pt shot from 9 ft (assist by T. Hansbrough)
1:10.0,J. Sampson misses 3-pt shot from 26 ft,,88-110,,
1:09.0,,,88-110,,Defensive rebound by T. Hansbrough
0:59.0,,,88-113,3,T. Hansbrough makes 3-pt shot from 25 ft (assist by B. Roberts)
0:51.0,Offensive foul by R. Covington,,88-113,,
0:51.0,Turnover by R. Covington (offensive foul),,88-113,,
0:36.0,,,88-113,,T. Hansbrough misses 2-pt shot from 2 ft (block by C. Wood)
0:34.0,Defensive rebound by J. Sampson,,88-113,,
0:24.0,Turnover by J. Sampson (lost ball; steal by T. Hansbrough),,88-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
