time,Golden State,pts.away,score,pts.home,Phoenix
6:12.0,M. Speights misses 3-pt shot from 25 ft,,101-83,,
6:12.0,,,101-83,,Defensive rebound by M. Morris
5:57.0,,,101-83,,M. Morris misses 2-pt shot at rim
5:57.0,,,101-83,,Offensive rebound by Team
5:57.0,,,101-83,,Phoenix full timeout
5:57.0,B. Rush enters the game for A. Iguodala,,101-83,,
5:47.0,,,101-85,2,M. Morris makes 2-pt shot from 9 ft (assist by A. Goodwin)
5:20.0,M. Speights misses 2-pt shot from 18 ft,,101-85,,
5:19.0,,,101-85,,Defensive rebound by P. Tucker
5:01.0,,,101-85,,M. Morris misses 2-pt shot from 1 ft
5:00.0,,,101-85,,Offensive rebound by A. Goodwin
4:57.0,,,101-85,,A. Goodwin misses 2-pt shot at rim
4:57.0,,,101-85,,Offensive rebound by T. Chandler
4:57.0,,,101-87,2,T. Chandler makes 2-pt shot from 1 ft
4:36.0,Shooting foul by A. Goodwin (drawn by S. Livingston),,101-87,,
4:36.0,S. Livingston makes free throw 1 of 2,1,102-87,,
4:36.0,S. Livingston makes free throw 2 of 2,1,103-87,,
4:15.0,,,103-89,2,A. Goodwin makes 2-pt shot from 1 ft
4:03.0,K. Thompson misses 3-pt shot from 24 ft,,103-89,,
4:03.0,,,103-89,,Defensive rebound by M. Morris
3:57.0,,,103-89,,O. Johnson misses 2-pt shot from 3 ft
3:56.0,Defensive rebound by S. Livingston,,103-89,,
3:50.0,M. Speights makes 2-pt shot at rim (assist by S. Livingston),2,105-89,,
3:28.0,,,105-89,,O. Johnson misses 2-pt shot from 16 ft
3:28.0,,,105-89,,Offensive rebound by Team
3:28.0,Loose ball foul by H. Barnes (drawn by P. Tucker),,105-89,,
3:28.0,J. Thompson enters the game for M. Speights,,105-89,,
3:27.0,,,105-89,,D. Booker enters the game for O. Johnson
3:21.0,Personal foul by J. Thompson (drawn by T. Chandler),,105-89,,
3:21.0,,,105-90,1,T. Chandler makes free throw 1 of 2
3:21.0,,,105-91,1,T. Chandler makes free throw 2 of 2
3:07.0,H. Barnes misses 3-pt shot from 24 ft,,105-91,,
3:07.0,,,105-91,,Defensive rebound by M. Morris
3:01.0,,,105-91,,Shooting foul by J. Thompson (drawn by T. Chandler)
3:01.0,,,105-92,1,T. Chandler makes free throw 1 of 2
3:01.0,,,105-92,,T. Chandler misses free throw 2 of 2
3:00.0,Defensive rebound by B. Rush,,105-92,,
2:43.0,K. Thompson misses 2-pt shot from 1 ft,,105-92,,
2:42.0,,,105-92,,Defensive rebound by T. Chandler
2:29.0,,,105-92,,M. Morris misses 2-pt shot from 16 ft
2:28.0,Defensive rebound by K. Thompson,,105-92,,
2:24.0,Golden State full timeout,,105-92,,
2:24.0,I. Clark enters the game for S. Livingston,,105-92,,
2:12.0,,,105-92,,Personal foul by D. Booker (drawn by K. Thompson)
2:12.0,K. Thompson makes free throw 1 of 2,1,106-92,,
2:12.0,K. Looney enters the game for H. Barnes,,106-92,,
2:12.0,K. Thompson makes free throw 2 of 2,1,107-92,,
2:01.0,,,107-95,3,D. Booker makes 3-pt shot from 25 ft (assist by A. Goodwin)
1:44.0,I. Clark makes 2-pt shot from 16 ft (assist by J. Thompson),2,109-95,,
1:36.0,,,109-95,,A. Goodwin misses 2-pt shot at rim
1:35.0,Defensive rebound by I. Clark,,109-95,,
1:26.0,K. Looney misses 2-pt shot from 4 ft,,109-95,,
1:25.0,,,109-95,,Defensive rebound by P. Tucker
1:20.0,,,109-97,2,A. Goodwin makes 2-pt shot from 1 ft
1:03.0,K. Looney makes 3-pt shot from 27 ft (assist by I. Clark),3,112-97,,
0:59.0,,,112-99,2,A. Goodwin makes 2-pt shot from 20 ft
0:48.0,K. Thompson misses 3-pt shot from 24 ft,,112-99,,
0:48.0,,,112-99,,Defensive rebound by T. Chandler
0:34.0,,,112-102,3,A. Goodwin makes 3-pt shot from 24 ft
0:10.0,I. Clark misses 3-pt shot from 26 ft,,112-102,,
0:09.0,,,112-102,,Defensive rebound by D. Booker
0:05.0,,,112-104,2,A. Goodwin makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
