time,Sacramento,pts.away,score,pts.home,Minnesota
5:11.0,Offensive rebound by D. Collison,,89-97,,
5:05.0,O. Casspi misses 2-pt shot from 5 ft,,89-97,,
5:04.0,Offensive rebound by K. Koufos,,89-97,,
5:03.0,K. Koufos makes 2-pt shot from 2 ft,2,91-97,,
4:47.0,,,91-97,,K. Towns misses 2-pt shot from 15 ft
4:45.0,Defensive rebound by O. Casspi,,91-97,,
4:39.0,Shooting foul by K. Towns (drawn by K. Koufos),,91-97,,
4:39.0,K. Koufos misses free throw 1 of 2,,91-97,,
4:39.0,Offensive rebound by Team,,91-97,,
4:39.0,,,91-97,,G. Dieng enters the game for K. Towns
4:39.0,K. Koufos misses free throw 2 of 2,,91-97,,
4:39.0,,,91-97,,Defensive rebound by G. Dieng
4:16.0,,,91-99,2,G. Dieng makes 2-pt shot from 6 ft
4:02.0,O. Casspi misses 2-pt shot from 3 ft,,91-99,,
4:01.0,Offensive rebound by K. Koufos,,91-99,,
4:01.0,K. Koufos makes 2-pt shot at rim,2,93-99,,
3:40.0,,,93-99,,R. Rubio misses 2-pt shot from 14 ft
3:39.0,Defensive rebound by R. Rondo,,93-99,,
3:21.0,R. Gay misses 2-pt shot from 10 ft,,93-99,,
3:20.0,,,93-99,,Defensive rebound by G. Dieng
3:11.0,,,93-102,3,Z. LaVine makes 3-pt shot from 24 ft
2:52.0,R. Gay misses 3-pt shot from 24 ft,,93-102,,
2:51.0,,,93-102,,Defensive rebound by G. Dieng
2:40.0,Sacramento full timeout,,93-102,,
2:38.0,,,93-102,,Shooting foul by R. Rondo (drawn by Z. LaVine)
2:38.0,,,93-103,1,Z. LaVine makes free throw 1 of 2
2:38.0,,,93-104,1,Z. LaVine makes free throw 2 of 2
2:27.0,Turnover by R. Rondo (bad pass),,93-104,,
2:16.0,,,93-104,,Shooting foul by K. Koufos (drawn by Z. LaVine)
2:16.0,,,93-104,,Z. LaVine misses free throw 1 of 2
2:16.0,,,93-104,,Offensive rebound by Team
2:16.0,,,93-105,1,Z. LaVine makes free throw 2 of 2
2:08.0,R. Rondo makes 2-pt shot from 2 ft,2,95-105,,
1:49.0,,,95-107,2,G. Dieng makes 2-pt shot from 10 ft (assist by R. Rubio)
1:37.0,D. Collison misses 2-pt shot from 9 ft,,95-107,,
1:36.0,,,95-107,,Defensive rebound by G. Dieng
1:35.0,Personal foul by R. Gay,,95-107,,
1:35.0,,,95-107,,G. Dieng misses free throw 1 of 2
1:35.0,,,95-107,,Offensive rebound by Team
1:35.0,,,95-108,1,G. Dieng makes free throw 2 of 2
1:26.0,K. Koufos makes 2-pt shot at rim (assist by R. Rondo),2,97-108,,
1:09.0,Personal foul by K. Koufos,,97-108,,
1:09.0,,,97-109,1,R. Rubio makes free throw 1 of 2
1:09.0,,,97-110,1,R. Rubio makes free throw 2 of 2
1:00.0,K. Koufos makes 2-pt shot from 4 ft (assist by R. Rondo),2,99-110,,
0:53.0,,,99-112,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
0:37.0,R. Gay makes 3-pt shot from 23 ft (assist by R. Rondo),3,102-112,,
0:19.0,,,102-112,,Turnover by R. Rubio (lost ball; steal by R. Rondo)
0:15.0,D. Collison makes 2-pt shot from 1 ft (assist by R. Rondo),2,104-112,,
0:12.0,Personal foul by R. Rondo,,104-112,,
0:12.0,,,104-112,,Z. LaVine misses free throw 1 of 2
0:12.0,,,104-112,,Offensive rebound by Team
0:12.0,,,104-113,1,Z. LaVine makes free throw 2 of 2
0:02.0,D. Collison misses 3-pt shot from 23 ft,,104-113,,
0:01.0,,,104-113,,Defensive rebound by R. Rubio
0:00.0,End of 4th quarter,,,,End of 4th quarter
