time,Boston,pts.away,score,pts.home,Detroit
4:12.0,E. Turner misses 2-pt shot from 13 ft,,86-75,,
4:12.0,,,86-75,,Defensive rebound by A. Drummond
3:55.0,,,86-77,2,M. Morris makes 2-pt shot from 18 ft
3:39.0,Turnover by A. Johnson (bad pass; steal by A. Drummond),,86-77,,
3:39.0,Personal foul by K. Olynyk (drawn by R. Jackson),,86-77,,
3:39.0,Official timeout,,86-77,,
3:39.0,A. Bradley enters the game for A. Johnson,,86-77,,
3:39.0,Personal take foul by K. Olynyk (drawn by R. Jackson),,86-77,,
3:39.0,,,86-78,1,A. Drummond makes free throw 1 of 2
3:39.0,J. Sullinger enters the game for K. Olynyk,,86-78,,
3:39.0,,,86-78,,A. Drummond misses free throw 2 of 2
3:38.0,Defensive rebound by J. Sullinger,,86-78,,
3:24.0,J. Crowder makes 2-pt shot from 10 ft (assist by J. Sullinger),2,88-78,,
3:24.0,Shooting foul by E. Ilyasova (drawn by J. Crowder),,88-78,,
3:24.0,,,88-78,,A. Baynes enters the game for A. Drummond
3:24.0,,,88-78,,S. Johnson enters the game for E. Ilyasova
3:24.0,J. Crowder makes free throw 1 of 1,1,89-78,,
2:59.0,,,89-80,2,M. Morris makes 2-pt shot at rim
2:38.0,J. Crowder makes 2-pt shot from 7 ft (assist by I. Thomas),2,91-80,,
2:27.0,,,91-80,,R. Jackson misses 3-pt shot from 22 ft
2:27.0,,,91-80,,Offensive rebound by S. Johnson
2:27.0,,,91-80,,Detroit full timeout
2:21.0,,,91-80,,K. Caldwell-Pope misses 2-pt shot from 19 ft
2:20.0,,,91-80,,Offensive rebound by A. Baynes
2:09.0,,,91-82,2,M. Morris makes 2-pt shot from 1 ft
1:43.0,A. Bradley misses 3-pt shot from 24 ft,,91-82,,
1:43.0,Offensive rebound by J. Crowder,,91-82,,
1:27.0,Boston full timeout,,91-82,,
1:27.0,,,91-82,,A. Drummond enters the game for A. Baynes
1:21.0,I. Thomas misses 3-pt shot from 26 ft,,91-82,,
1:21.0,Offensive rebound by Team,,91-82,,
1:12.0,,,91-82,,Personal foul by K. Caldwell-Pope (drawn by I. Thomas)
1:12.0,I. Thomas makes free throw 1 of 2,1,92-82,,
1:12.0,A. Johnson enters the game for J. Sullinger,,92-82,,
1:12.0,I. Thomas misses free throw 2 of 2,,92-82,,
1:11.0,,,92-82,,Defensive rebound by A. Drummond
1:11.0,,,92-82,,Detroit full timeout
1:11.0,,,92-82,,S. Blake enters the game for A. Drummond
1:09.0,,,92-82,,Shooting foul by I. Thomas (drawn by R. Jackson)
1:09.0,,,92-83,1,R. Jackson makes free throw 1 of 3
1:09.0,,,92-84,1,R. Jackson makes free throw 2 of 3
1:09.0,,,92-84,,A. Drummond enters the game for S. Blake
1:09.0,J. Sullinger enters the game for A. Johnson,,92-84,,
1:09.0,,,92-85,1,R. Jackson makes free throw 3 of 3
1:07.0,,,92-85,,Personal foul by R. Jackson (drawn by E. Turner)
1:07.0,E. Turner makes free throw 1 of 2,1,93-85,,
1:07.0,J. Jerebko enters the game for I. Thomas,,93-85,,
1:07.0,E. Turner misses free throw 2 of 2,,93-85,,
1:07.0,,,93-85,,Defensive rebound by A. Drummond
1:07.0,,,93-85,,Detroit full timeout
1:07.0,I. Thomas enters the game for J. Sullinger,,93-85,,
1:07.0,,,93-85,,S. Blake enters the game for A. Drummond
1:03.0,,,93-85,,K. Caldwell-Pope misses 3-pt shot from 23 ft
1:03.0,,,93-85,,Offensive rebound by R. Jackson
1:01.0,,,93-88,3,S. Johnson makes 3-pt shot from 26 ft (assist by R. Jackson)
1:01.0,Boston full timeout,,93-88,,
1:01.0,,,93-88,,A. Drummond enters the game for S. Blake
1:01.0,J. Sullinger enters the game for J. Jerebko,,93-88,,
0:58.0,Shooting foul by R. Jackson (drawn by I. Thomas),,93-88,,
0:58.0,I. Thomas makes free throw 1 of 2,1,94-88,,
0:58.0,J. Jerebko enters the game for J. Sullinger,,94-88,,
0:58.0,I. Thomas makes free throw 2 of 2,1,95-88,,
0:48.0,,,95-88,,K. Caldwell-Pope misses 3-pt shot from 26 ft
0:48.0,,,95-88,,Offensive rebound by A. Drummond
0:38.0,Personal foul by A. Bradley (drawn by R. Jackson),,95-88,,
0:38.0,,,95-89,1,R. Jackson makes free throw 1 of 2
0:38.0,J. Sullinger enters the game for J. Jerebko,,95-89,,
0:38.0,,,95-90,1,R. Jackson makes free throw 2 of 2
0:36.0,Offensive foul by E. Turner,,95-90,,
0:36.0,Turnover by E. Turner (offensive foul),,95-90,,
0:36.0,J. Jerebko enters the game for J. Sullinger,,95-90,,
0:36.0,,,95-90,,S. Blake enters the game for A. Drummond
0:32.0,,,95-93,3,R. Jackson makes 3-pt shot from 25 ft (assist by S. Blake)
0:11.0,J. Jerebko makes 2-pt shot from 17 ft,2,97-93,,
0:11.0,,,97-93,,Detroit full timeout
0:11.0,,,97-93,,A. Drummond enters the game for S. Johnson
0:07.0,,,97-93,,K. Caldwell-Pope misses 3-pt shot from 26 ft
0:06.0,,,97-93,,Offensive rebound by Team
0:06.0,J. Sullinger enters the game for I. Thomas,,97-93,,
0:06.0,,,97-93,,E. Ilyasova enters the game for S. Blake
0:05.0,,,97-93,,Turnover by M. Morris (bad pass)
0:05.0,I. Thomas enters the game for J. Sullinger,,97-93,,
0:05.0,,,97-93,,S. Johnson enters the game for A. Drummond
0:05.0,,,97-93,,S. Blake enters the game for R. Jackson
0:03.0,,,97-93,,Personal foul by M. Morris (drawn by I. Thomas)
0:03.0,I. Thomas makes free throw 1 of 2,1,98-93,,
0:03.0,,,98-93,,A. Drummond enters the game for M. Morris
0:03.0,,,98-93,,R. Jackson enters the game for S. Blake
0:03.0,I. Thomas makes free throw 2 of 2,1,99-93,,
0:02.0,,,99-93,,R. Jackson misses 3-pt shot from 39 ft
0:00.0,,,99-93,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
