time,Minnesota,pts.away,score,pts.home,Denver
7:58.0,,,83-71,2,N. Jokic makes 2-pt shot at rim
7:35.0,R. Rubio misses 3-pt shot from 23 ft,,83-71,,
7:34.0,,,83-71,,Defensive rebound by M. Miller
7:30.0,Personal take foul by K. Martin (drawn by N. Jokic),,83-71,,
7:30.0,A. Wiggins enters the game for S. Muhammad,,83-71,,
7:30.0,T. Prince enters the game for K. Martin,,83-71,,
7:13.0,,,83-71,,J. Nelson misses 2-pt shot from 16 ft
7:10.0,,,83-71,,Offensive rebound by D. Arthur
7:10.0,,,83-71,,D. Arthur misses 2-pt shot at rim
7:09.0,Defensive rebound by R. Rubio,,83-71,,
7:04.0,,,83-71,,Personal foul by W. Barton (drawn by A. Wiggins)
7:00.0,Turnover by R. Rubio (bad pass),,83-71,,
6:47.0,,,83-73,2,W. Barton makes 2-pt shot from 1 ft (assist by J. Nelson)
6:47.0,,,83-73,,Shooting foul by A. Wiggins (drawn by W. Barton)
6:47.0,Minnesota full timeout,,83-73,,
6:47.0,K. Garnett enters the game for N. Bjelica,,83-73,,
6:47.0,,,83-73,,W. Barton misses free throw 1 of 1
6:46.0,Defensive rebound by T. Prince,,83-73,,
6:32.0,A. Wiggins misses 2-pt shot from 1 ft (block by D. Arthur),,83-73,,
6:32.0,Offensive rebound by Team,,83-73,,
6:21.0,K. Towns misses 2-pt shot from 16 ft,,83-73,,
6:19.0,,,83-73,,Defensive rebound by N. Jokic
5:55.0,,,83-73,,J. Nelson misses 2-pt shot from 11 ft (block by K. Towns)
5:54.0,Defensive rebound by K. Garnett,,83-73,,
5:51.0,,,83-73,,Personal foul by D. Arthur (drawn by K. Towns)
5:37.0,K. Towns misses 2-pt shot from 3 ft,,83-73,,
5:36.0,,,83-73,,Defensive rebound by W. Barton
5:27.0,,,83-73,,N. Jokic misses 2-pt shot from 5 ft
5:25.0,,,83-73,,Offensive rebound by N. Jokic
5:25.0,,,83-73,,N. Jokic misses 2-pt shot from 1 ft
5:22.0,,,83-73,,Offensive rebound by N. Jokic
5:22.0,,,83-73,,Turnover by N. Jokic (lost ball; steal by R. Rubio)
5:03.0,K. Garnett misses 2-pt shot from 16 ft,,83-73,,
5:03.0,,,83-73,,Defensive rebound by N. Jokic
4:57.0,,,83-73,,Turnover by J. Nelson (bad pass; steal by K. Garnett)
4:41.0,K. Towns makes 2-pt shot from 3 ft (assist by R. Rubio),2,85-73,,
4:41.0,Shooting foul by N. Jokic (drawn by K. Towns),,85-73,,
4:41.0,K. Towns misses free throw 1 of 1,,85-73,,
4:41.0,,,85-73,,Defensive rebound by J. Nelson
4:37.0,,,85-73,,Denver full timeout
4:37.0,,,85-73,,E. Mudiay enters the game for J. Nelson
4:37.0,,,85-73,,D. Gallinari enters the game for N. Jokic
4:37.0,,,85-73,,K. Faried enters the game for M. Miller
4:27.0,,,85-73,,D. Arthur misses 3-pt shot from 23 ft
4:26.0,Defensive rebound by K. Towns,,85-73,,
4:06.0,R. Rubio makes 2-pt shot from 22 ft (assist by K. Towns),2,87-73,,
3:48.0,,,87-73,,E. Mudiay misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by K. Garnett,,87-73,,
3:30.0,Shooting foul by D. Arthur (drawn by R. Rubio),,87-73,,
3:30.0,R. Rubio misses free throw 1 of 2,,87-73,,
3:30.0,Offensive rebound by Team,,87-73,,
3:30.0,R. Rubio makes free throw 2 of 2,1,88-73,,
3:24.0,Personal foul by R. Rubio (drawn by E. Mudiay),,88-73,,
3:24.0,,,88-73,,E. Mudiay misses free throw 1 of 2
3:24.0,,,88-73,,Offensive rebound by Team
3:24.0,,,88-73,,G. Harris enters the game for D. Arthur
3:24.0,,,88-74,1,E. Mudiay makes free throw 2 of 2
3:11.0,K. Towns misses 2-pt shot from 19 ft,,88-74,,
3:11.0,,,88-74,,Defensive rebound by W. Barton
2:59.0,,,88-76,2,E. Mudiay makes 2-pt shot from 4 ft
2:35.0,A. Wiggins makes 2-pt shot from 18 ft,2,90-76,,
2:35.0,Shooting foul by W. Barton (drawn by A. Wiggins),,90-76,,
2:35.0,,,90-76,,Technical foul by W. Barton (drawn by A. Wiggins)
2:35.0,Technical foul by A. Wiggins,,90-76,,
2:35.0,A. Wiggins makes free throw 1 of 1,1,91-76,,
2:20.0,,,91-76,,W. Barton misses 2-pt shot from 1 ft
2:19.0,,,91-76,,Offensive rebound by W. Barton
2:19.0,,,91-76,,W. Barton misses 2-pt shot from 1 ft
2:17.0,,,91-76,,Offensive rebound by K. Faried
2:17.0,,,91-76,,K. Faried misses 2-pt shot from 2 ft
2:17.0,,,91-76,,Offensive rebound by Team
2:05.0,,,91-76,,W. Barton misses 2-pt shot from 5 ft
2:04.0,,,91-76,,Offensive rebound by K. Faried
2:04.0,,,91-76,,Turnover by K. Faried (bad pass)
1:39.0,R. Rubio misses 2-pt shot from 20 ft,,91-76,,
1:38.0,,,91-76,,Defensive rebound by K. Faried
1:32.0,,,91-76,,Offensive charge foul by E. Mudiay
1:32.0,,,91-76,,Turnover by E. Mudiay (offensive foul)
1:32.0,K. Martin enters the game for K. Garnett,,91-76,,
1:32.0,N. Bjelica enters the game for K. Towns,,91-76,,
1:32.0,,,91-76,,E. Green enters the game for E. Mudiay
1:32.0,,,91-76,,N. Jokic enters the game for K. Faried
1:32.0,,,91-76,,D. Arthur enters the game for D. Gallinari
1:11.0,K. Martin makes 2-pt shot from 10 ft (assist by R. Rubio),2,93-76,,
1:00.0,,,93-78,2,N. Jokic makes 2-pt shot from 1 ft (assist by G. Harris)
0:39.0,T. Prince makes 2-pt shot from 15 ft,2,95-78,,
0:26.0,,,95-78,,G. Harris misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by A. Wiggins,,95-78,,
0:01.0,Turnover by Team (shot clock),,95-78,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
