time,Brooklyn,pts.away,score,pts.home,New York
1:23.0,Defensive rebound by H. Sims,,84-105,,
1:19.0,Shooting foul by K. Seraphin (drawn by M. Brown),,84-105,,
1:19.0,M. Brown makes 2-pt shot from 1 ft (assist by W. Ellington),2,86-105,,
1:19.0,,,86-105,,Technical foul by K. Seraphin
1:19.0,M. Brown makes technical free throw,1,87-105,,
1:19.0,M. Brown misses free throw 1 of 1,,87-105,,
1:18.0,,,87-105,,Defensive rebound by K. Seraphin
1:06.0,,,87-105,,J. Grant misses 2-pt shot from 14 ft
1:04.0,Defensive rebound by S. Kilpatrick,,87-105,,
1:00.0,S. Kilpatrick makes 2-pt shot at rim,2,89-105,,
0:47.0,,,89-105,,C. Early misses 2-pt shot from 20 ft
0:44.0,Defensive rebound by C. McCullough,,89-105,,
0:37.0,C. McCullough misses 3-pt shot from 25 ft,,89-105,,
0:35.0,,,89-105,,Defensive rebound by K. O'Quinn
0:12.0,,,89-105,,K. Seraphin misses 3-pt shot from 25 ft
0:10.0,Defensive rebound by S. Kilpatrick,,89-105,,
0:05.0,S. Kilpatrick misses 3-pt shot from 25 ft,,89-105,,
0:01.0,Offensive rebound by Team,,89-105,,
0:00.0,M. Brown makes 2-pt shot from 1 ft (assist by S. Kilpatrick),2,91-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
