time,Portland,pts.away,score,pts.home,Golden State
4:46.0,,,101-120,,Shooting foul by N. Vonleh (drawn by D. Green)
4:46.0,,,101-121,1,D. Green makes free throw 1 of 1
4:27.0,M. Leonard misses 2-pt shot from 6 ft,,101-121,,
4:27.0,Offensive rebound by Team,,101-121,,
4:24.0,A. Crabbe misses 2-pt shot from 16 ft,,101-121,,
4:23.0,Offensive rebound by P. Connaughton,,101-121,,
4:19.0,B. Roberts makes 3-pt shot from 28 ft (assist by P. Connaughton),3,104-121,,
4:02.0,,,104-121,,Shooting foul by M. Leonard (drawn by M. Speights)
4:02.0,,,104-121,,M. Speights misses free throw 1 of 2
4:02.0,,,104-121,,Offensive rebound by Team
4:02.0,,,104-121,,L. Barbosa enters the game for K. Thompson
4:02.0,,,104-122,1,M. Speights makes free throw 2 of 2
3:48.0,Shooting foul by H. Barnes (drawn by N. Vonleh),,104-122,,
3:48.0,N. Vonleh misses free throw 1 of 2,,104-122,,
3:48.0,Offensive rebound by Team,,104-122,,
3:48.0,N. Vonleh misses free throw 2 of 2,,104-122,,
3:47.0,,,104-122,,Defensive rebound by D. Green
3:39.0,Personal foul by N. Vonleh,,104-122,,
3:39.0,,,104-123,1,D. Green makes free throw 1 of 2
3:39.0,,,104-123,,I. Clark enters the game for S. Curry
3:39.0,,,104-124,1,D. Green makes free throw 2 of 2
3:15.0,M. Leonard misses 2-pt shot from 13 ft,,104-124,,
3:14.0,,,104-124,,Defensive rebound by I. Clark
3:01.0,,,104-124,,L. Barbosa misses 3-pt shot from 25 ft
3:00.0,Defensive rebound by N. Vonleh,,104-124,,
2:44.0,A. Crabbe makes 2-pt shot from 6 ft,2,106-124,,
2:44.0,,,106-124,,Golden State full timeout
2:44.0,,,106-124,,B. Rush enters the game for H. Barnes
2:44.0,,,106-124,,J. McAdoo enters the game for D. Green
2:31.0,,,106-124,,I. Clark misses 2-pt shot from 1 ft
2:30.0,Defensive rebound by N. Vonleh,,106-124,,
2:20.0,B. Roberts misses 2-pt shot from 7 ft,,106-124,,
2:19.0,,,106-124,,Defensive rebound by I. Clark
2:05.0,Personal foul by M. Leonard,,106-124,,
2:05.0,,,106-125,1,I. Clark makes free throw 1 of 2
2:05.0,,,106-126,1,I. Clark makes free throw 2 of 2
1:51.0,,,106-126,,Personal foul by I. Clark
1:51.0,A. Crabbe makes free throw 1 of 2,1,107-126,,
1:51.0,A. Crabbe makes free throw 2 of 2,1,108-126,,
1:31.0,,,108-128,2,I. Clark makes 2-pt shot from 10 ft
1:16.0,P. Connaughton makes 2-pt shot from 2 ft,2,110-128,,
1:00.0,,,110-128,,I. Clark misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by M. Leonard,,110-128,,
0:46.0,N. Vonleh misses 2-pt shot from 3 ft,,110-128,,
0:45.0,,,110-128,,Defensive rebound by J. McAdoo
0:35.0,,,110-128,,M. Speights misses 3-pt shot from 28 ft
0:35.0,Defensive rebound by M. Leonard,,110-128,,
0:19.0,Shooting foul by M. Speights (drawn by M. Leonard),,110-128,,
0:19.0,M. Leonard makes free throw 1 of 2,1,111-128,,
0:19.0,M. Leonard makes free throw 2 of 2,1,112-128,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
