time,Chicago,pts.away,score,pts.home,Miami
0:59.0,,,92-101,3,J. Richardson makes 3-pt shot from 23 ft (assist by L. Deng)
0:45.0,,,92-101,,Personal foul by J. Richardson
0:45.0,P. Gasol makes free throw 1 of 2,1,93-101,,
0:45.0,B. Portis enters the game for D. McDermott,,93-101,,
0:45.0,P. Gasol makes free throw 2 of 2,1,94-101,,
0:28.0,,,94-104,3,J. Johnson makes 3-pt shot from 23 ft (assist by D. Wade)
0:28.0,Chicago full timeout,,94-104,,
0:28.0,D. McDermott enters the game for B. Portis,,94-104,,
0:25.0,,,94-104,,Shooting block foul by H. Whiteside (drawn by J. Butler)
0:25.0,,,94-104,,J. Winslow enters the game for H. Whiteside
0:25.0,B. Portis enters the game for P. Gasol,,94-104,,
0:25.0,J. Butler makes free throw 1 of 2,1,95-104,,
0:25.0,J. Butler makes free throw 2 of 2,1,96-104,,
0:24.0,Personal foul by B. Portis,,96-104,,
0:24.0,,,96-105,1,D. Wade makes free throw 1 of 2
0:24.0,,,96-106,1,D. Wade makes free throw 2 of 2
0:12.0,B. Portis makes 2-pt shot at rim (assist by D. Rose),2,98-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
