time,Miami,pts.away,score,pts.home,New York
2:40.0,U. Haslem enters the game for J. McRoberts,,94-76,,
2:40.0,,,94-76,,K. O'Quinn enters the game for C. Anthony
2:40.0,,,94-76,,K. Seraphin enters the game for K. Porzingis
2:40.0,,,94-76,,D. Williams enters the game for R. Lopez
2:40.0,,,94-76,,J. Grant enters the game for J. Calderon
2:30.0,T. Johnson misses 2-pt shot from 7 ft,,94-76,,
2:28.0,,,94-76,,Defensive rebound by K. O'Quinn
2:15.0,,,94-76,,L. Galloway misses 2-pt shot from 1 ft (block by H. Whiteside)
2:13.0,Defensive rebound by J. Winslow,,94-76,,
1:53.0,Turnover by T. Johnson (bad pass; steal by K. O'Quinn),,94-76,,
1:48.0,Personal foul by J. Winslow (drawn by J. Grant),,94-76,,
1:48.0,B. Udrih enters the game for T. Johnson,,94-76,,
1:48.0,J. Richardson enters the game for H. Whiteside,,94-76,,
1:34.0,,,94-76,,K. Seraphin misses 2-pt shot from 7 ft
1:32.0,Defensive rebound by J. Winslow,,94-76,,
1:15.0,J. Winslow misses 3-pt shot from 25 ft,,94-76,,
1:13.0,,,94-76,,Defensive rebound by D. Williams
1:00.0,,,94-76,,L. Galloway misses 3-pt shot from 23 ft
0:59.0,Defensive rebound by J. Richardson,,94-76,,
0:39.0,J. Richardson makes 3-pt shot from 23 ft (assist by J. Winslow),3,97-76,,
0:32.0,,,97-78,2,J. Grant makes 2-pt shot from 1 ft
0:09.0,J. Richardson misses 3-pt shot from 25 ft,,97-78,,
0:07.0,,,97-78,,Defensive rebound by L. Galloway
0:01.0,,,97-78,,K. Seraphin misses 2-pt shot from 2 ft
0:00.0,,,97-78,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
