time,Toronto,pts.away,score,pts.home,Boston
11:44.0,,,84-75,,Offensive rebound by J. Jerebko
11:37.0,,,84-75,,K. Olynyk misses 3-pt shot from 25 ft
11:36.0,Defensive rebound by B. Biyombo,,84-75,,
11:18.0,T. Ross makes 2-pt shot from 7 ft,2,86-75,,
11:11.0,,,86-77,2,E. Turner makes 2-pt shot from 13 ft (assist by I. Thomas)
10:45.0,T. Ross makes 2-pt shot from 13 ft,2,88-77,,
10:37.0,,,88-77,,J. Jerebko misses 3-pt shot from 24 ft
10:36.0,Defensive rebound by J. Johnson,,88-77,,
10:17.0,T. Ross makes 2-pt shot from 14 ft,2,90-77,,
10:04.0,,,90-77,,E. Turner misses 2-pt shot from 16 ft
10:03.0,Defensive rebound by T. Ross,,90-77,,
9:53.0,T. Ross misses 3-pt shot from 25 ft,,90-77,,
9:52.0,,,90-77,,Defensive rebound by J. Crowder
9:44.0,,,90-77,,Turnover by E. Turner (bad pass)
9:44.0,,,90-77,,A. Bradley enters the game for I. Thomas
9:26.0,B. Biyombo makes 2-pt shot from 5 ft (assist by C. Joseph),2,92-77,,
9:09.0,,,92-79,2,K. Olynyk makes 2-pt shot from 1 ft (assist by J. Crowder)
8:53.0,Turnover by T. Ross (lost ball; steal by K. Olynyk),,92-79,,
8:47.0,Shooting block foul by B. Biyombo (drawn by K. Olynyk),,92-79,,
8:47.0,Official timeout,,92-79,,
8:47.0,,,92-79,,M. Smart enters the game for J. Jerebko
8:47.0,J. Valanciunas enters the game for B. Biyombo,,92-79,,
8:47.0,,,92-80,1,K. Olynyk makes free throw 1 of 2
8:47.0,,,92-80,,K. Olynyk misses free throw 2 of 2
8:46.0,Defensive rebound by J. Valanciunas,,92-80,,
8:23.0,C. Joseph misses 2-pt shot from 14 ft,,92-80,,
8:22.0,,,92-80,,Defensive rebound by M. Smart
8:17.0,,,92-82,2,K. Olynyk makes 2-pt shot at rim (assist by M. Smart)
7:57.0,T. Ross makes 2-pt shot from 9 ft (assist by C. Joseph),2,94-82,,
7:41.0,,,94-82,,A. Bradley misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by J. Valanciunas,,94-82,,
7:18.0,J. Valanciunas makes 2-pt shot from 6 ft,2,96-82,,
7:05.0,Personal foul by P. Patterson (drawn by K. Olynyk),,96-82,,
7:05.0,L. Scola enters the game for J. Valanciunas,,96-82,,
7:05.0,,,96-82,,T. Zeller enters the game for K. Olynyk
7:05.0,D. DeRozan enters the game for J. Johnson,,96-82,,
6:53.0,,,96-84,2,E. Turner makes 2-pt shot from 6 ft
6:27.0,C. Joseph makes 2-pt shot from 10 ft,2,98-84,,
6:13.0,Personal foul by C. Joseph (drawn by M. Smart),,98-84,,
6:13.0,J. Valanciunas enters the game for L. Scola,,98-84,,
6:08.0,,,98-84,,E. Turner misses 2-pt shot from 8 ft
6:07.0,Defensive rebound by T. Ross,,98-84,,
5:51.0,T. Ross makes 3-pt shot from 26 ft (assist by D. DeRozan),3,101-84,,
5:50.0,,,101-84,,Boston full timeout
5:50.0,K. Lowry enters the game for C. Joseph,,101-84,,
5:32.0,,,101-86,2,T. Zeller makes 2-pt shot from 2 ft (assist by E. Turner)
5:14.0,D. DeRozan makes 2-pt shot from 11 ft (assist by K. Lowry),2,103-86,,
5:01.0,,,103-88,2,J. Crowder makes 2-pt shot from 18 ft
4:39.0,T. Ross makes 2-pt shot from 15 ft (assist by J. Valanciunas),2,105-88,,
4:28.0,,,105-88,,M. Smart misses 2-pt shot from 6 ft
4:27.0,Defensive rebound by J. Valanciunas,,105-88,,
4:05.0,D. DeRozan makes 2-pt shot from 17 ft,2,107-88,,
3:54.0,,,107-88,,Shooting foul by P. Patterson (drawn by J. Crowder)
3:54.0,,,107-89,1,J. Crowder makes free throw 1 of 2
3:54.0,,,107-89,,I. Thomas enters the game for M. Smart
3:54.0,,,107-89,,J. Sullinger enters the game for T. Zeller
3:54.0,D. Carroll enters the game for P. Patterson,,107-89,,
3:54.0,,,107-90,1,J. Crowder makes free throw 2 of 2
3:39.0,Turnover by J. Valanciunas (bad pass),,107-90,,
3:35.0,,,107-90,,Shooting foul by D. Carroll (drawn by J. Crowder)
3:35.0,,,107-91,1,J. Crowder makes free throw 1 of 3
3:35.0,,,107-92,1,J. Crowder makes free throw 2 of 3
3:35.0,,,107-93,1,J. Crowder makes free throw 3 of 3
3:22.0,Toronto full timeout,,107-93,,
3:10.0,D. DeRozan misses 2-pt shot from 11 ft,,107-93,,
3:09.0,,,107-93,,Defensive rebound by A. Bradley
2:54.0,,,107-93,,I. Thomas misses 3-pt shot from 23 ft
2:53.0,Defensive rebound by T. Ross,,107-93,,
2:50.0,,,107-93,,Personal take foul by I. Thomas (drawn by K. Lowry)
2:50.0,Violation by Team (delay of game),,107-93,,
2:33.0,J. Valanciunas misses 2-pt shot from 3 ft,,107-93,,
2:32.0,Offensive rebound by K. Lowry,,107-93,,
2:21.0,,,107-93,,Personal foul by J. Sullinger (drawn by K. Lowry)
2:21.0,,,107-93,,Personal foul by J. Crowder (drawn by J. Valanciunas)
2:21.0,Toronto full timeout,,107-93,,
2:19.0,Turnover by D. Carroll (bad pass; steal by I. Thomas),,107-93,,
2:17.0,,,107-93,,Shooting foul by K. Lowry (drawn by I. Thomas)
2:17.0,,,107-95,2,I. Thomas makes 2-pt shot at rim
2:17.0,,,107-96,1,I. Thomas makes free throw 1 of 1
2:10.0,,,107-96,,Personal foul by I. Thomas (drawn by K. Lowry)
2:10.0,C. Joseph enters the game for T. Ross,,107-96,,
2:06.0,,,107-96,,Personal foul by J. Sullinger (drawn by D. Carroll)
2:06.0,D. Carroll misses free throw 1 of 2,,107-96,,
2:06.0,Offensive rebound by Team,,107-96,,
2:06.0,D. Carroll makes free throw 2 of 2,1,108-96,,
1:54.0,,,108-99,3,A. Bradley makes 3-pt shot from 26 ft (assist by J. Sullinger)
1:33.0,K. Lowry misses 2-pt shot from 3 ft,,108-99,,
1:32.0,Offensive rebound by D. Carroll,,108-99,,
1:32.0,D. Carroll makes 2-pt shot at rim,2,110-99,,
1:27.0,Personal foul by C. Joseph (drawn by I. Thomas),,110-99,,
1:27.0,,,110-100,1,I. Thomas makes free throw 1 of 2
1:27.0,,,110-100,,M. Smart enters the game for J. Sullinger
1:27.0,P. Patterson enters the game for J. Valanciunas,,110-100,,
1:27.0,,,110-101,1,I. Thomas makes free throw 2 of 2
1:04.0,Shooting foul by A. Bradley (drawn by D. DeRozan),,110-101,,
1:04.0,D. DeRozan makes free throw 1 of 2,1,111-101,,
1:04.0,,,111-101,,J. Sullinger enters the game for M. Smart
1:04.0,B. Biyombo enters the game for P. Patterson,,111-101,,
1:04.0,D. DeRozan misses free throw 2 of 2,,111-101,,
1:03.0,,,111-101,,Defensive rebound by J. Sullinger
0:51.0,,,111-101,,A. Bradley misses 2-pt shot from 23 ft
0:50.0,Defensive rebound by D. DeRozan,,111-101,,
0:35.0,Turnover by D. DeRozan (lost ball; steal by J. Crowder),,111-101,,
0:29.0,,,111-101,,A. Bradley misses 3-pt shot from 25 ft (block by K. Lowry)
0:29.0,,,111-101,,Offensive rebound by Team
0:26.0,,,111-101,,Shooting foul by C. Joseph (drawn by A. Bradley)
0:26.0,,,111-102,1,A. Bradley makes free throw 1 of 2
0:26.0,P. Patterson enters the game for B. Biyombo,,111-102,,
0:26.0,,,111-102,,M. Smart enters the game for J. Sullinger
0:26.0,,,111-103,1,A. Bradley makes free throw 2 of 2
0:21.0,Turnover by K. Lowry (offensive foul),,111-103,,
0:21.0,Offensive foul by K. Lowry,,111-103,,
0:21.0,,,111-103,,J. Sullinger enters the game for M. Smart
0:21.0,B. Biyombo enters the game for P. Patterson,,111-103,,
0:16.0,,,111-103,,E. Turner misses 2-pt shot from 15 ft
0:14.0,Defensive rebound by B. Biyombo,,111-103,,
0:14.0,,,111-103,,Personal foul by J. Sullinger (drawn by B. Biyombo)
0:14.0,,,111-103,,M. Smart enters the game for J. Sullinger
0:14.0,B. Biyombo makes free throw 1 of 2,1,112-103,,
0:14.0,B. Biyombo makes free throw 2 of 2,1,113-103,,
0:09.0,,,113-103,,M. Smart misses 3-pt shot from 25 ft
0:08.0,,,113-103,,Offensive rebound by Team
0:05.0,,,113-103,,A. Bradley misses 3-pt shot from 26 ft
0:04.0,,,113-103,,Offensive rebound by J. Crowder
0:00.0,,,113-103,,J. Crowder misses 2-pt shot from 7 ft
0:00.0,,,113-103,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
