time,Toronto,pts.away,score,pts.home,Washington
3:05.0,,,89-80,1,O. Porter makes flagrant free throw 1 of 1
2:50.0,,,89-83,3,J. Wall makes 3-pt shot from 27 ft (assist by G. Temple)
2:26.0,C. Joseph makes 2-pt shot from 1 ft,2,91-83,,
2:13.0,,,91-85,2,R. Sessions makes 2-pt shot from 1 ft
1:50.0,D. DeRozan makes 2-pt shot from 17 ft,2,93-85,,
1:43.0,,,93-85,,J. Wall misses 2-pt shot from 5 ft (block by K. Lowry)
1:41.0,Defensive rebound by C. Joseph,,93-85,,
1:27.0,Offensive foul by J. Valanciunas,,93-85,,
1:27.0,Turnover by J. Valanciunas (offensive foul),,93-85,,
1:27.0,Toronto full timeout,,93-85,,
1:27.0,B. Biyombo enters the game for J. Valanciunas,,93-85,,
1:24.0,,,93-85,,J. Wall misses 2-pt shot from 3 ft (block by B. Biyombo)
1:23.0,Defensive rebound by K. Lowry,,93-85,,
1:01.0,Shooting foul by G. Temple (drawn by D. DeRozan),,93-85,,
1:01.0,D. DeRozan makes free throw 1 of 2,1,94-85,,
1:01.0,D. DeRozan makes free throw 2 of 2,1,95-85,,
1:01.0,,,95-85,,Washington full timeout
1:01.0,,,95-85,,G. Neal enters the game for G. Temple
0:53.0,,,95-85,,G. Neal misses 3-pt shot from 24 ft
0:51.0,Defensive rebound by D. DeRozan,,95-85,,
0:26.0,K. Lowry misses 2-pt shot from 11 ft,,95-85,,
0:24.0,,,95-85,,Defensive rebound by M. Gortat
0:17.0,,,95-88,3,J. Wall makes 3-pt shot from 28 ft
0:15.0,,,95-88,,Personal take foul by R. Sessions (drawn by C. Joseph)
0:15.0,C. Joseph makes free throw 1 of 2,1,96-88,,
0:15.0,C. Joseph makes free throw 2 of 2,1,97-88,,
0:15.0,,,97-88,,Washington full timeout
0:10.0,,,97-88,,J. Wall misses 3-pt shot from 27 ft
0:09.0,Defensive rebound by D. DeRozan,,97-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
