time,Boston,pts.away,score,pts.home,Orlando
1:57.0,A. Bradley misses 3-pt shot from 25 ft (block by A. Gordon),,97-106,,
1:57.0,Offensive rebound by Team,,97-106,,
1:57.0,K. Olynyk enters the game for A. Johnson,,97-106,,
1:54.0,Turnover by K. Olynyk (lost ball; steal by T. Harris),,97-106,,
1:50.0,,,97-108,2,A. Gordon makes 2-pt shot from 2 ft (assist by N. Vucevic)
1:43.0,I. Thomas makes 3-pt shot from 25 ft,3,100-108,,
1:29.0,,,100-108,,N. Vucevic misses 2-pt shot from 1 ft
1:29.0,,,100-108,,Offensive rebound by A. Gordon
1:29.0,,,100-110,2,A. Gordon makes 2-pt shot at rim
1:20.0,I. Thomas misses 3-pt shot from 24 ft,,100-110,,
1:18.0,Offensive rebound by K. Olynyk,,100-110,,
1:16.0,E. Turner misses 2-pt shot from 1 ft,,100-110,,
1:16.0,,,100-110,,Defensive rebound by Team
1:16.0,Loose ball foul by E. Turner (drawn by A. Gordon),,100-110,,
1:16.0,,,100-111,1,A. Gordon makes free throw 1 of 2
1:16.0,,,100-111,,J. Smith enters the game for N. Vucevic
1:16.0,,,100-111,,A. Gordon misses free throw 2 of 2
1:13.0,Defensive rebound by E. Turner,,100-111,,
1:09.0,E. Turner makes 2-pt shot from 6 ft,2,102-111,,
1:01.0,Personal foul by E. Turner (drawn by A. Gordon),,102-111,,
1:01.0,Technical foul by E. Turner (drawn by A. Gordon),,102-111,,
1:01.0,Technical foul by E. Turner (drawn by A. Gordon),,102-111,,
1:01.0,A. Johnson enters the game for E. Turner,,102-111,,
1:01.0,,,102-112,1,E. Fournier makes technical free throw
1:01.0,,,102-113,1,E. Fournier makes technical free throw
1:01.0,,,102-113,,A. Gordon misses free throw 1 of 2
1:01.0,,,102-113,,Offensive rebound by Team
1:01.0,,,102-113,,A. Gordon misses free throw 2 of 2
1:00.0,Defensive rebound by A. Johnson,,102-113,,
1:00.0,Boston full timeout,,102-113,,
0:55.0,Shooting foul by E. Fournier (drawn by A. Bradley),,102-113,,
0:55.0,A. Bradley makes free throw 1 of 2,1,103-113,,
0:55.0,A. Bradley makes free throw 2 of 2,1,104-113,,
0:55.0,Loose ball foul by I. Thomas (drawn by A. Gordon),,104-113,,
0:55.0,,,104-113,,A. Gordon misses free throw 1 of 2
0:55.0,,,104-113,,Offensive rebound by Team
0:55.0,,,104-114,1,A. Gordon makes free throw 2 of 2
0:55.0,Boston full timeout,,104-114,,
0:50.0,A. Bradley misses 3-pt shot from 25 ft,,104-114,,
0:48.0,,,104-114,,Defensive rebound by A. Gordon
0:43.0,,,104-114,,Turnover by V. Oladipo (lost ball; steal by A. Bradley)
0:41.0,A. Bradley makes 2-pt shot from 2 ft,2,106-114,,
0:41.0,,,106-114,,Orlando full timeout
0:41.0,J. Crowder enters the game for A. Johnson,,106-114,,
0:41.0,J. Jerebko enters the game for K. Olynyk,,106-114,,
0:41.0,,,106-114,,N. Vucevic enters the game for J. Smith
0:39.0,Personal take foul by I. Thomas (drawn by N. Vucevic),,106-114,,
0:39.0,,,106-114,,N. Vucevic misses free throw 1 of 2
0:39.0,,,106-114,,Offensive rebound by Team
0:39.0,,,106-115,1,N. Vucevic makes free throw 2 of 2
0:29.0,I. Thomas misses 3-pt shot from 24 ft,,106-115,,
0:28.0,Offensive rebound by J. Jerebko,,106-115,,
0:28.0,,,106-115,,Personal foul by N. Vucevic (drawn by J. Jerebko)
0:28.0,J. Jerebko makes free throw 1 of 2,1,107-115,,
0:28.0,J. Jerebko misses free throw 2 of 2,,107-115,,
0:27.0,,,107-115,,Defensive rebound by N. Vucevic
0:24.0,Personal foul by I. Thomas (drawn by E. Fournier),,107-115,,
0:24.0,K. Olynyk enters the game for I. Thomas,,107-115,,
0:24.0,,,107-115,,E. Fournier misses free throw 1 of 2
0:24.0,,,107-115,,Offensive rebound by Team
0:24.0,,,107-116,1,E. Fournier makes free throw 2 of 2
0:19.0,M. Smart makes 3-pt shot from 24 ft,3,110-116,,
0:18.0,Personal take foul by J. Jerebko (drawn by E. Fournier),,110-116,,
0:18.0,A. Johnson enters the game for J. Jerebko,,110-116,,
0:18.0,,,110-116,,E. Fournier misses free throw 1 of 2
0:18.0,,,110-116,,Offensive rebound by Team
0:18.0,,,110-117,1,E. Fournier makes free throw 2 of 2
0:15.0,M. Smart makes 3-pt shot from 25 ft,3,113-117,,
0:15.0,,,113-117,,Shooting block foul by V. Oladipo (drawn by M. Smart)
0:15.0,M. Smart makes free throw 1 of 1,1,114-117,,
0:15.0,,,114-117,,Orlando full timeout
0:13.0,Personal take foul by A. Johnson (drawn by N. Vucevic),,114-117,,
0:13.0,,,114-118,1,N. Vucevic makes free throw 1 of 2
0:13.0,J. Young enters the game for A. Johnson,,114-118,,
0:13.0,,,114-119,1,N. Vucevic makes free throw 2 of 2
0:06.0,K. Olynyk misses 3-pt shot from 25 ft (block by N. Vucevic),,114-119,,
0:04.0,,,114-119,,Defensive rebound by T. Harris
0:00.0,,,114-119,,V. Oladipo misses 3-pt shot from 33 ft
0:00.0,,,114-119,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
