time,LA Clippers,pts.away,score,pts.home,Oklahoma City
2:25.0,Turnover by J. Crawford (lost ball),,101-116,,
2:25.0,A. Rivers enters the game for D. Jordan,,101-116,,
2:25.0,P. Prigioni enters the game for J. Redick,,101-116,,
2:25.0,C. Aldrich enters the game for C. Paul,,101-116,,
2:25.0,W. Johnson enters the game for J. Crawford,,101-116,,
2:07.0,,,101-116,,S. Ibaka misses 2-pt shot from 16 ft
2:06.0,,,101-116,,Offensive rebound by S. Adams
2:03.0,,,101-116,,S. Adams misses 2-pt shot from 1 ft
2:03.0,,,101-116,,Offensive rebound by R. Westbrook
2:00.0,,,101-118,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
1:47.0,J. Green makes 2-pt shot from 4 ft,2,103-118,,
1:33.0,,,103-120,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
1:18.0,J. Green makes 3-pt shot from 24 ft (assist by W. Johnson),3,106-120,,
1:01.0,,,106-120,,S. Ibaka misses 2-pt shot from 20 ft
1:00.0,Defensive rebound by W. Johnson,,106-120,,
0:58.0,,,106-120,,Personal take foul by R. Westbrook
0:58.0,A. Rivers makes free throw 1 of 2,1,107-120,,
0:58.0,,,107-120,,M. McGary enters the game for K. Durant
0:58.0,,,107-120,,N. Mohammed enters the game for S. Ibaka
0:58.0,,,107-120,,K. Singler enters the game for S. Adams
0:58.0,,,107-120,,C. Payne enters the game for R. Westbrook
0:58.0,A. Stepheson enters the game for J. Green,,107-120,,
0:58.0,A. Rivers makes free throw 2 of 2,1,108-120,,
0:46.0,,,108-120,,M. McGary misses 3-pt shot from 22 ft
0:46.0,Defensive rebound by C. Aldrich,,108-120,,
0:31.0,A. Rivers misses 2-pt shot from 18 ft,,108-120,,
0:30.0,,,108-120,,Defensive rebound by Team
0:16.0,,,108-120,,C. Payne misses 2-pt shot from 18 ft
0:16.0,Defensive rebound by C. Aldrich,,108-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
