time,New Orleans,pts.away,score,pts.home,Memphis
0:35.0,A. Gee enters the game for N. Cole,,97-100,,
0:35.0,D. Cunningham enters the game for R. Anderson,,97-100,,
0:35.0,,,97-100,,M. Conley enters the game for T. Allen
0:14.0,,,97-100,,C. Lee misses 3-pt shot from 22 ft
0:13.0,,,97-100,,Offensive rebound by M. Gasol
0:13.0,Loose ball foul by A. Gee (drawn by M. Gasol),,97-100,,
0:13.0,,,97-100,,M. Gasol misses free throw 1 of 2
0:13.0,,,97-100,,Offensive rebound by Team
0:13.0,,,97-100,,T. Allen enters the game for M. Conley
0:13.0,,,97-100,,M. Gasol misses free throw 2 of 2
0:12.0,Defensive rebound by A. Davis,,97-100,,
0:12.0,New Orleans full timeout,,97-100,,
0:12.0,,,97-100,,M. Conley enters the game for C. Lee
0:12.0,R. Anderson enters the game for D. Cunningham,,97-100,,
0:12.0,N. Cole enters the game for A. Gee,,97-100,,
0:05.0,J. Holiday makes 2-pt shot from 1 ft (assist by E. Gordon),2,99-100,,
0:05.0,,,99-100,,Memphis full timeout
0:05.0,D. Cunningham enters the game for N. Cole,,99-100,,
0:05.0,A. Gee enters the game for R. Anderson,,99-100,,
0:05.0,,,99-100,,C. Lee enters the game for T. Allen
0:04.0,Personal take foul by E. Gordon (drawn by C. Lee),,99-100,,
0:04.0,,,99-101,1,C. Lee makes free throw 1 of 2
0:04.0,,,99-101,,T. Allen enters the game for M. Conley
0:04.0,,,99-101,,C. Lee misses free throw 2 of 2
0:03.0,,,99-101,,Offensive rebound by M. Gasol
0:00.0,End of 4th quarter,,,,End of 4th quarter
