time,Cleveland,pts.away,score,pts.home,Orlando
1:10.0,Shooting foul by J. Smith (drawn by T. Thompson),,107-100,,
1:10.0,T. Thompson misses free throw 1 of 2,,107-100,,
1:10.0,Offensive rebound by Team,,107-100,,
1:10.0,,,107-100,,E. Ilyasova enters the game for J. Smith
1:10.0,T. Thompson misses free throw 2 of 2,,107-100,,
1:10.0,,,107-100,,Defensive rebound by A. Gordon
1:10.0,,,107-100,,Orlando full timeout
1:10.0,I. Shumpert enters the game for C. Frye,,107-100,,
1:03.0,,,107-103,3,V. Oladipo makes 3-pt shot from 25 ft
0:48.0,L. James misses 3-pt shot from 24 ft,,107-103,,
0:47.0,Offensive rebound by I. Shumpert,,107-103,,
0:25.0,Shooting foul by E. Fournier (drawn by L. James),,107-103,,
0:25.0,,,107-103,,M. Hezonja enters the game for E. Fournier
0:25.0,L. James makes free throw 1 of 2,1,108-103,,
0:25.0,L. James makes free throw 2 of 2,1,109-103,,
0:25.0,,,109-103,,Orlando full timeout
0:12.0,,,109-103,,V. Oladipo misses 2-pt shot at rim
0:10.0,,,109-103,,Offensive rebound by E. Ilyasova
0:07.0,,,109-103,,E. Ilyasova misses 2-pt shot from 20 ft
0:07.0,Defensive rebound by T. Thompson,,109-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
