time,Washington,pts.away,score,pts.home,Indiana
4:16.0,,,107-89,,Shooting foul by N. Hilario (drawn by C. Miles)
4:16.0,,,107-90,1,C. Miles makes free throw 1 of 2
4:16.0,,,107-90,,S. Hill enters the game for I. Mahinmi
4:16.0,,,107-91,1,C. Miles makes free throw 2 of 2
4:00.0,Turnover by B. Beal (lost ball; steal by P. George),,107-91,,
3:54.0,,,107-91,,G. Hill misses 3-pt shot from 23 ft
3:53.0,Defensive rebound by R. Sessions,,107-91,,
3:47.0,B. Beal misses 3-pt shot from 25 ft,,107-91,,
3:46.0,Offensive rebound by J. Wall,,107-91,,
3:30.0,J. Wall makes 2-pt shot from 1 ft,2,109-91,,
3:19.0,,,109-91,,Turnover by P. George (bad pass; steal by R. Sessions)
3:13.0,,,109-91,,Personal take foul by P. George (drawn by J. Wall)
3:13.0,,,109-91,,Indiana full timeout
3:13.0,D. Blair enters the game for N. Hilario,,109-91,,
3:13.0,,,109-91,,J. Young enters the game for C. Miles
3:13.0,,,109-91,,C. Budinger enters the game for P. George
3:13.0,,,109-91,,G. Robinson enters the game for M. Ellis
3:13.0,,,109-91,,M. Turner enters the game for G. Hill
2:55.0,J. Wall makes 2-pt shot from 16 ft,2,111-91,,
2:40.0,J. Eddie enters the game for J. Wall,,111-91,,
2:40.0,K. Oubre enters the game for B. Beal,,111-91,,
2:34.0,,,111-91,,Turnover by C. Budinger (bad pass; steal by D. Blair)
2:30.0,Turnover by R. Sessions (lost ball; steal by C. Budinger),,111-91,,
2:22.0,,,111-93,2,J. Young makes 2-pt shot from 2 ft
2:11.0,G. Neal enters the game for J. Dudley,,111-93,,
1:56.0,J. Eddie misses 3-pt shot from 23 ft,,111-93,,
1:56.0,,,111-93,,Defensive rebound by S. Hill
1:52.0,,,111-95,2,C. Budinger makes 2-pt shot from 1 ft
1:52.0,,,111-95,,Shooting foul by G. Neal (drawn by C. Budinger)
1:52.0,,,111-96,1,C. Budinger makes free throw 1 of 1
1:39.0,R. Sessions makes 2-pt shot from 2 ft,2,113-96,,
1:22.0,,,113-98,2,M. Turner makes 2-pt shot from 14 ft
1:01.0,D. Blair makes 2-pt shot from 15 ft (assist by R. Sessions),2,115-98,,
0:55.0,,,115-98,,Shooting foul by D. Blair (drawn by J. Young)
0:55.0,,,115-99,1,J. Young makes free throw 1 of 2
0:55.0,,,115-100,1,J. Young makes free throw 2 of 2
0:37.0,D. Blair misses 2-pt shot from 5 ft,,115-100,,
0:36.0,,,115-100,,Defensive rebound by C. Budinger
0:31.0,,,115-102,2,M. Turner makes 2-pt shot from 1 ft (assist by C. Budinger)
0:06.0,J. Eddie makes 3-pt shot from 23 ft (assist by G. Neal),3,118-102,,
0:00.0,,,118-104,2,J. Young makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
