time,Dallas,pts.away,score,pts.home,Memphis
3:11.0,,,100-95,3,M. Barnes makes 3-pt shot from 24 ft (assist by Z. Randolph)
2:43.0,D. Nowitzki misses 3-pt shot from 24 ft,,100-95,,
2:42.0,,,100-95,,Defensive rebound by M. Barnes
2:38.0,,,100-95,,Turnover by M. Barnes (bad pass)
2:18.0,R. Felton misses 2-pt shot from 1 ft,,100-95,,
2:18.0,,,100-95,,Defensive rebound by M. Barnes
2:09.0,,,100-95,,M. Conley misses 2-pt shot from 17 ft
2:08.0,,,100-95,,Offensive rebound by Z. Randolph
2:04.0,,,100-97,2,Z. Randolph makes 2-pt shot from 3 ft
1:36.0,D. Williams misses 2-pt shot from 4 ft,,100-97,,
1:34.0,,,100-97,,Defensive rebound by Z. Randolph
1:17.0,,,100-99,2,Z. Randolph makes 2-pt shot from 5 ft (assist by J. Green)
1:17.0,Dallas full timeout,,100-99,,
1:17.0,,,100-99,,T. Allen enters the game for J. Green
1:17.0,Z. Pachulia enters the game for D. Powell,,100-99,,
0:53.0,R. Felton misses 3-pt shot from 25 ft,,100-99,,
0:52.0,,,100-99,,Defensive rebound by M. Conley
0:46.0,,,100-99,,Turnover by M. Conley (bad pass; steal by R. Felton)
0:41.0,D. Williams makes 2-pt shot from 1 ft (assist by C. Parsons),2,102-99,,
0:41.0,,,102-99,,Memphis full timeout
0:41.0,,,102-99,,J. Green enters the game for T. Allen
0:27.0,,,102-99,,Z. Randolph misses 2-pt shot from 4 ft
0:26.0,,,102-99,,Offensive rebound by Team
0:23.0,,,102-102,3,M. Conley makes 3-pt shot from 23 ft (assist by M. Barnes)
0:01.0,D. Nowitzki misses 2-pt shot from 20 ft,,102-102,,
0:01.0,Offensive rebound by Team,,102-102,,
0:01.0,,,102-102,,Loose ball foul by Z. Randolph (drawn by Z. Pachulia)
0:01.0,Dallas full timeout,,102-102,,
0:01.0,J. Anderson enters the game for Z. Pachulia,,102-102,,
0:01.0,C. Villanueva enters the game for R. Felton,,102-102,,
0:01.0,,,102-102,,T. Allen enters the game for Z. Randolph
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,D. Williams misses 3-pt shot from 24 ft,,102-102,,
4:45.0,,,102-102,,Defensive rebound by Z. Randolph
4:24.0,,,102-102,,M. Conley misses 3-pt shot from 24 ft
4:23.0,Defensive rebound by C. Parsons,,102-102,,
4:14.0,C. Parsons makes 3-pt shot from 25 ft,3,105-102,,
3:49.0,,,105-102,,J. Green misses 3-pt shot from 24 ft
3:48.0,Defensive rebound by R. Felton,,105-102,,
3:33.0,D. Nowitzki misses 3-pt shot from 24 ft,,105-102,,
3:33.0,,,105-102,,Defensive rebound by Z. Randolph
3:21.0,,,105-104,2,M. Gasol makes 2-pt shot from 4 ft
3:05.0,D. Williams makes 2-pt shot from 18 ft (assist by D. Nowitzki),2,107-104,,
2:44.0,,,107-106,2,M. Gasol makes 2-pt shot from 9 ft (assist by M. Barnes)
2:24.0,C. Parsons makes 3-pt shot from 24 ft (assist by D. Williams),3,110-106,,
2:07.0,,,110-106,,Shooting foul by D. Nowitzki (drawn by J. Green)
2:07.0,,,110-106,,J. Green misses free throw 1 of 2
2:07.0,,,110-106,,Offensive rebound by Team
2:07.0,,,110-107,1,J. Green makes free throw 2 of 2
1:54.0,Z. Pachulia misses 2-pt shot from 2 ft (block by J. Green),,110-107,,
1:50.0,,,110-107,,Defensive rebound by Z. Randolph
1:40.0,,,110-107,,Z. Randolph misses 2-pt shot from 2 ft
1:39.0,Defensive rebound by R. Felton,,110-107,,
1:22.0,D. Williams misses 3-pt shot from 24 ft,,110-107,,
1:22.0,,,110-107,,Defensive rebound by M. Gasol
1:22.0,,,110-107,,Memphis full timeout
1:12.0,,,110-109,2,M. Gasol makes 2-pt shot from 4 ft (assist by M. Conley)
0:58.0,,,110-109,,Personal foul by M. Barnes (drawn by D. Williams)
0:48.0,D. Williams misses 3-pt shot from 23 ft,,110-109,,
0:47.0,,,110-109,,Defensive rebound by M. Barnes
0:33.0,,,110-109,,M. Gasol misses 2-pt shot from 7 ft
0:31.0,Defensive rebound by D. Nowitzki,,110-109,,
0:22.0,Dallas full timeout,,110-109,,
0:22.0,,,110-109,,T. Allen enters the game for Z. Randolph
0:17.0,D. Nowitzki makes 2-pt shot from 21 ft (assist by D. Williams),2,112-109,,
0:17.0,,,112-109,,Memphis full timeout
0:17.0,,,112-109,,Z. Randolph enters the game for T. Allen
0:17.0,W. Matthews enters the game for D. Nowitzki,,112-109,,
0:11.0,,,112-109,,M. Conley misses 2-pt shot from 1 ft
0:10.0,Defensive rebound by R. Felton,,112-109,,
0:10.0,,,112-109,,Personal take foul by Z. Randolph (drawn by R. Felton)
0:10.0,R. Felton makes free throw 1 of 2,1,113-109,,
0:10.0,R. Felton makes free throw 2 of 2,1,114-109,,
0:07.0,,,114-109,,Shooting foul by R. Felton (drawn by M. Conley)
0:07.0,,,114-109,,M. Conley misses free throw 1 of 3
0:07.0,,,114-109,,Offensive rebound by Team
0:07.0,,,114-110,1,M. Conley makes free throw 2 of 3
0:07.0,,,114-110,,M. Conley misses free throw 3 of 3
0:07.0,Defensive rebound by Team,,114-110,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
