time,Brooklyn,pts.away,score,pts.home,Atlanta
1:55.0,M. Brown misses 2-pt shot at rim,,84-113,,
1:53.0,,,84-113,,Defensive rebound by M. Muscala
1:50.0,,,84-113,,J. Holiday misses 3-pt shot from 23 ft
1:48.0,,,84-113,,Offensive rebound by M. Scott
1:34.0,,,84-113,,S. Mack misses 2-pt shot from 11 ft
1:31.0,Defensive rebound by T. Robinson,,84-113,,
1:11.0,Turnover by T. Robinson (lost ball),,84-113,,
0:58.0,,,84-113,,Shooting foul by S. Larkin (drawn by S. Mack)
0:58.0,,,84-114,1,S. Mack makes free throw 1 of 2
0:58.0,,,84-114,,S. Mack misses free throw 2 of 2
0:57.0,Defensive rebound by T. Robinson,,84-114,,
0:46.0,B. Bogdanovic makes 2-pt shot from 12 ft,2,86-114,,
0:33.0,,,86-114,,J. Holiday misses 3-pt shot from 24 ft
0:32.0,Defensive rebound by T. Robinson,,86-114,,
0:22.0,B. Bogdanovic misses 2-pt shot from 4 ft,,86-114,,
0:21.0,,,86-114,,Defensive rebound by M. Muscala
0:00.0,End of 4th quarter,,,,End of 4th quarter
