time,Miami,pts.away,score,pts.home,New York
2:37.0,,,88-76,,L. Thomas misses 2-pt shot from 1 ft
2:37.0,Defensive rebound by J. Winslow,,88-76,,
2:27.0,,,88-76,,Personal foul by L. Thomas (drawn by A. Stoudemire)
2:27.0,Miami full timeout,,88-76,,
2:22.0,D. Wade makes 2-pt shot at rim,2,90-76,,
2:22.0,Shooting foul by C. Anthony (drawn by D. Wade),,90-76,,
2:22.0,D. Wade misses free throw 1 of 1,,90-76,,
2:20.0,,,90-76,,Defensive rebound by Team
2:08.0,,,90-76,,L. Galloway misses 2-pt shot from 18 ft
2:08.0,,,90-76,,Offensive rebound by C. Anthony
2:03.0,,,90-78,2,C. Anthony makes 2-pt shot from 2 ft
2:03.0,,,90-78,,Shooting foul by D. Wade (drawn by C. Anthony)
2:03.0,,,90-79,1,C. Anthony makes free throw 1 of 1
1:45.0,J. Johnson makes 2-pt shot from 2 ft,2,92-79,,
1:32.0,,,92-79,,R. Lopez misses 2-pt shot from 2 ft
1:30.0,Defensive rebound by J. Winslow,,92-79,,
1:19.0,,,92-79,,Personal foul by L. Galloway (drawn by D. Wade)
1:19.0,D. Wade makes free throw 1 of 2,1,93-79,,
1:19.0,,,93-79,,J. Grant enters the game for J. Calderon
1:19.0,D. Wade makes free throw 2 of 2,1,94-79,,
1:08.0,,,94-79,,J. Grant misses 2-pt shot from 18 ft (block by G. Dragic)
1:08.0,Defensive rebound by D. Wade,,94-79,,
0:52.0,D. Wade makes 2-pt shot from 6 ft,2,96-79,,
0:52.0,Shooting foul by R. Lopez (drawn by D. Wade),,96-79,,
0:52.0,,,96-79,,D. Williams enters the game for C. Anthony
0:52.0,,,96-79,,K. Porzingis enters the game for R. Lopez
0:52.0,D. Wade makes free throw 1 of 1,1,97-79,,
0:52.0,,,97-79,,Technical foul by R. Lopez (drawn by D. Wade)
0:52.0,J. Johnson makes technical free throw,1,98-79,,
0:35.0,,,98-79,,J. Grant misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by J. Johnson,,98-79,,
0:13.0,G. Dragic misses 3-pt shot from 25 ft,,98-79,,
0:13.0,,,98-79,,Defensive rebound by L. Galloway
0:08.0,,,98-81,2,K. Porzingis makes 2-pt shot at rim (assist by L. Galloway)
0:00.0,End of 4th quarter,,,,End of 4th quarter
