time,Milwaukee,pts.away,score,pts.home,Detroit
2:28.0,,,78-85,1,R. Jackson makes free throw 1 of 2
2:28.0,G. Antetokounmpo enters the game for M. Carter-Williams,,78-85,,
2:28.0,,,78-86,1,R. Jackson makes free throw 2 of 2
2:05.0,O. Mayo makes 2-pt shot from 12 ft,2,80-86,,
1:40.0,,,80-86,,A. Drummond misses 2-pt shot from 4 ft
1:39.0,,,80-86,,Offensive rebound by M. Morris
1:36.0,,,80-89,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by M. Morris)
1:36.0,Milwaukee full timeout,,80-89,,
1:24.0,Shooting foul by K. Caldwell-Pope (drawn by K. Middleton),,80-89,,
1:24.0,K. Middleton makes free throw 1 of 2,1,81-89,,
1:24.0,K. Middleton makes free throw 2 of 2,1,82-89,,
1:22.0,Personal foul by O. Mayo (drawn by R. Jackson),,82-89,,
1:22.0,,,82-90,1,R. Jackson makes free throw 1 of 2
1:22.0,,,82-91,1,R. Jackson makes free throw 2 of 2
1:13.0,,,82-91,,Personal foul by K. Caldwell-Pope (drawn by G. Antetokounmpo)
1:13.0,G. Antetokounmpo makes free throw 1 of 2,1,83-91,,
1:13.0,G. Antetokounmpo makes free throw 2 of 2,1,84-91,,
1:00.0,,,84-91,,Shooting foul by J. Parker (drawn by M. Morris)
1:00.0,,,84-92,1,M. Morris makes free throw 1 of 2
1:00.0,,,84-93,1,M. Morris makes free throw 2 of 2
0:54.0,Shooting foul by M. Morris (drawn by K. Middleton),,84-93,,
0:54.0,K. Middleton makes free throw 1 of 3,1,85-93,,
0:54.0,K. Middleton makes free throw 2 of 3,1,86-93,,
0:54.0,M. Carter-Williams enters the game for G. Monroe,,86-93,,
0:54.0,K. Middleton makes free throw 3 of 3,1,87-93,,
0:47.0,,,87-93,,Shooting foul by G. Antetokounmpo (drawn by E. Ilyasova)
0:47.0,,,87-94,1,E. Ilyasova makes free throw 1 of 2
0:47.0,,,87-95,1,E. Ilyasova makes free throw 2 of 2
0:47.0,Milwaukee full timeout,,87-95,,
0:47.0,G. Monroe enters the game for M. Carter-Williams,,87-95,,
0:42.0,K. Middleton makes 3-pt shot from 27 ft (assist by O. Mayo),3,90-95,,
0:34.0,Personal foul by J. Parker (drawn by M. Morris),,90-95,,
0:34.0,,,90-96,1,M. Morris makes free throw 1 of 2
0:34.0,,,90-97,1,M. Morris makes free throw 2 of 2
0:34.0,Milwaukee full timeout,,90-97,,
0:28.0,K. Middleton misses 3-pt shot from 28 ft,,90-97,,
0:27.0,,,90-97,,Defensive rebound by A. Drummond
0:27.0,Personal foul by J. Parker (drawn by A. Drummond),,90-97,,
0:27.0,,,90-97,,A. Drummond misses free throw 1 of 2
0:27.0,,,90-97,,Offensive rebound by Team
0:27.0,,,90-98,1,A. Drummond makes free throw 2 of 2
0:21.0,O. Mayo misses 2-pt shot at rim,,90-98,,
0:21.0,Offensive rebound by G. Monroe,,90-98,,
0:21.0,G. Monroe makes 2-pt shot at rim,2,92-98,,
0:20.0,Personal foul by O. Mayo (drawn by K. Caldwell-Pope),,92-98,,
0:20.0,M. Carter-Williams enters the game for O. Mayo,,92-98,,
0:20.0,,,92-99,1,K. Caldwell-Pope makes free throw 1 of 2
0:20.0,,,92-100,1,K. Caldwell-Pope makes free throw 2 of 2
0:09.0,K. Middleton makes 3-pt shot from 26 ft (assist by M. Carter-Williams),3,95-100,,
0:09.0,,,95-100,,Detroit full timeout
0:09.0,,,95-100,,A. Baynes enters the game for A. Drummond
0:09.0,J. Henson enters the game for G. Monroe,,95-100,,
0:07.0,Personal foul by M. Carter-Williams (drawn by R. Jackson),,95-100,,
0:07.0,,,95-101,1,R. Jackson makes free throw 1 of 2
0:07.0,,,95-102,1,R. Jackson makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
