time,Milwaukee,pts.away,score,pts.home,Toronto
3:33.0,Loose ball foul by G. Monroe (drawn by J. Valanciunas),,83-102,,
3:33.0,R. Vaughn enters the game for G. Antetokounmpo,,83-102,,
3:33.0,J. O'Bryant enters the game for G. Monroe,,83-102,,
3:33.0,M. Plumlee enters the game for K. Middleton,,83-102,,
3:33.0,M. Carter-Williams enters the game for G. Vasquez,,83-102,,
3:33.0,D. Inglis enters the game for J. Bayless,,83-102,,
3:22.0,,,83-102,,D. Carroll misses 2-pt shot from 3 ft
3:21.0,,,83-102,,Offensive rebound by J. Valanciunas
3:19.0,,,83-102,,J. Valanciunas misses 2-pt shot from 4 ft
3:19.0,Defensive rebound by Team,,83-102,,
3:00.0,J. O'Bryant misses 2-pt shot from 18 ft,,83-102,,
3:00.0,,,83-102,,Defensive rebound by K. Lowry
2:46.0,,,83-104,2,K. Lowry makes 2-pt shot from 2 ft
2:28.0,R. Vaughn misses 2-pt shot from 20 ft,,83-104,,
2:27.0,,,83-104,,Defensive rebound by P. Patterson
2:22.0,,,83-104,,Toronto full timeout
2:22.0,Official timeout,,83-104,,
2:22.0,,,83-104,,B. Biyombo enters the game for D. Carroll
2:22.0,,,83-104,,A. Bennett enters the game for J. Valanciunas
2:22.0,,,83-104,,J. Johnson enters the game for D. DeRozan
2:22.0,,,83-104,,N. Powell enters the game for K. Lowry
2:22.0,,,83-104,,D. Wright enters the game for P. Patterson
2:16.0,,,83-104,,Turnover by D. Wright (bad pass; steal by D. Inglis)
2:10.0,D. Inglis misses 2-pt shot from 2 ft,,83-104,,
2:10.0,Offensive rebound by Team,,83-104,,
2:02.0,D. Inglis misses 3-pt shot from 23 ft,,83-104,,
2:02.0,,,83-104,,Defensive rebound by D. Wright
1:50.0,,,83-104,,Turnover by J. Johnson (bad pass; steal by M. Plumlee)
1:33.0,Shooting foul by B. Biyombo (drawn by M. Carter-Williams),,83-104,,
1:33.0,M. Carter-Williams makes free throw 1 of 2,1,84-104,,
1:33.0,M. Carter-Williams makes free throw 2 of 2,1,85-104,,
1:19.0,,,85-104,,B. Biyombo misses 2-pt shot from 3 ft (block by M. Plumlee)
1:17.0,Defensive rebound by M. Carter-Williams,,85-104,,
1:13.0,Shooting foul by A. Bennett (drawn by D. Inglis),,85-104,,
1:13.0,D. Inglis makes free throw 1 of 2,1,86-104,,
1:13.0,D. Inglis makes free throw 2 of 2,1,87-104,,
1:00.0,,,87-104,,Turnover by A. Bennett (bad pass)
0:50.0,R. Vaughn misses 3-pt shot from 22 ft,,87-104,,
0:49.0,,,87-104,,Defensive rebound by A. Bennett
0:36.0,,,87-104,,D. Wright misses 3-pt shot from 22 ft
0:35.0,Defensive rebound by J. O'Bryant,,87-104,,
0:26.0,Turnover by D. Inglis (bad pass),,87-104,,
0:12.0,,,87-104,,N. Powell misses 2-pt shot from 1 ft (block by M. Plumlee)
0:12.0,,,87-104,,Offensive rebound by A. Bennett
0:11.0,,,87-106,2,A. Bennett makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
