time,Memphis,pts.away,score,pts.home,New Orleans
5:04.0,,,105-96,1,A. Davis makes free throw 2 of 2
4:45.0,M. Barnes misses 3-pt shot from 24 ft,,105-96,,
4:44.0,,,105-96,,Defensive rebound by A. Davis
4:21.0,,,105-96,,N. Cole misses 3-pt shot from 25 ft
4:20.0,,,105-96,,Offensive rebound by Team
4:20.0,Z. Randolph enters the game for J. Green,,105-96,,
4:10.0,,,105-96,,R. Anderson misses 2-pt shot from 1 ft
4:09.0,,,105-96,,Offensive rebound by A. Davis
4:09.0,,,105-96,,A. Davis misses 2-pt shot from 1 ft
4:08.0,Defensive rebound by M. Gasol,,105-96,,
3:56.0,Shooting foul by R. Anderson (drawn by M. Gasol),,105-96,,
3:56.0,M. Gasol makes free throw 1 of 2,1,106-96,,
3:56.0,M. Gasol makes free throw 2 of 2,1,107-96,,
3:37.0,,,107-96,,T. Evans misses 2-pt shot from 1 ft
3:36.0,Defensive rebound by M. Gasol,,107-96,,
3:31.0,M. Barnes misses 2-pt shot from 1 ft (block by A. Davis),,107-96,,
3:30.0,,,107-96,,Defensive rebound by T. Evans
3:24.0,,,107-99,3,N. Cole makes 3-pt shot from 23 ft (assist by R. Anderson)
3:03.0,C. Lee misses 2-pt shot from 14 ft,,107-99,,
3:02.0,,,107-99,,Defensive rebound by N. Cole
2:54.0,,,107-102,3,T. Evans makes 3-pt shot from 24 ft (assist by J. Holiday)
2:53.0,Memphis full timeout,,107-102,,
2:53.0,Official timeout,,107-102,,
2:53.0,J. Green enters the game for M. Barnes,,107-102,,
2:33.0,M. Gasol misses 2-pt shot from 13 ft,,107-102,,
2:32.0,,,107-102,,Defensive rebound by A. Davis
2:16.0,,,107-102,,Turnover by T. Evans (bad pass)
2:00.0,,,107-102,,Violation by J. Holiday (kicked ball)
1:50.0,J. Green makes 2-pt shot from 19 ft,2,109-102,,
1:34.0,,,109-102,,N. Cole misses 3-pt shot from 26 ft
1:34.0,Defensive rebound by C. Lee,,109-102,,
1:22.0,M. Conley makes 2-pt shot from 1 ft,2,111-102,,
1:22.0,,,111-102,,New Orleans full timeout
1:12.0,,,111-102,,N. Cole misses 3-pt shot from 24 ft
1:12.0,Defensive rebound by Team,,111-102,,
0:57.0,M. Conley makes 2-pt shot from 22 ft (assist by M. Gasol),2,113-102,,
0:57.0,,,113-102,,New Orleans full timeout
0:57.0,,,113-102,,A. Ajinca enters the game for A. Davis
0:57.0,,,113-102,,A. Gee enters the game for J. Holiday
0:57.0,,,113-102,,I. Smith enters the game for T. Evans
0:54.0,,,113-104,2,A. Ajinca makes 2-pt shot from 3 ft (assist by N. Cole)
0:35.0,M. Gasol misses 2-pt shot from 1 ft,,113-104,,
0:33.0,,,113-104,,Defensive rebound by N. Cole
0:27.0,,,113-104,,N. Cole misses 2-pt shot from 1 ft
0:25.0,Defensive rebound by M. Conley,,113-104,,
0:06.0,M. Gasol misses 2-pt shot from 1 ft,,113-104,,
0:05.0,,,113-104,,Defensive rebound by I. Smith
0:01.0,,,113-104,,R. Anderson misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by C. Lee,,113-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
