time,Milwaukee,pts.away,score,pts.home,Orlando
2:58.0,C. Copeland enters the game for J. Parker,,86-108,,
2:58.0,M. Plumlee enters the game for K. Middleton,,86-108,,
2:58.0,R. Vaughn enters the game for O. Mayo,,86-108,,
2:58.0,,,86-109,1,M. Hezonja makes free throw 1 of 2
2:58.0,,,86-110,1,M. Hezonja makes free throw 2 of 2
2:35.0,M. Plumlee makes 2-pt shot from 2 ft (assist by J. O'Bryant),2,88-110,,
2:21.0,,,88-112,2,D. Marble makes 2-pt shot at rim (assist by S. Napier)
2:21.0,,,88-112,,Shooting foul by R. Vaughn (drawn by D. Marble)
2:21.0,,,88-112,,D. Marble misses free throw 1 of 1
2:19.0,Defensive rebound by J. Bayless,,88-112,,
2:04.0,C. Copeland misses 3-pt shot from 23 ft,,88-112,,
2:03.0,,,88-112,,Defensive rebound by A. Gordon
1:56.0,,,88-112,,A. Nicholson misses 2-pt shot from 1 ft
1:55.0,Defensive rebound by C. Copeland,,88-112,,
1:45.0,J. Bayless misses 3-pt shot from 25 ft,,88-112,,
1:44.0,,,88-112,,Defensive rebound by A. Gordon
1:35.0,,,88-114,2,A. Gordon makes 2-pt shot at rim (assist by S. Napier)
1:15.0,R. Vaughn misses 3-pt shot from 25 ft,,88-114,,
1:14.0,,,88-114,,Defensive rebound by A. Gordon
1:06.0,,,88-114,,S. Napier misses 3-pt shot from 23 ft
1:05.0,Defensive rebound by R. Vaughn,,88-114,,
0:58.0,R. Vaughn makes 2-pt shot from 1 ft,2,90-114,,
0:40.0,,,90-114,,Turnover by D. Marble (lost ball; steal by J. Bayless)
0:37.0,,,90-114,,Personal take foul by A. Nicholson (drawn by R. Vaughn)
0:27.0,R. Vaughn misses 2-pt shot from 15 ft,,90-114,,
0:26.0,,,90-114,,Defensive rebound by A. Nicholson
0:03.0,,,90-114,,A. Gordon misses 3-pt shot from 29 ft
0:03.0,,,90-114,,Offensive rebound by Team
0:03.0,,,90-114,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
