time,New York,pts.away,score,pts.home,Detroit
3:53.0,L. Galloway makes 2-pt shot from 19 ft (assist by A. Afflalo),2,90-91,,
3:42.0,,,90-93,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
3:42.0,,,90-93,,Shooting foul by L. Galloway (drawn by A. Drummond)
3:42.0,,,90-93,,A. Drummond misses free throw 1 of 1
3:41.0,Defensive rebound by R. Lopez,,90-93,,
3:18.0,L. Thomas makes 2-pt shot from 4 ft (assist by C. Anthony),2,92-93,,
2:59.0,,,92-95,2,S. Johnson makes 2-pt shot from 8 ft
2:45.0,L. Galloway makes 3-pt shot from 25 ft,3,95-95,,
2:31.0,Personal foul by L. Galloway (drawn by R. Jackson),,95-95,,
2:31.0,New York full timeout,,95-95,,
2:31.0,,,95-95,,A. Baynes enters the game for A. Drummond
2:31.0,,,95-95,,R. Jackson misses free throw 1 of 2
2:31.0,,,95-95,,Offensive rebound by Team
2:31.0,,,95-95,,R. Jackson misses free throw 2 of 2
2:31.0,Defensive rebound by R. Lopez,,95-95,,
2:14.0,R. Lopez makes 2-pt shot at rim (assist by C. Anthony),2,97-95,,
2:02.0,,,97-95,,S. Johnson misses 2-pt shot from 2 ft
2:01.0,,,97-95,,Offensive rebound by Team
1:47.0,,,97-98,3,A. Tolliver makes 3-pt shot from 26 ft (assist by R. Jackson)
1:35.0,C. Anthony misses 3-pt shot from 25 ft,,97-98,,
1:34.0,,,97-98,,Defensive rebound by S. Johnson
1:21.0,,,97-101,3,R. Jackson makes 3-pt shot from 25 ft
1:21.0,New York full timeout,,97-101,,
1:00.0,R. Lopez makes 2-pt shot at rim (assist by A. Afflalo),2,99-101,,
0:39.0,,,99-104,3,R. Jackson makes 3-pt shot from 26 ft
0:39.0,New York full timeout,,99-104,,
0:31.0,A. Afflalo misses 3-pt shot from 27 ft,,99-104,,
0:31.0,,,99-104,,Defensive rebound by M. Morris
0:27.0,,,99-104,,Detroit full timeout
0:27.0,,,99-104,,B. Jennings enters the game for A. Tolliver
0:27.0,S. Vujacic enters the game for R. Lopez,,99-104,,
0:24.0,Personal foul by L. Galloway (drawn by R. Jackson),,99-104,,
0:24.0,R. Lopez enters the game for L. Galloway,,99-104,,
0:24.0,,,99-105,1,R. Jackson makes free throw 1 of 2
0:24.0,,,99-105,,A. Tolliver enters the game for B. Jennings
0:24.0,,,99-106,1,R. Jackson makes free throw 2 of 2
0:15.0,R. Lopez makes 2-pt shot at rim (assist by C. Anthony),2,101-106,,
0:14.0,Personal foul by S. Vujacic (drawn by S. Johnson),,101-106,,
0:14.0,,,101-107,1,S. Johnson makes free throw 1 of 2
0:14.0,K. Porzingis enters the game for C. Anthony,,101-107,,
0:14.0,,,101-108,1,S. Johnson makes free throw 2 of 2
0:07.0,A. Afflalo misses 2-pt shot at rim (block by S. Johnson),,101-108,,
0:06.0,Offensive rebound by S. Vujacic,,101-108,,
0:06.0,S. Vujacic makes 2-pt shot from 1 ft,2,103-108,,
0:05.0,Personal foul by A. Afflalo (drawn by R. Jackson),,103-108,,
0:05.0,,,103-108,,R. Jackson misses free throw 1 of 2
0:05.0,,,103-108,,Offensive rebound by Team
0:05.0,,,103-109,1,R. Jackson makes free throw 2 of 2
0:05.0,New York full timeout,,103-109,,
0:05.0,,,103-109,,D. Hilliard enters the game for A. Baynes
0:03.0,S. Vujacic misses 3-pt shot from 26 ft,,103-109,,
0:02.0,Offensive rebound by R. Lopez,,103-109,,
0:02.0,Shooting foul by A. Tolliver (drawn by R. Lopez),,103-109,,
0:02.0,R. Lopez makes free throw 1 of 2,1,104-109,,
0:02.0,,,104-109,,A. Baynes enters the game for D. Hilliard
0:02.0,R. Lopez makes free throw 2 of 2,1,105-109,,
0:02.0,,,105-109,,Detroit full timeout
0:02.0,J. Grant enters the game for A. Afflalo,,105-109,,
0:02.0,,,105-109,,B. Jennings enters the game for A. Tolliver
0:02.0,Personal foul by S. Vujacic (drawn by S. Johnson),,105-109,,
0:02.0,,,105-110,1,S. Johnson makes free throw 1 of 2
0:02.0,J. Calderon enters the game for L. Thomas,,105-110,,
0:02.0,,,105-111,1,S. Johnson makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
