time,Washington,pts.away,score,pts.home,Philadelphia
2:52.0,,,97-90,,R. Covington enters the game for H. Thompson
2:37.0,Turnover by J. Wall (bad pass; steal by I. Smith),,97-90,,
2:34.0,,,97-92,2,I. Smith makes 2-pt shot at rim
2:17.0,M. Morris misses 2-pt shot from 9 ft,,97-92,,
2:15.0,,,97-92,,Defensive rebound by N. Stauskas
2:03.0,,,97-92,,N. Stauskas misses 3-pt shot from 24 ft
2:02.0,,,97-92,,Offensive rebound by J. Okafor
2:02.0,,,97-92,,Philadelphia full timeout
1:42.0,,,97-92,,I. Smith misses 3-pt shot from 25 ft
1:41.0,Defensive rebound by J. Wall,,97-92,,
1:39.0,Turnover by J. Wall (lost ball; steal by N. Noel),,97-92,,
1:37.0,,,97-92,,Turnover by N. Noel (lost ball; steal by J. Wall)
1:37.0,,,97-92,,Loose ball foul by N. Noel (drawn by M. Morris)
1:37.0,M. Morris makes free throw 1 of 2,1,98-92,,
1:37.0,,,98-92,,J. Grant enters the game for N. Noel
1:37.0,M. Morris makes free throw 2 of 2,1,99-92,,
1:27.0,,,99-94,2,N. Stauskas makes 2-pt shot from 1 ft (assist by J. Okafor)
1:03.0,R. Sessions misses 2-pt shot from 15 ft,,99-94,,
1:01.0,Offensive rebound by B. Beal,,99-94,,
0:45.0,J. Wall misses 2-pt shot from 1 ft,,99-94,,
0:44.0,Offensive rebound by M. Gortat,,99-94,,
0:44.0,M. Gortat makes 2-pt shot from 1 ft,2,101-94,,
0:44.0,,,101-94,,Philadelphia full timeout
0:44.0,G. Temple enters the game for R. Sessions,,101-94,,
0:44.0,,,101-94,,H. Thompson enters the game for J. Grant
0:44.0,,,101-94,,Turnover by Team (5 sec inbounds)
0:44.0,,,101-94,,J. Grant enters the game for H. Thompson
0:44.0,R. Sessions enters the game for G. Temple,,101-94,,
0:40.0,,,101-94,,Personal foul by I. Smith (drawn by J. Wall)
0:40.0,J. Wall makes free throw 1 of 2,1,102-94,,
0:40.0,G. Temple enters the game for R. Sessions,,102-94,,
0:40.0,J. Wall makes free throw 2 of 2,1,103-94,,
0:40.0,,,103-94,,Philadelphia full timeout
0:40.0,,,103-94,,H. Thompson enters the game for J. Grant
0:31.0,,,103-94,,I. Smith misses 3-pt shot from 27 ft
0:30.0,,,103-94,,Offensive rebound by R. Covington
0:26.0,,,103-94,,R. Covington misses 3-pt shot from 24 ft (block by M. Morris)
0:24.0,,,103-94,,Offensive rebound by R. Covington
0:23.0,,,103-94,,R. Covington misses 2-pt shot from 11 ft
0:22.0,Defensive rebound by M. Morris,,103-94,,
0:00.0,Turnover by Team (shot clock),,103-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
