time,Sacramento,pts.away,score,pts.home,Memphis
6:47.0,Defensive rebound by R. Gay,,94-104,,
6:31.0,R. Gay makes 2-pt shot from 1 ft (assist by R. Rondo),2,96-104,,
6:30.0,,,96-104,,Technical foul by V. Carter
6:30.0,D. Collison misses technical free throw,,96-104,,
6:30.0,,,96-104,,Offensive rebound by Team
6:30.0,,,96-104,,T. Allen enters the game for V. Carter
6:14.0,,,96-104,,M. Conley misses 2-pt shot from 19 ft
6:14.0,Defensive rebound by R. Rondo,,96-104,,
5:54.0,Shooting foul by M. Barnes (drawn by R. Gay),,96-104,,
5:54.0,R. Gay makes free throw 1 of 3,1,97-104,,
5:54.0,R. Gay makes free throw 2 of 3,1,98-104,,
5:54.0,R. Gay makes free throw 3 of 3,1,99-104,,
5:49.0,Personal foul by R. Rondo (drawn by M. Conley),,99-104,,
5:40.0,,,99-104,,J. Green misses 2-pt shot from 4 ft
5:37.0,Defensive rebound by R. Gay,,99-104,,
5:26.0,O. Casspi misses 3-pt shot from 24 ft,,99-104,,
5:22.0,Offensive rebound by R. Gay,,99-104,,
5:22.0,R. Gay misses 2-pt shot at rim,,99-104,,
5:22.0,Offensive rebound by D. Collison,,99-104,,
5:20.0,Turnover by D. Collison (lost ball; steal by M. Conley),,99-104,,
5:18.0,,,99-104,,T. Allen misses 2-pt shot at rim
5:18.0,Defensive rebound by D. Cousins,,99-104,,
5:18.0,,,99-104,,Personal foul by M. Gasol (drawn by D. Cousins)
5:18.0,D. Cousins misses free throw 1 of 2,,99-104,,
5:18.0,Offensive rebound by Team,,99-104,,
5:18.0,,,99-104,,C. Lee enters the game for M. Barnes
5:18.0,D. Cousins makes free throw 2 of 2,1,100-104,,
5:04.0,,,100-104,,Turnover by M. Gasol (lost ball; steal by R. Rondo)
5:00.0,O. Casspi makes 2-pt shot at rim (assist by D. Collison),2,102-104,,
4:33.0,,,102-106,2,M. Conley makes 2-pt shot from 20 ft
4:25.0,D. Cousins misses 2-pt shot from 1 ft,,102-106,,
4:23.0,,,102-106,,Defensive rebound by M. Conley
4:23.0,Personal foul by R. Rondo (drawn by M. Conley),,102-106,,
4:23.0,,,102-106,,Z. Randolph enters the game for J. Green
4:08.0,,,102-106,,Turnover by M. Conley (bad pass; steal by D. Cousins)
3:58.0,D. Cousins misses 3-pt shot from 25 ft,,102-106,,
3:56.0,,,102-106,,Defensive rebound by T. Allen
3:44.0,,,102-108,2,M. Gasol makes 2-pt shot from 17 ft (assist by M. Conley)
3:43.0,Sacramento full timeout,,102-108,,
3:32.0,R. Rondo misses 2-pt shot at rim,,102-108,,
3:30.0,,,102-108,,Defensive rebound by M. Conley
3:14.0,,,102-110,2,M. Conley makes 2-pt shot from 5 ft (assist by M. Gasol)
3:05.0,R. Rondo misses 2-pt shot from 20 ft,,102-110,,
3:05.0,Offensive rebound by Team,,102-110,,
3:05.0,,,102-110,,Loose ball foul by M. Gasol (drawn by R. Gay)
3:05.0,R. Gay makes free throw 1 of 2,1,103-110,,
3:05.0,R. Gay makes free throw 2 of 2,1,104-110,,
2:51.0,Personal foul by D. Cousins (drawn by M. Gasol),,104-110,,
2:51.0,,,104-111,1,M. Gasol makes free throw 1 of 2
2:51.0,,,104-112,1,M. Gasol makes free throw 2 of 2
2:40.0,O. Casspi misses 3-pt shot from 26 ft,,104-112,,
2:39.0,,,104-112,,Defensive rebound by M. Gasol
2:39.0,Personal foul by R. Rondo (drawn by M. Gasol),,104-112,,
2:39.0,B. McLemore enters the game for R. Rondo,,104-112,,
2:39.0,,,104-113,1,M. Gasol makes free throw 1 of 2
2:39.0,,,104-114,1,M. Gasol makes free throw 2 of 2
2:27.0,Turnover by D. Cousins (bad pass; steal by C. Lee),,104-114,,
2:07.0,,,104-114,,Turnover by M. Gasol (lost ball; steal by D. Collison)
2:02.0,D. Collison makes 2-pt shot from 1 ft (assist by O. Casspi),2,106-114,,
2:02.0,Sacramento full timeout,,106-114,,
2:02.0,K. Koufos enters the game for D. Cousins,,106-114,,
1:43.0,,,106-114,,Turnover by Z. Randolph (bad pass; steal by D. Collison)
1:39.0,D. Collison misses 2-pt shot at rim,,106-114,,
1:39.0,Offensive rebound by K. Koufos,,106-114,,
1:39.0,K. Koufos makes 2-pt shot at rim,2,108-114,,
1:21.0,,,108-116,2,M. Conley makes 2-pt shot from 7 ft
1:18.0,,,108-116,,Personal foul by M. Conley (drawn by D. Collison)
1:18.0,D. Collison makes free throw 1 of 2,1,109-116,,
1:18.0,D. Collison makes free throw 2 of 2,1,110-116,,
1:03.0,Personal foul by K. Koufos (drawn by M. Conley),,110-116,,
1:03.0,,,110-116,,M. Conley misses free throw 1 of 2
1:03.0,,,110-116,,Offensive rebound by Team
1:03.0,,,110-117,1,M. Conley makes free throw 2 of 2
1:03.0,Sacramento full timeout,,110-117,,
1:03.0,,,110-117,,J. Green enters the game for Z. Randolph
0:56.0,,,110-117,,Personal foul by T. Allen (drawn by R. Gay)
0:56.0,R. Gay makes free throw 1 of 2,1,111-117,,
0:56.0,W. Cauley-Stein enters the game for K. Koufos,,111-117,,
0:56.0,J. Anderson enters the game for B. McLemore,,111-117,,
0:56.0,R. Gay makes free throw 2 of 2,1,112-117,,
0:40.0,,,112-117,,J. Green misses 2-pt shot from 18 ft
0:40.0,Defensive rebound by W. Cauley-Stein,,112-117,,
0:31.0,D. Collison makes 2-pt shot from 19 ft,2,114-117,,
0:24.0,Personal take foul by R. Gay (drawn by M. Conley),,114-117,,
0:24.0,,,114-117,,M. Conley misses free throw 1 of 2
0:24.0,,,114-117,,Offensive rebound by Team
0:24.0,,,114-118,1,M. Conley makes free throw 2 of 2
0:19.0,D. Collison makes 3-pt shot from 25 ft,3,117-118,,
0:16.0,Personal take foul by D. Collison (drawn by C. Lee),,117-118,,
0:16.0,,,117-119,1,C. Lee makes free throw 1 of 2
0:16.0,K. Koufos enters the game for J. Anderson,,117-119,,
0:16.0,,,117-120,1,C. Lee makes free throw 2 of 2
0:16.0,Sacramento full timeout,,117-120,,
0:16.0,B. McLemore enters the game for W. Cauley-Stein,,117-120,,
0:09.0,Turnover by D. Collison (lost ball; steal by J. Green),,117-120,,
0:09.0,Personal take foul by D. Collison (drawn by C. Lee),,117-120,,
0:09.0,,,117-120,,C. Lee misses free throw 1 of 2
0:09.0,,,117-120,,Offensive rebound by Team
0:09.0,J. Anderson enters the game for K. Koufos,,117-120,,
0:09.0,,,117-120,,M. Barnes enters the game for M. Gasol
0:09.0,,,117-121,1,C. Lee makes free throw 2 of 2
0:03.0,D. Collison misses 3-pt shot from 25 ft,,117-121,,
0:03.0,,,117-121,,Defensive rebound by C. Lee
0:00.0,End of 4th quarter,,,,End of 4th quarter
