time,Phoenix,pts.away,score,pts.home,Memphis
2:19.0,,,87-92,3,C. Lee makes 3-pt shot from 22 ft (assist by M. Conley)
2:17.0,Phoenix full timeout,,87-92,,
2:17.0,M. Teletovic enters the game for P. Tucker,,87-92,,
2:02.0,J. Leuer misses 2-pt shot from 12 ft,,87-92,,
2:00.0,,,87-92,,Defensive rebound by Z. Randolph
1:45.0,,,87-92,,M. Conley misses 2-pt shot from 11 ft
1:42.0,,,87-92,,Offensive rebound by Z. Randolph
1:42.0,,,87-92,,Z. Randolph misses 2-pt shot at rim
1:40.0,,,87-92,,Offensive rebound by Z. Randolph
1:30.0,,,87-92,,Shooting foul by J. Leuer (drawn by M. Gasol)
1:30.0,,,87-92,,M. Gasol misses free throw 1 of 2
1:30.0,,,87-92,,Offensive rebound by Team
1:30.0,,,87-93,1,M. Gasol makes free throw 2 of 2
1:17.0,A. Len makes 2-pt shot from 2 ft (assist by B. Knight),2,89-93,,
1:04.0,,,89-93,,M. Gasol misses 2-pt shot from 2 ft (block by A. Len)
1:04.0,,,89-93,,Offensive rebound by Team
1:04.0,P. Tucker enters the game for M. Teletovic,,89-93,,
1:01.0,,,89-93,,M. Gasol misses 2-pt shot from 15 ft
1:00.0,,,89-93,,Offensive rebound by J. Green
0:50.0,,,89-93,,Z. Randolph misses 2-pt shot from 17 ft
0:49.0,Defensive rebound by P. Tucker,,89-93,,
0:39.0,B. Knight misses 2-pt shot from 16 ft,,89-93,,
0:38.0,Offensive rebound by P. Tucker,,89-93,,
0:38.0,P. Tucker makes 2-pt shot from 1 ft,2,91-93,,
0:14.0,,,91-93,,J. Green misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by Team,,91-93,,
0:13.0,,,91-93,,Loose ball foul by M. Gasol (drawn by J. Leuer)
0:13.0,J. Leuer misses free throw 1 of 2,,91-93,,
0:13.0,Offensive rebound by Team,,91-93,,
0:13.0,J. Leuer misses free throw 2 of 2,,91-93,,
0:12.0,Offensive rebound by A. Len,,91-93,,
0:12.0,A. Len makes 2-pt shot from 1 ft,2,93-93,,
0:12.0,,,93-93,,Memphis full timeout
0:02.0,Violation by P. Tucker (def goaltending),,93-93,,
0:02.0,,,93-93,,M. Conley misses 2-pt shot from 2 ft (block by A. Len)
0:02.0,Defensive rebound by P. Tucker,,93-93,,
0:02.0,Phoenix full timeout,,93-93,,
0:02.0,,,93-93,,M. Barnes enters the game for Z. Randolph
0:01.0,Turnover by B. Knight (lost ball),,93-93,,
0:01.0,,,93-93,,Memphis full timeout
0:01.0,,,93-93,,Z. Randolph enters the game for M. Barnes
0:01.0,C. Jefferson enters the game for B. Knight,,93-93,,
0:01.0,,,93-95,2,J. Green makes 2-pt shot at rim (assist by C. Lee)
0:01.0,Phoenix full timeout,,93-95,,
0:01.0,M. Teletovic enters the game for P. Tucker,,93-95,,
0:01.0,B. Knight enters the game for C. Jefferson,,93-95,,
0:01.0,,,93-95,,M. Barnes enters the game for Z. Randolph
0:00.0,E. Bledsoe misses 2-pt shot from 22 ft,,93-95,,
0:00.0,Offensive rebound by Team,,93-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
