time,Phoenix,pts.away,score,pts.home,Memphis
2:47.0,Phoenix full timeout,,104-98,,
2:47.0,,,104-98,,Memphis full timeout
2:38.0,T. Chandler makes 2-pt shot at rim (assist by A. Len),2,106-98,,
2:13.0,,,106-98,,Shooting foul by T. Chandler (drawn by M. Barnes)
2:13.0,,,106-98,,M. Barnes misses free throw 1 of 2
2:13.0,,,106-98,,Offensive rebound by Team
2:13.0,,,106-99,1,M. Barnes makes free throw 2 of 2
1:50.0,T. Chandler misses 2-pt shot from 1 ft,,106-99,,
1:49.0,Offensive rebound by P. Tucker,,106-99,,
1:28.0,A. Len misses 2-pt shot from 1 ft (block by M. Barnes),,106-99,,
1:28.0,Offensive rebound by P. Tucker,,106-99,,
1:27.0,Turnover by Team (shot clock),,106-99,,
1:14.0,,,106-99,,M. Chalmers misses 3-pt shot from 22 ft
1:14.0,Defensive rebound by P. Tucker,,106-99,,
0:51.0,D. Booker makes 2-pt shot at rim,2,108-99,,
0:51.0,Technical foul by D. Booker,,108-99,,
0:51.0,,,108-100,1,M. Conley makes technical free throw
0:39.0,,,108-100,,L. Stephenson misses 3-pt shot from 23 ft
0:38.0,Defensive rebound by A. Len,,108-100,,
0:37.0,,,108-100,,Personal foul by M. Chalmers (drawn by A. Len)
0:37.0,A. Len misses free throw 1 of 2,,108-100,,
0:37.0,Offensive rebound by Team,,108-100,,
0:37.0,A. Len makes free throw 2 of 2,1,109-100,,
0:24.0,,,109-100,,Offensive foul by M. Barnes
0:24.0,,,109-100,,Turnover by M. Barnes (offensive foul)
0:00.0,End of 4th quarter,,,,End of 4th quarter
