time,Memphis,pts.away,score,pts.home,Sacramento
5:31.0,M. Conley makes free throw 1 of 3,1,93-76,,
5:31.0,M. Conley makes free throw 2 of 3,1,94-76,,
5:31.0,M. Conley makes free throw 3 of 3,1,95-76,,
5:13.0,,,95-78,2,R. Gay makes 2-pt shot from 10 ft
4:58.0,Turnover by Z. Randolph (bad pass; steal by K. Koufos),,95-78,,
4:48.0,,,95-78,,R. Gay misses 2-pt shot from 7 ft
4:47.0,Defensive rebound by J. Green,,95-78,,
4:47.0,,,95-78,,Personal foul by R. Gay (drawn by J. Green)
4:47.0,J. Green makes free throw 1 of 2,1,96-78,,
4:47.0,J. Green makes free throw 2 of 2,1,97-78,,
4:37.0,,,97-78,,R. Rondo misses 2-pt shot from 7 ft
4:37.0,Defensive rebound by Z. Randolph,,97-78,,
4:23.0,J. Green misses 3-pt shot from 23 ft,,97-78,,
4:23.0,Offensive rebound by Z. Randolph,,97-78,,
4:15.0,M. Conley misses 3-pt shot from 24 ft,,97-78,,
4:15.0,Offensive rebound by M. Conley,,97-78,,
4:15.0,Memphis full timeout,,97-78,,
4:15.0,,,97-78,,J. Anderson enters the game for R. Gay
4:15.0,,,97-78,,E. Moreland enters the game for R. Rondo
4:15.0,C. Lee enters the game for J. Green,,97-78,,
4:02.0,Z. Randolph makes 2-pt shot from 13 ft,2,99-78,,
3:43.0,,,99-78,,M. Belinelli misses 3-pt shot from 24 ft
3:43.0,Defensive rebound by J. Green,,99-78,,
3:22.0,M. Barnes misses 3-pt shot from 25 ft,,99-78,,
3:21.0,,,99-78,,Defensive rebound by J. Anderson
3:16.0,Shooting block foul by C. Lee (drawn by J. Anderson),,99-78,,
3:16.0,,,99-79,1,J. Anderson makes free throw 1 of 2
3:16.0,,,99-79,,W. Cauley-Stein enters the game for K. Koufos
3:16.0,,,99-79,,S. Curry enters the game for D. Collison
3:16.0,B. Wright enters the game for Z. Randolph,,99-79,,
3:16.0,,,99-80,1,J. Anderson makes free throw 2 of 2
3:05.0,Turnover by J. Green (traveling),,99-80,,
2:57.0,,,99-82,2,M. Belinelli makes 2-pt shot from 15 ft (assist by S. Curry)
2:57.0,,,99-82,,Shooting foul by M. Barnes (drawn by M. Belinelli)
2:57.0,R. Smith enters the game for M. Conley,,99-82,,
2:57.0,B. Udrih enters the game for M. Barnes,,99-82,,
2:57.0,,,99-82,,M. Belinelli misses free throw 1 of 1
2:56.0,Defensive rebound by J. Green,,99-82,,
2:40.0,,,99-82,,Personal foul by W. Cauley-Stein (drawn by J. Green)
2:40.0,J. Green makes free throw 1 of 2,1,100-82,,
2:40.0,,,100-82,,B. McLemore enters the game for M. Belinelli
2:40.0,J. Green makes free throw 2 of 2,1,101-82,,
2:30.0,,,101-82,,J. Anderson misses 2-pt shot from 2 ft
2:30.0,,,101-82,,Offensive rebound by Team
2:30.0,Loose ball foul by B. Udrih (drawn by E. Moreland),,101-82,,
2:30.0,,,101-82,,E. Moreland misses free throw 1 of 2
2:30.0,,,101-82,,Offensive rebound by Team
2:30.0,,,101-82,,E. Moreland misses free throw 2 of 2
2:29.0,Defensive rebound by B. Wright,,101-82,,
2:13.0,Turnover by B. Udrih (bad pass; steal by J. Anderson),,101-82,,
2:11.0,Personal block foul by B. Udrih (drawn by J. Anderson),,101-82,,
2:11.0,,,101-82,,J. Anderson misses free throw 1 of 2
2:11.0,,,101-82,,Offensive rebound by Team
2:11.0,,,101-83,1,J. Anderson makes free throw 2 of 2
1:46.0,Turnover by Team (shot clock),,101-83,,
1:38.0,,,101-85,2,S. Curry makes 2-pt shot from 22 ft
1:16.0,R. Smith misses 3-pt shot from 26 ft,,101-85,,
1:15.0,,,101-85,,Defensive rebound by E. Moreland
1:07.0,,,101-85,,E. Moreland misses 2-pt shot from 4 ft (block by B. Wright)
1:03.0,Defensive rebound by B. Wright,,101-85,,
0:45.0,,,101-85,,Personal foul by B. McLemore (drawn by R. Smith)
0:45.0,R. Smith makes free throw 1 of 2,1,102-85,,
0:45.0,R. Smith makes free throw 2 of 2,1,103-85,,
0:32.0,,,103-87,2,S. Curry makes 2-pt shot from 18 ft
0:10.0,B. Udrih misses 2-pt shot from 20 ft,,103-87,,
0:09.0,,,103-87,,Defensive rebound by W. Cauley-Stein
0:06.0,,,103-89,2,B. McLemore makes 2-pt shot at rim (assist by W. Cauley-Stein)
0:00.0,End of 4th quarter,,,,End of 4th quarter
