time,Utah,pts.away,score,pts.home,Portland
7:00.0,,,92-92,,Shooting foul by G. Hayward (drawn by M. Harkless)
7:00.0,C. Johnson enters the game for R. Hood,,92-92,,
7:00.0,,,92-93,1,M. Harkless makes free throw 1 of 1
6:48.0,Shooting foul by G. Henderson (drawn by G. Hayward),,92-93,,
6:48.0,G. Hayward misses free throw 1 of 2,,92-93,,
6:48.0,Offensive rebound by Team,,92-93,,
6:48.0,G. Hayward makes free throw 2 of 2,1,93-93,,
6:31.0,,,93-93,,C. McCollum misses 2-pt shot from 4 ft
6:29.0,,,93-93,,Offensive rebound by M. Harkless
6:29.0,,,93-95,2,M. Harkless makes 2-pt shot from 1 ft
6:13.0,,,93-95,,Personal foul by G. Henderson (drawn by G. Hayward)
6:13.0,S. Mack enters the game for T. Burke,,93-95,,
6:05.0,G. Hayward makes 3-pt shot from 24 ft,3,96-95,,
5:40.0,,,96-98,3,C. McCollum makes 3-pt shot from 26 ft (assist by M. Plumlee)
5:24.0,S. Mack misses 3-pt shot from 24 ft,,96-98,,
5:23.0,Offensive rebound by T. Booker,,96-98,,
5:19.0,T. Booker misses 2-pt shot from 2 ft,,96-98,,
5:16.0,Offensive rebound by D. Favors,,96-98,,
5:16.0,D. Favors makes 2-pt shot at rim,2,98-98,,
5:03.0,Violation by S. Mack (kicked ball),,98-98,,
5:03.0,,,98-98,,Portland full timeout
5:03.0,,,98-98,,A. Aminu enters the game for G. Henderson
5:03.0,R. Gobert enters the game for C. Johnson,,98-98,,
5:03.0,R. Hood enters the game for T. Booker,,98-98,,
4:54.0,,,98-98,,Shooting foul by G. Hayward (drawn by M. Plumlee)
4:54.0,,,98-98,,M. Plumlee misses free throw 1 of 2
4:54.0,,,98-98,,Offensive rebound by Team
4:54.0,,,98-99,1,M. Plumlee makes free throw 2 of 2
4:34.0,Shooting foul by M. Plumlee (drawn by R. Gobert),,98-99,,
4:34.0,,,98-99,,Technical foul by Team
4:34.0,G. Hayward makes technical free throw,1,99-99,,
4:34.0,R. Gobert misses free throw 1 of 2,,99-99,,
4:34.0,Offensive rebound by Team,,99-99,,
4:34.0,R. Gobert misses free throw 2 of 2,,99-99,,
4:33.0,,,99-99,,Defensive rebound by Team
4:33.0,Loose ball foul by D. Favors (drawn by M. Plumlee),,99-99,,
4:33.0,,,99-100,1,M. Plumlee makes free throw 1 of 2
4:33.0,,,99-101,1,M. Plumlee makes free throw 2 of 2
4:16.0,R. Gobert misses 2-pt shot from 3 ft,,99-101,,
4:15.0,Offensive rebound by D. Favors,,99-101,,
4:14.0,D. Favors makes 2-pt shot at rim,2,101-101,,
4:05.0,,,101-101,,Shooting foul by S. Mack (drawn by D. Lillard)
4:05.0,,,101-102,1,D. Lillard makes free throw 1 of 2
4:05.0,,,101-103,1,D. Lillard makes free throw 2 of 2
3:49.0,G. Hayward misses 2-pt shot from 20 ft,,101-103,,
3:49.0,,,101-103,,Defensive rebound by C. McCollum
3:26.0,,,101-103,,C. McCollum misses 2-pt shot from 6 ft
3:22.0,Defensive rebound by Team,,101-103,,
3:13.0,Turnover by G. Hayward (bad pass),,101-103,,
2:49.0,,,101-103,,M. Harkless misses 3-pt shot from 22 ft
2:46.0,,,101-103,,Offensive rebound by A. Aminu
2:46.0,,,101-103,,A. Aminu misses 2-pt shot from 1 ft
2:44.0,Defensive rebound by R. Gobert,,101-103,,
2:31.0,D. Favors misses 2-pt shot from 15 ft,,101-103,,
2:31.0,,,101-103,,Defensive rebound by M. Plumlee
2:17.0,,,101-105,2,M. Plumlee makes 2-pt shot from 2 ft (assist by D. Lillard)
2:17.0,Utah full timeout,,101-105,,
2:00.0,R. Hood makes 3-pt shot from 25 ft (assist by G. Hayward),3,104-105,,
1:48.0,,,104-105,,D. Lillard misses 3-pt shot from 24 ft
1:47.0,Defensive rebound by S. Mack,,104-105,,
1:32.0,R. Hood makes 3-pt shot from 24 ft,3,107-105,,
1:18.0,,,107-107,2,C. McCollum makes 2-pt shot from 2 ft
1:04.0,R. Hood misses 2-pt shot from 15 ft,,107-107,,
1:03.0,,,107-107,,Defensive rebound by M. Plumlee
0:42.0,,,107-109,2,D. Lillard makes 2-pt shot from 1 ft (assist by M. Plumlee)
0:30.0,G. Hayward makes 2-pt shot from 9 ft,2,109-109,,
0:29.0,,,109-109,,Portland full timeout
0:23.0,,,109-111,2,D. Lillard makes 2-pt shot from 1 ft (assist by M. Plumlee)
0:23.0,Utah full timeout,,109-111,,
0:23.0,,,109-111,,E. Davis enters the game for M. Harkless
0:17.0,D. Favors misses 2-pt shot from 5 ft,,109-111,,
0:15.0,,,109-111,,Defensive rebound by Team
0:15.0,C. Johnson enters the game for D. Favors,,109-111,,
0:15.0,T. Booker enters the game for S. Mack,,109-111,,
0:15.0,,,109-111,,Portland full timeout
0:15.0,,,109-111,,A. Crabbe enters the game for E. Davis
0:13.0,Personal take foul by R. Hood (drawn by C. McCollum),,109-111,,
0:13.0,,,109-112,1,C. McCollum makes free throw 1 of 2
0:13.0,D. Favors enters the game for T. Booker,,109-112,,
0:13.0,,,109-112,,E. Davis enters the game for A. Crabbe
0:13.0,,,109-113,1,C. McCollum makes free throw 2 of 2
0:13.0,Utah full timeout,,109-113,,
0:13.0,J. Ingles enters the game for R. Gobert,,109-113,,
0:13.0,S. Mack enters the game for C. Johnson,,109-113,,
0:13.0,,,109-113,,M. Harkless enters the game for E. Davis
0:10.0,D. Favors misses 2-pt shot from 12 ft,,109-113,,
0:06.0,Offensive rebound by D. Favors,,109-113,,
0:05.0,D. Favors makes 2-pt shot from 2 ft,2,111-113,,
0:05.0,,,111-113,,Portland full timeout
0:05.0,R. Gobert enters the game for D. Favors,,111-113,,
0:05.0,C. Johnson enters the game for J. Ingles,,111-113,,
0:05.0,,,111-113,,A. Crabbe enters the game for M. Harkless
0:03.0,Personal take foul by S. Mack (drawn by C. McCollum),,111-113,,
0:03.0,,,111-114,1,C. McCollum makes free throw 1 of 2
0:03.0,,,111-114,,E. Davis enters the game for A. Crabbe
0:03.0,D. Favors enters the game for C. Johnson,,111-114,,
0:03.0,,,111-115,1,C. McCollum makes free throw 2 of 2
0:03.0,Utah full timeout,,111-115,,
0:03.0,,,111-115,,A. Crabbe enters the game for E. Davis
0:03.0,J. Ingles enters the game for R. Gobert,,111-115,,
0:00.0,R. Hood misses 3-pt shot from 27 ft,,111-115,,
0:00.0,Offensive rebound by Team,,111-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
