time,Memphis,pts.away,score,pts.home,LA Clippers
1:53.0,,,83-84,,C. Paul misses 3-pt shot from 26 ft
1:52.0,Defensive rebound by Z. Randolph,,83-84,,
1:39.0,T. Allen makes 2-pt shot from 2 ft (assist by M. Gasol),2,85-84,,
1:25.0,,,85-84,,B. Griffin misses 2-pt shot from 17 ft
1:25.0,Defensive rebound by Team,,85-84,,
1:25.0,C. Lee enters the game for T. Allen,,85-84,,
1:10.0,Shooting foul by C. Paul (drawn by M. Conley),,85-84,,
1:10.0,M. Conley makes free throw 1 of 2,1,86-84,,
1:10.0,T. Allen enters the game for C. Lee,,86-84,,
1:10.0,M. Conley misses free throw 2 of 2,,86-84,,
1:08.0,,,86-84,,Defensive rebound by D. Jordan
1:08.0,,,86-84,,LA Clippers full timeout
0:55.0,,,86-87,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
0:32.0,M. Conley misses 3-pt shot from 24 ft,,86-87,,
0:31.0,,,86-87,,Defensive rebound by C. Paul
0:13.0,,,86-87,,Shooting foul by T. Allen (drawn by J. Redick)
0:13.0,,,86-88,1,J. Redick makes free throw 1 of 3
0:13.0,,,86-89,1,J. Redick makes free throw 2 of 3
0:13.0,,,86-89,,A. Rivers enters the game for P. Pierce
0:13.0,,,86-90,1,J. Redick makes free throw 3 of 3
0:13.0,Memphis full timeout,,86-90,,
0:13.0,,,86-90,,L. Mbah a Moute enters the game for J. Redick
0:13.0,C. Lee enters the game for T. Allen,,86-90,,
0:08.0,Shooting foul by C. Paul (drawn by M. Barnes),,86-90,,
0:08.0,M. Barnes makes free throw 1 of 3,1,87-90,,
0:08.0,M. Barnes makes free throw 2 of 3,1,88-90,,
0:08.0,M. Barnes makes free throw 3 of 3,1,89-90,,
0:08.0,,,89-90,,LA Clippers full timeout
0:08.0,T. Allen enters the game for Z. Randolph,,89-90,,
0:08.0,J. Green enters the game for M. Gasol,,89-90,,
0:08.0,,,89-90,,J. Redick enters the game for D. Jordan
0:08.0,,,89-90,,J. Crawford enters the game for A. Rivers
0:08.0,,,89-90,,P. Pierce enters the game for L. Mbah a Moute
0:08.0,Personal take foul by C. Lee (drawn by J. Crawford),,89-90,,
0:08.0,,,89-91,1,J. Crawford makes free throw 1 of 2
0:08.0,,,89-91,,D. Jordan enters the game for J. Redick
0:08.0,M. Gasol enters the game for T. Allen,,89-91,,
0:08.0,Z. Randolph enters the game for J. Green,,89-91,,
0:08.0,,,89-92,1,J. Crawford makes free throw 2 of 2
0:08.0,Memphis full timeout,,89-92,,
0:08.0,,,89-92,,J. Redick enters the game for P. Pierce
0:08.0,,,89-92,,L. Mbah a Moute enters the game for J. Crawford
0:07.0,,,89-92,,Personal take foul by B. Griffin (drawn by M. Gasol)
0:07.0,M. Gasol misses free throw 1 of 2,,89-92,,
0:07.0,Offensive rebound by Team,,89-92,,
0:07.0,,,89-92,,J. Crawford enters the game for L. Mbah a Moute
0:07.0,T. Allen enters the game for Z. Randolph,,89-92,,
0:07.0,M. Gasol makes free throw 2 of 2,1,90-92,,
0:06.0,Personal take foul by C. Lee (drawn by J. Crawford),,90-92,,
0:06.0,,,90-92,,J. Crawford misses free throw 1 of 2
0:06.0,,,90-92,,Offensive rebound by Team
0:06.0,Z. Randolph enters the game for T. Allen,,90-92,,
0:06.0,,,90-92,,L. Mbah a Moute enters the game for J. Redick
0:06.0,,,90-93,1,J. Crawford makes free throw 2 of 2
0:06.0,Memphis full timeout,,90-93,,
0:06.0,,,90-93,,J. Redick enters the game for J. Crawford
0:05.0,,,90-93,,Personal take foul by B. Griffin (drawn by M. Gasol)
0:05.0,M. Gasol makes free throw 1 of 2,1,91-93,,
0:05.0,,,91-93,,J. Crawford enters the game for L. Mbah a Moute
0:05.0,M. Gasol misses free throw 2 of 2,,91-93,,
0:04.0,Offensive rebound by M. Gasol,,91-93,,
0:04.0,,,91-93,,Loose ball foul by J. Redick (drawn by M. Gasol)
0:04.0,M. Gasol makes free throw 1 of 2,1,92-93,,
0:04.0,T. Allen enters the game for Z. Randolph,,92-93,,
0:04.0,M. Gasol misses free throw 2 of 2,,92-93,,
0:02.0,,,92-93,,Defensive rebound by C. Paul
0:00.0,Personal take foul by T. Allen (drawn by C. Paul),,92-93,,
0:00.0,,,92-94,1,C. Paul makes free throw 1 of 2
0:00.0,Z. Randolph enters the game for T. Allen,,92-94,,
0:00.0,,,92-94,,C. Paul misses free throw 2 of 2
0:00.0,Defensive rebound by M. Gasol,,92-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
