time,Indiana,pts.away,score,pts.home,Miami
3:11.0,Turnover by I. Mahinmi (step out of bounds),,87-87,,
3:11.0,Technical foul by Team,,87-87,,
3:11.0,,,87-88,1,C. Bosh makes technical free throw
3:11.0,M. Ellis enters the game for C. Budinger,,87-88,,
2:54.0,,,87-88,,C. Bosh misses 3-pt shot from 24 ft
2:53.0,,,87-88,,Offensive rebound by T. Johnson
2:40.0,,,87-88,,Turnover by G. Dragic (traveling)
2:40.0,Official timeout,,87-88,,
2:27.0,P. George makes 2-pt shot from 15 ft (assist by R. Stuckey),2,89-88,,
2:08.0,,,89-88,,D. Wade misses 2-pt shot from 18 ft
2:07.0,Defensive rebound by P. George,,89-88,,
1:45.0,R. Stuckey makes 2-pt shot from 21 ft,2,91-88,,
1:34.0,,,91-90,2,D. Wade makes 2-pt shot from 2 ft
1:21.0,Shooting foul by J. Winslow (drawn by P. George),,91-90,,
1:21.0,P. George misses free throw 1 of 2,,91-90,,
1:21.0,Offensive rebound by Team,,91-90,,
1:21.0,P. George makes free throw 2 of 2,1,92-90,,
1:03.0,,,92-93,3,C. Bosh makes 3-pt shot from 24 ft (assist by G. Dragic)
0:57.0,Indiana full timeout,,92-93,,
0:57.0,C. Budinger enters the game for L. Allen,,92-93,,
0:47.0,P. George misses 2-pt shot from 19 ft,,92-93,,
0:46.0,,,92-93,,Defensive rebound by T. Johnson
0:25.0,,,92-93,,D. Wade misses 2-pt shot from 19 ft
0:24.0,Defensive rebound by I. Mahinmi,,92-93,,
0:17.0,M. Ellis makes 2-pt shot from 19 ft,2,94-93,,
0:17.0,,,94-93,,Miami full timeout
0:04.0,,,94-93,,C. Bosh misses 2-pt shot from 16 ft
0:03.0,Defensive rebound by R. Stuckey,,94-93,,
0:03.0,,,94-93,,Personal foul by G. Dragic (drawn by R. Stuckey)
0:03.0,R. Stuckey misses free throw 1 of 2,,94-93,,
0:03.0,Offensive rebound by Team,,94-93,,
0:03.0,R. Stuckey makes free throw 2 of 2,1,95-93,,
0:03.0,,,95-93,,Miami full timeout
0:03.0,S. Hill enters the game for C. Budinger,,95-93,,
0:03.0,,,95-93,,G. Green enters the game for J. Winslow
0:00.0,,,95-95,2,D. Wade makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:38.0,M. Ellis makes 2-pt shot from 16 ft,2,97-95,,
4:13.0,,,97-95,,C. Bosh misses 2-pt shot from 12 ft
4:08.0,Defensive rebound by I. Mahinmi,,97-95,,
4:01.0,M. Ellis misses 2-pt shot from 19 ft,,97-95,,
4:00.0,,,97-95,,Defensive rebound by C. Bosh
3:59.0,,,97-95,,Turnover by J. Winslow (lost ball; steal by P. George)
3:54.0,R. Stuckey misses 2-pt shot from 11 ft,,97-95,,
3:53.0,,,97-95,,Defensive rebound by Team
3:53.0,Loose ball foul by L. Allen (drawn by C. Bosh),,97-95,,
3:38.0,,,97-97,2,T. Johnson makes 2-pt shot from 17 ft (assist by D. Wade)
3:26.0,Shooting foul by C. Bosh (drawn by I. Mahinmi),,97-97,,
3:26.0,I. Mahinmi misses free throw 1 of 2,,97-97,,
3:26.0,Offensive rebound by Team,,97-97,,
3:26.0,S. Hill enters the game for R. Stuckey,,97-97,,
3:26.0,I. Mahinmi makes free throw 2 of 2,1,98-97,,
3:14.0,,,98-97,,Shooting foul by I. Mahinmi (drawn by C. Bosh)
3:14.0,,,98-98,1,C. Bosh makes free throw 1 of 2
3:14.0,J. Hill enters the game for I. Mahinmi,,98-98,,
3:14.0,R. Stuckey enters the game for L. Allen,,98-98,,
3:14.0,,,98-99,1,C. Bosh makes free throw 2 of 2
2:51.0,S. Hill misses 3-pt shot from 24 ft,,98-99,,
2:50.0,Offensive rebound by J. Hill,,98-99,,
2:50.0,Turnover by Team (shot clock),,98-99,,
2:29.0,,,98-99,,D. Wade misses 2-pt shot from 12 ft
2:28.0,Defensive rebound by J. Hill,,98-99,,
2:07.0,Turnover by J. Hill (lost ball; steal by C. Bosh),,98-99,,
2:07.0,Personal foul by S. Hill (drawn by C. Bosh),,98-99,,
1:49.0,,,98-99,,C. Bosh misses 2-pt shot from 13 ft
1:48.0,,,98-99,,Offensive rebound by D. Wade
1:33.0,,,98-101,2,D. Wade makes 2-pt shot from 2 ft
1:33.0,,,98-101,,Shooting foul by J. Hill (drawn by D. Wade)
1:33.0,,,98-101,,D. Wade misses free throw 1 of 1
1:32.0,Defensive rebound by J. Hill,,98-101,,
1:19.0,M. Ellis makes 2-pt shot from 14 ft,2,100-101,,
1:19.0,Shooting foul by C. Bosh (drawn by M. Ellis),,100-101,,
1:19.0,M. Ellis misses free throw 1 of 1,,100-101,,
1:18.0,,,100-101,,Defensive rebound by J. Winslow
1:12.0,,,100-101,,Miami full timeout
1:12.0,I. Mahinmi enters the game for J. Hill,,100-101,,
0:57.0,,,100-101,,J. Winslow misses 2-pt shot from 16 ft
0:55.0,,,100-101,,Offensive rebound by Team
0:55.0,,,100-101,,Turnover by Team (shot clock)
0:34.0,Shooting foul by D. Wade (drawn by I. Mahinmi),,100-101,,
0:34.0,I. Mahinmi misses free throw 1 of 2,,100-101,,
0:34.0,Offensive rebound by Team,,100-101,,
0:34.0,I. Mahinmi misses free throw 2 of 2,,100-101,,
0:33.0,Offensive rebound by P. George,,100-101,,
0:27.0,Turnover by P. George (bad pass; steal by T. Johnson),,100-101,,
0:07.0,,,100-101,,D. Wade misses 2-pt shot from 16 ft
0:06.0,,,100-101,,Offensive rebound by J. Winslow
0:06.0,Personal foul by M. Ellis (drawn by J. Winslow),,100-101,,
0:06.0,,,100-102,1,J. Winslow makes free throw 1 of 2
0:06.0,L. Allen enters the game for M. Ellis,,100-102,,
0:06.0,,,100-102,,J. Winslow misses free throw 2 of 2
0:04.0,,,100-102,,Offensive rebound by C. Bosh
0:04.0,Personal foul by S. Hill (drawn by C. Bosh),,100-102,,
0:04.0,,,100-102,,C. Bosh misses free throw 1 of 2
0:04.0,,,100-102,,Offensive rebound by Team
0:04.0,,,100-103,1,C. Bosh makes free throw 2 of 2
0:04.0,Indiana full timeout,,100-103,,
0:04.0,M. Ellis enters the game for L. Allen,,100-103,,
0:04.0,J. Hill enters the game for I. Mahinmi,,100-103,,
0:04.0,C. Budinger enters the game for S. Hill,,100-103,,
0:04.0,Indiana full timeout,,100-103,,
0:04.0,Indiana full timeout,,100-103,,
0:03.0,P. George misses 3-pt shot from 23 ft,,100-103,,
0:00.0,,,100-103,,Defensive rebound by D. Wade
0:00.0,End of 1st overtime,,,,End of 1st overtime
