time,LA Clippers,pts.away,score,pts.home,Phoenix
5:16.0,C. Wilcox misses 3-pt shot from 24 ft,,86-102,,
5:16.0,,,86-102,,Defensive rebound by A. Williams
4:58.0,,,86-102,,M. Teletovic misses 2-pt shot from 1 ft
4:58.0,Defensive rebound by J. Ayres,,86-102,,
4:58.0,,,86-102,,Personal foul by M. Teletovic
4:48.0,C. Wilcox makes 2-pt shot at rim (assist by J. Ayres),2,88-102,,
4:35.0,,,88-102,,M. Teletovic misses 2-pt shot from 1 ft
4:34.0,,,88-102,,Offensive rebound by M. Teletovic
4:31.0,,,88-102,,M. Teletovic misses 2-pt shot from 1 ft
4:31.0,,,88-102,,Offensive rebound by M. Teletovic
4:25.0,,,88-104,2,M. Teletovic makes 2-pt shot from 12 ft
4:06.0,Turnover by P. Prigioni (lost ball; steal by A. Goodwin),,88-104,,
4:02.0,,,88-106,2,J. Jenkins makes 2-pt shot at rim (assist by C. Budinger)
3:52.0,W. Johnson makes 3-pt shot from 24 ft (assist by P. Prigioni),3,91-106,,
3:43.0,,,91-106,,J. Leuer enters the game for M. Teletovic
3:43.0,C. Aldrich enters the game for J. Ayres,,91-106,,
3:34.0,,,91-106,,A. Goodwin misses 2-pt shot from 1 ft
3:33.0,Defensive rebound by C. Aldrich,,91-106,,
3:32.0,,,91-106,,Personal foul by J. Jenkins
3:23.0,B. Dawson misses 2-pt shot from 7 ft,,91-106,,
3:22.0,,,91-106,,Defensive rebound by A. Williams
3:18.0,,,91-108,2,C. Budinger makes 2-pt shot at rim (assist by J. Jenkins)
3:00.0,C. Wilcox makes 2-pt shot from 19 ft,2,93-108,,
2:44.0,,,93-108,,J. Jenkins misses 2-pt shot from 20 ft
2:43.0,Defensive rebound by C. Aldrich,,93-108,,
2:33.0,P. Prigioni makes 2-pt shot from 1 ft,2,95-108,,
2:14.0,,,95-108,,A. Goodwin misses 3-pt shot from 24 ft
2:14.0,,,95-108,,Offensive rebound by J. Leuer
2:09.0,,,95-108,,A. Williams misses 2-pt shot from 2 ft (block by C. Aldrich)
2:08.0,Defensive rebound by C. Aldrich,,95-108,,
2:04.0,Shooting foul by A. Goodwin (drawn by B. Dawson),,95-108,,
2:04.0,B. Dawson makes 2-pt shot from 1 ft,2,97-108,,
2:04.0,,,97-108,,Phoenix full timeout
2:04.0,,,97-110,2,J. Leuer makes 2-pt shot from 8 ft (assist by J. Jenkins)
2:04.0,B. Dawson makes free throw 1 of 1,1,98-110,,
1:30.0,C. Wilcox makes 3-pt shot from 25 ft (assist by P. Prigioni),3,101-110,,
1:22.0,,,101-112,2,J. Leuer makes 2-pt shot from 7 ft (assist by A. Goodwin)
1:11.0,C. Aldrich makes 2-pt shot from 2 ft (assist by P. Prigioni),2,103-112,,
0:59.0,,,103-114,2,J. Jenkins makes 2-pt shot from 21 ft (assist by A. Goodwin)
0:47.0,Shooting foul by J. Leuer (drawn by C. Aldrich),,103-114,,
0:47.0,C. Aldrich makes free throw 1 of 2,1,104-114,,
0:47.0,C. Aldrich makes free throw 2 of 2,1,105-114,,
0:23.0,,,105-114,,A. Goodwin misses 3-pt shot from 25 ft
0:22.0,,,105-114,,Offensive rebound by Team
0:22.0,,,105-114,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
