time,Boston,pts.away,score,pts.home,Atlanta
5:19.0,I. Thomas misses free throw 1 of 2,,101-105,,
5:19.0,Offensive rebound by Team,,101-105,,
5:19.0,A. Bradley enters the game for E. Turner,,101-105,,
5:19.0,I. Thomas makes free throw 2 of 2,1,102-105,,
5:11.0,,,102-105,,Turnover by J. Teague (lost ball; steal by A. Bradley)
5:08.0,,,102-105,,Shooting block foul by J. Teague (drawn by A. Bradley)
5:08.0,A. Bradley misses free throw 1 of 2,,102-105,,
5:08.0,Offensive rebound by Team,,102-105,,
5:08.0,A. Bradley makes free throw 2 of 2,1,103-105,,
4:53.0,,,103-105,,P. Millsap misses 3-pt shot from 25 ft
4:51.0,Defensive rebound by A. Bradley,,103-105,,
4:31.0,I. Thomas misses 2-pt shot from 3 ft,,103-105,,
4:30.0,,,103-105,,Defensive rebound by J. Teague
4:16.0,Personal foul by M. Smart,,103-105,,
4:05.0,,,103-107,2,A. Horford makes 2-pt shot from 1 ft (assist by P. Millsap)
3:46.0,J. Crowder misses 3-pt shot from 24 ft,,103-107,,
3:44.0,,,103-107,,Defensive rebound by J. Teague
3:41.0,Personal block foul by A. Johnson,,103-107,,
3:31.0,,,103-107,,J. Teague misses 2-pt shot from 11 ft (block by A. Johnson)
3:29.0,Defensive rebound by J. Crowder,,103-107,,
3:26.0,Turnover by I. Thomas (lost ball; steal by J. Teague),,103-107,,
3:23.0,,,103-109,2,J. Teague makes 2-pt shot at rim
3:23.0,,,103-109,,Shooting foul by J. Crowder (drawn by J. Teague)
3:23.0,,,103-110,1,J. Teague makes free throw 1 of 1
3:19.0,Boston full timeout,,103-110,,
3:19.0,E. Turner enters the game for M. Smart,,103-110,,
3:12.0,I. Thomas misses 3-pt shot from 25 ft,,103-110,,
3:10.0,Offensive rebound by J. Crowder,,103-110,,
3:07.0,A. Bradley misses 3-pt shot from 24 ft,,103-110,,
3:06.0,,,103-110,,Defensive rebound by A. Horford
2:56.0,,,103-110,,Offensive charge foul by K. Bazemore
2:56.0,,,103-110,,Turnover by K. Bazemore (offensive foul)
2:37.0,I. Thomas misses 2-pt shot from 2 ft,,103-110,,
2:35.0,,,103-110,,Defensive rebound by K. Korver
2:21.0,,,103-110,,J. Teague misses 2-pt shot from 4 ft
2:19.0,Defensive rebound by E. Turner,,103-110,,
2:06.0,E. Turner misses 2-pt shot from 9 ft (block by P. Millsap),,103-110,,
2:04.0,,,103-110,,Defensive rebound by P. Millsap
2:04.0,Personal foul by A. Bradley,,103-110,,
2:04.0,M. Smart enters the game for I. Thomas,,103-110,,
1:50.0,,,103-113,3,A. Horford makes 3-pt shot from 24 ft (assist by J. Teague)
1:46.0,Shooting foul by K. Bazemore (drawn by M. Smart),,103-113,,
1:46.0,M. Smart makes free throw 1 of 2,1,104-113,,
1:46.0,M. Smart misses free throw 2 of 2,,104-113,,
1:44.0,,,104-113,,Defensive rebound by K. Bazemore
1:26.0,Personal foul by E. Turner,,104-113,,
1:26.0,,,104-114,1,K. Bazemore makes free throw 1 of 2
1:26.0,I. Thomas enters the game for J. Crowder,,104-114,,
1:26.0,,,104-115,1,K. Bazemore makes free throw 2 of 2
1:20.0,I. Thomas misses 2-pt shot from 1 ft,,104-115,,
1:18.0,,,104-115,,Defensive rebound by J. Teague
0:59.0,,,104-118,3,J. Teague makes 3-pt shot from 25 ft
0:51.0,Boston full timeout,,104-118,,
0:51.0,,,104-118,,M. Scott enters the game for K. Bazemore
0:51.0,,,104-118,,T. Sefolosha enters the game for P. Millsap
0:51.0,,,104-118,,M. Muscala enters the game for A. Horford
0:51.0,,,104-118,,D. Schroder enters the game for K. Korver
0:51.0,,,104-118,,T. Hardaway enters the game for J. Teague
0:51.0,K. Olynyk enters the game for A. Johnson,,104-118,,
0:51.0,J. Jerebko enters the game for A. Bradley,,104-118,,
0:51.0,T. Rozier enters the game for I. Thomas,,104-118,,
0:51.0,J. Young enters the game for M. Smart,,104-118,,
0:51.0,R. Hunter enters the game for E. Turner,,104-118,,
0:42.0,R. Hunter makes 3-pt shot from 26 ft,3,107-118,,
0:23.0,,,107-118,,T. Sefolosha misses 2-pt shot from 19 ft
0:21.0,,,107-118,,Offensive rebound by M. Muscala
0:21.0,Jump ball: M. Muscala vs. T. Rozier,,,,Jump ball: M. Muscala vs. T. Rozier
0:00.0,End of 4th quarter,,,,End of 4th quarter
