time,Denver,pts.away,score,pts.home,Sacramento
6:08.0,J. Lauvergne makes 2-pt shot from 5 ft (assist by W. Barton),2,95-101,,
5:41.0,,,95-101,,D. Collison misses 3-pt shot from 23 ft
5:40.0,Defensive rebound by G. Harris,,95-101,,
5:34.0,Turnover by D. Augustin (lost ball; steal by R. Gay),,95-101,,
5:31.0,,,95-103,2,R. Gay makes 2-pt shot at rim
5:02.0,J. Lauvergne makes 3-pt shot from 24 ft,3,98-103,,
4:40.0,,,98-103,,D. Cousins misses 2-pt shot from 7 ft
4:39.0,Defensive rebound by J. Lauvergne,,98-103,,
4:30.0,D. Augustin misses 2-pt shot from 6 ft,,98-103,,
4:29.0,,,98-103,,Defensive rebound by D. Cousins
4:26.0,,,98-103,,Turnover by R. Rondo (palming)
4:26.0,,,98-103,,Sacramento full timeout
4:26.0,E. Mudiay enters the game for D. Augustin,,98-103,,
4:26.0,,,98-103,,B. McLemore enters the game for J. Anderson
4:20.0,D. Gallinari misses 3-pt shot from 25 ft,,98-103,,
4:19.0,,,98-103,,Defensive rebound by Team
4:11.0,,,98-103,,D. Cousins misses 2-pt shot from 7 ft
4:10.0,Defensive rebound by W. Barton,,98-103,,
3:59.0,W. Barton misses 3-pt shot from 25 ft,,98-103,,
3:59.0,,,98-103,,Defensive rebound by D. Cousins
3:36.0,,,98-103,,D. Cousins misses 2-pt shot from 19 ft
3:35.0,,,98-103,,Offensive rebound by R. Rondo
3:35.0,,,98-103,,R. Rondo misses 2-pt shot from 1 ft
3:34.0,,,98-103,,Offensive rebound by R. Rondo
3:19.0,,,98-103,,D. Cousins misses 2-pt shot from 4 ft
3:17.0,Defensive rebound by W. Barton,,98-103,,
3:06.0,E. Mudiay misses 2-pt shot from 18 ft,,98-103,,
3:05.0,,,98-103,,Defensive rebound by R. Rondo
2:48.0,,,98-103,,D. Collison misses 3-pt shot from 25 ft
2:47.0,,,98-103,,Offensive rebound by R. Rondo
2:45.0,,,98-105,2,R. Rondo makes 2-pt shot from 1 ft
2:45.0,Denver full timeout,,98-105,,
2:30.0,Shooting foul by R. Rondo (drawn by D. Gallinari),,98-105,,
2:30.0,D. Gallinari makes free throw 1 of 2,1,99-105,,
2:30.0,D. Gallinari makes free throw 2 of 2,1,100-105,,
2:18.0,,,100-107,2,R. Rondo makes 2-pt shot from 1 ft
1:57.0,Turnover by E. Mudiay (lost ball; steal by D. Collison),,100-107,,
1:52.0,,,100-109,2,D. Collison makes 2-pt shot from 2 ft (assist by R. Gay)
1:52.0,Denver full timeout,,100-109,,
1:47.0,D. Gallinari misses 2-pt shot from 6 ft,,100-109,,
1:46.0,,,100-109,,Defensive rebound by D. Cousins
1:33.0,,,100-109,,Offensive foul by R. Gay
1:33.0,,,100-109,,Turnover by R. Gay (offensive foul)
1:24.0,E. Mudiay makes 2-pt shot from 18 ft,2,102-109,,
1:20.0,Personal foul by G. Harris,,102-109,,
1:20.0,,,102-110,1,R. Rondo makes free throw 1 of 2
1:20.0,,,102-111,1,R. Rondo makes free throw 2 of 2
0:59.0,J. Lauvergne makes 2-pt shot at rim (assist by D. Gallinari),2,104-111,,
0:36.0,,,104-111,,B. McLemore misses 3-pt shot from 36 ft
0:36.0,Defensive rebound by W. Barton,,104-111,,
0:32.0,Shooting foul by B. McLemore (drawn by W. Barton),,104-111,,
0:32.0,W. Barton makes free throw 1 of 2,1,105-111,,
0:32.0,W. Barton makes free throw 2 of 2,1,106-111,,
0:32.0,Personal foul by G. Harris,,106-111,,
0:32.0,,,106-112,1,R. Rondo makes free throw 1 of 2
0:32.0,,,106-112,,R. Rondo misses free throw 2 of 2
0:29.0,,,106-112,,Offensive rebound by R. Rondo
0:27.0,Personal foul by J. Lauvergne,,106-112,,
0:27.0,K. Faried enters the game for D. Gallinari,,106-112,,
0:27.0,,,106-112,,R. Rondo misses free throw 1 of 2
0:27.0,,,106-112,,Offensive rebound by Team
0:27.0,,,106-113,1,R. Rondo makes free throw 2 of 2
0:27.0,Denver full timeout,,106-113,,
0:27.0,D. Arthur enters the game for K. Faried,,106-113,,
0:22.0,G. Harris makes 2-pt shot at rim (assist by D. Arthur),2,108-113,,
0:21.0,Personal foul by D. Arthur,,108-113,,
0:21.0,,,108-113,,D. Cousins misses free throw 1 of 2
0:21.0,,,108-113,,Offensive rebound by Team
0:21.0,,,108-113,,D. Cousins misses free throw 2 of 2
0:19.0,Defensive rebound by W. Barton,,108-113,,
0:18.0,Denver full timeout,,108-113,,
0:15.0,G. Harris misses 3-pt shot from 24 ft,,108-113,,
0:14.0,,,108-113,,Defensive rebound by R. Rondo
0:07.0,Personal foul by E. Mudiay,,108-113,,
0:07.0,,,108-113,,R. Gay misses free throw 1 of 2
0:07.0,,,108-113,,Offensive rebound by Team
0:07.0,,,108-114,1,R. Gay makes free throw 2 of 2
0:03.0,W. Barton makes 2-pt shot from 1 ft,2,110-114,,
0:00.0,,,110-116,2,B. McLemore makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
