time,Charlotte,pts.away,score,pts.home,Chicago
4:44.0,,,87-92,,Defensive rebound by P. Gasol
4:31.0,,,87-94,2,D. Rose makes 2-pt shot from 1 ft
4:16.0,N. Batum makes 2-pt shot from 20 ft (assist by A. Jefferson),2,89-94,,
3:56.0,,,89-94,,P. Gasol misses 2-pt shot from 18 ft
3:56.0,Defensive rebound by J. Lamb,,89-94,,
3:56.0,,,89-94,,Personal foul by J. Noah (drawn by J. Lamb)
3:39.0,J. Lamb misses 3-pt shot from 24 ft,,89-94,,
3:38.0,,,89-94,,Defensive rebound by E. Moore
3:28.0,,,89-94,,Shooting foul by N. Batum (drawn by J. Butler)
3:28.0,,,89-95,1,J. Butler makes free throw 1 of 2
3:28.0,,,89-96,1,J. Butler makes free throw 2 of 2
3:09.0,,,89-96,,Violation by J. Noah (def goaltending)
3:09.0,K. Walker makes 3-pt shot from 26 ft (assist by J. Lamb),3,92-96,,
2:56.0,,,92-98,2,P. Gasol makes 2-pt shot from 18 ft (assist by D. Rose)
2:46.0,,,92-98,,Personal foul by D. Rose (drawn by K. Walker)
2:46.0,Charlotte full timeout,,92-98,,
2:33.0,N. Batum makes 3-pt shot from 24 ft,3,95-98,,
2:17.0,Personal foul by A. Jefferson (drawn by P. Gasol),,95-98,,
2:17.0,,,95-99,1,P. Gasol makes free throw 1 of 2
2:17.0,,,95-99,,T. Gibson enters the game for J. Noah
2:17.0,,,95-100,1,P. Gasol makes free throw 2 of 2
1:54.0,M. Williams makes 2-pt shot from 8 ft (assist by N. Batum),2,97-100,,
1:41.0,,,97-100,,D. Rose misses 2-pt shot from 3 ft (block by M. Williams)
1:39.0,Defensive rebound by A. Jefferson,,97-100,,
1:29.0,M. Williams misses 2-pt shot from 21 ft,,97-100,,
1:28.0,,,97-100,,Defensive rebound by P. Gasol
1:09.0,,,97-100,,D. Rose misses 2-pt shot from 6 ft
1:08.0,Defensive rebound by J. Lamb,,97-100,,
0:57.0,N. Batum misses 3-pt shot from 24 ft,,97-100,,
0:55.0,Offensive rebound by K. Walker,,97-100,,
0:55.0,K. Walker misses 2-pt shot from 2 ft (block by P. Gasol),,97-100,,
0:51.0,,,97-100,,Defensive rebound by E. Moore
0:38.0,,,97-100,,Turnover by J. Butler (lost ball)
0:38.0,Charlotte full timeout,,97-100,,
0:38.0,,,97-100,,J. Noah enters the game for P. Gasol
0:38.0,,,97-100,,T. Snell enters the game for J. Butler
0:28.0,J. Lamb misses 3-pt shot from 23 ft,,97-100,,
0:28.0,,,97-100,,Defensive rebound by J. Noah
0:20.0,,,97-100,,Chicago full timeout
0:20.0,,,97-100,,N. Mirotic enters the game for T. Gibson
0:20.0,,,97-100,,P. Gasol enters the game for J. Noah
0:20.0,,,97-100,,J. Butler enters the game for T. Snell
0:20.0,P. Hairston enters the game for J. Lamb,,97-100,,
0:05.0,,,97-100,,J. Noah enters the game for P. Gasol
0:05.0,,,97-100,,T. Gibson enters the game for N. Mirotic
0:05.0,J. Lamb enters the game for P. Hairston,,97-100,,
0:05.0,S. Hawes enters the game for A. Jefferson,,97-100,,
0:05.0,,,97-102,2,J. Butler makes 2-pt shot from 20 ft
0:05.0,Charlotte full timeout,,97-102,,
0:05.0,,,97-102,,T. Snell enters the game for D. Rose
0:01.0,J. Lamb misses 3-pt shot from 24 ft,,97-102,,
0:00.0,Offensive rebound by N. Batum,,97-102,,
0:00.0,N. Batum misses 2-pt shot from 2 ft,,97-102,,
0:00.0,,,97-102,,Defensive rebound by J. Noah
0:00.0,End of 4th quarter,,,,End of 4th quarter
